Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs
,,,3742,14,4394,3731,3743,4426,4966,,8012,14,2280,3831,,,,,
,,,3417,4590,3942,3890,4952,4894,4095,,7687,8860,391,672,,,,,
,,,2363,2978,3513,4982,3260,4879,3740,,2363,2978,2142,1482,,,,,
,,,2076,2778,3789,4212,4132,3967,4304,,2076,2778,1599,233,,,,,
,,,1634,1361,3004,3397,4712,4500,4847,,1634,1361,1795,672,,,,,
,,,4803,2448,3503,3955,4152,4889,3543,,9073,2448,3155,671,,,,,
,,,3388,630,4429,4525,4050,3252,4760,,7658,630,203,673,,,,,
,,,3674,2117,4504,3344,4981,4581,4155,,7944,2117,1326,2200,,,,,
,,,2185,4920,3027,3452,3204,4497,4684,,2185,9190,802,670,,,,,
,,,2363,433,3104,4375,4022,4083,3276,,2363,433,4250,1481,,,,,
,,,616,1450,3072,3118,3857,4835,4316,,616,1450,63,1954,,,,,
,,,2380,2189,4139,4509,4097,4580,3295,,2380,2189,2042,3832,,,,,
,,,3752,805,4852,3100,4941,4086,4281,,8022,805,2744,233,,,,,
,,,3380,863,3179,4191,3670,3188,3924,,7650,863,3086,673,,,,,
,,,1597,507,3240,4778,4778,4528,3246,,1597,507,1326,233,,,,,
,,,2436,2525,4295,3084,4369,4580,4776,,2436,2525,3002,3827,,,,,
,,,1380,355,3075,3075,3075,3766,4656,,1380,355,2796,674,,,,,
,,,4309,1615,4233,4583,3563,4587,4586,,8579,1615,1014,233,,,,,
,,,3169,1790,4727,4814,4086,3092,4311,,7439,1790,2637,233,,,,,
,,,1072,2994,4869,4895,3962,4287,3349,,1072,2994,1598,3837,,,,,
,,,3644,1953,3801,3370,3406,4580,3297,,7914,1953,1599,3826,,,,,
,,,4385,2828,4429,3601,4595,4695,4364,,8655,2828,203,233,,,,,
,,,541,3035,4738,4671,4180,3228,4516,,541,7305,3057,672,,,,,
,,,3828,3910,3973,3322,4097,4424,4424,,8098,8180,2744,3821,,,,,
,,,2363,2784,4241,3272,4668,4928,3078,,2363,2784,2369,1482,,,,,
,,,2363,3701,3327,4278,4228,3177,3143,,2363,7971,2686,1481,,,,,
,,,4097,3754,3125,4114,3897,3437,4580,,8367,8024,1164,3827,,,,,
,,,3215,355,3075,3075,3424,4674,4735,,7485,355,2796,671,,,,,
,,,2852,3272,4643,3274,3759,3437,3828,,2852,7542,2368,3831,,,,,
,,,1871,788,4246,4121,3921,4717,4580,,1871,788,1685,3831,,,,,
,,,2363,3519,4517,3519,4865,3870,3554,,2363,7789,2907,1481,,,,,
,,,4580,4045,4443,3715,4851,4455,4966,,8850,8315,2841,3826,,,,,
,,,2363,2252,3271,3236,3670,4526,3611,,2363,2252,3086,1481,,,,,
,,,2363,206,4946,3426,4473,4299,3391,,2363,206,2744,1481,,,,,
,,,3825,580,4056,4451,3412,3579,3227,,8095,580,63,2199,,,,,
,,,456,512,3633,3759,3349,4159,3437,,456,512,2369,3823,,,,,
,,,2436,2025,3004,3397,3054,3742,4580,,2436,2025,1795,3830,,,,,
,,,2363,3651,3857,4147,4867,4842,4962,,2363,7921,63,1481,,,,,
,,,3644,2742,4489,3387,3428,4717,3054,,7914,2742,2637,3823,,,,,
,,,2786,2265,3308,3841,4832,3742,3828,,2786,2265,127,3825,,,,,
,,,2363,2273,4579,4273,3794,4534,3218,,2363,2273,2817,1481,,,,,
,,,4453,1731,4793,4831,3218,3404,4963,,8723,1731,4250,669,,,,,
,,,2259,2448,4748,3955,4282,3537,3696,,2259,2448,3155,672,,,,,
,,,2361,3429,3936,3936,3566,3696,4425,,2361,7699,63,672,,,,,
,,,2363,2446,4305,4840,3002,3974,3418,,2363,2446,891,1482,,,,,
,,,2363,2925,3528,3545,3865,3941,3497,,2363,2925,4,1481,,,,,
,,,2363,4004,4926,3114,4289,4943,3077,,2363,8274,3067,1482,,,,,
,,,4279,1132,4529,4884,4842,4497,3110,,8549,1132,16,672,,,,,
,,,4348,1276,4130,4333,4084,4061,3996,,8618,1276,1598,233,,,,,
,,,3096,2072,3796,4409,4676,4914,4323,,7366,2072,3120,671,,,,,
,,,2819,2955,4246,4822,4822,4832,4580,,2819,2955,1685,3832,,,,,
,,,533,2914,4043,4793,3742,4424,4287,,533,2914,4250,3825,,,,,
,,,731,2911,3995,3343,4835,3133,4702,,731,2911,2385,1951,,,,,
,,,2363,927,3921,4750,3150,4084,4421,,2363,927,1685,1482,,,,,
,,,4981,2412,3935,3917,4708,4480,4708,,9251,2412,390,2199,,,,,
,,,1709,2218,4932,3034,3054,4287,3297,,1709,2218,1413,3828,,,,,
,,,1277,4423,4785,3453,3150,4368,3338,,1277,8693,1715,672,,,,,
,,,4597,4733,4793,3643,4054,3780,4808,,8867,9003,4250,670,,,,,
,,,142,2033,3193,3179,3670,4441,4222,,142,2033,3085,672,,,,,
,,,942,3311,3883,3760,4027,4635,3418,,942,7581,3200,3826,,,,,
,,,4666,1630,4115,4662,3038,3133,4829,,8936,1630,1601,1954,,,,,
,,,1672,2882,4115,3956,4142,4357,4357,,1672,2882,1600,183,,,,,
,,,1573,2448,3338,3955,4156,4601,4011,,1573,2448,3155,670,,,,,
,,,4461,238,4587,4763,3035,3091,3497,,8731,238,3058,670,,,,,
,,,2740,1116,3076,4336,3760,3308,4555,,2740,1116,3200,671,,,,,
,,,3828,772,3536,3406,3021,4308,4424,,8098,772,1599,3827,,,,,
,,,1144,4517,4436,3519,4865,3133,3128,,1144,8787,2907,1953,,,,,
,,,1282,2768,3459,4950,4578,4006,4500,,1282,2768,2744,669,,,,,
,,,4539,3168,4330,3166,4425,3645,4175,,8809,7438,2654,672,,,,,
,,,1146,1314,4643,3759,4287,3001,3349,,1146,1314,2369,3834,,,,,
,,,1042,1348,3526,3242,3667,4702,3773,,1042,1348,3357,1954,,,,,
,,,4202,2752,4049,4325,4393,3677,4231,,8472,2752,1164,233,,,,,
,,,4424,3210,3519,4436,4436,4832,4966,,8694,7480,2906,3831,,,,,
,,,761,2713,4071,4087,4202,4090,4311,,761,2713,987,233,,,,,
,,,3792,2218,3714,3199,4730,4458,4525,,8062,2218,1413,672,,,,,
,,,2363,162,4675,4789,4421,3608,3905,,2363,162,4216,1481,,,,,
,,,2819,1519,3568,4545,4287,4635,3437,,2819,1519,2598,3830,,,,,
,,,1817,2096,3704,3402,4293,3408,3631,,1817,2096,1600,2199,,,,,
,,,446,972,3304,3189,3467,3483,4011,,446,972,1598,671,,,,,
,,,1725,1748,3621,4515,3670,3331,3548,,1725,1748,3085,671,,,,,
,,,1283,1366,4682,4416,3317,4308,3437,,1283,1366,2599,3829,,,,,
,,,2363,615,3726,3872,3204,3025,4252,,2363,615,802,1482,,,,,
,,,753,2448,4655,3955,4118,3677,3211,,753,2448,3155,233,,,,,
,,,2156,1162,3680,4326,3054,4536,4821,,2156,1162,1600,3837,,,,,
,,,559,1418,3326,3871,3414,4835,3128,,559,1418,2552,1951,,,,,
,,,2363,204,4436,4436,4865,4447,4600,,2363,204,2907,1481,,,,,
,,,2483,3089,3729,4986,3729,3847,3464,,2483,7359,1015,233,,,,,
,,,2270,889,4338,3478,3396,3774,3792,,2270,889,2744,671,,,,,
,,,2550,101,3002,4028,4941,4132,4586,,2550,101,3051,233,,,,,
,,,725,2798,3526,4062,3299,4714,3598,,725,2798,3359,670,,,,,
,,,1042,562,4986,4986,4634,3723,3414,,1042,562,1014,1951,,,,,
,,,2841,2514,4422,3615,4914,3645,4795,,2841,2514,2744,669,,,,,
,,,1734,645,4216,4113,3467,4621,4704,,1734,645,2859,672,,,,,
,,,2363,1799,3391,4757,4214,4509,3673,,2363,1799,523,1481,,,,,
,,,3060,1362,4639,3103,4044,3967,4304,,7330,1362,2552,233,,,,,
,,,3674,1159,3118,4451,3082,4919,3375,,7944,1159,63,2200,,,,,
,,,110,1228,3113,3113,4796,3396,3646,,110,1228,1415,672,,,,,
,,,2363,2542,4399,4318,3103,4510,4049,,2363,2542,1261,1481,,,,,
,,,3856,3035,4255,3118,3035,3742,4536,,8126,7305,3058,3830,,,,,
,,,3340,3995,3995,4728,3995,4813,4648,,7610,8265,2386,670,,,,,
,,,546,1802,4429,3502,4547,3618,4981,,546,1802,203,2199,,,,,
,,,1709,656,3818,3048,4913,4424,3349,,1709,656,2235,3833,,,,,
,,,2363,104,4399,4318,3509,4085,3432,,2363,104,1261,1482,,,,,
,,,2077,1652,3386,4067,4975,4311,4010,,2077,1652,2494,233,,,,,
,,,4923,2915,3503,4583,3092,4797,4231,,9193,2915,1014,233,,,,,
,,,1772,1157,4693,4810,4293,4666,3414,,1772,1157,2817,1950,,,,,
,,,233,2448,4308,3955,4005,4581,4981,,233,2448,3155,2199,,,,,
,,,546,2448,3709,3955,4919,3825,4708,,546,2448,3155,2200,,,,,
,,,1874,2265,4576,3731,3218,4483,3043,,1874,2265,127,670,,,,,
,,,3082,628,3329,4789,3443,4480,3631,,7352,628,4215,2200,,,,,
,,,4730,2911,3995,4545,3332,3093,3338,,9000,2911,2386,671,,,,,
,,,3082,4789,3329,3443,3227,3408,3408,,7352,9059,4216,2199,,,,,
,,,2363,657,4357,3253,4195,4295,3340,,2363,657,183,1482,,,,,
,,,1871,1490,4553,3715,4553,4635,3856,,1871,1490,2841,3829,,,,,
,,,2363,2983,3122,3118,3798,4329,3218,,2363,2983,63,1482,,,,,
,,,488,1406,3412,4451,4357,4357,3253,,488,1406,63,183,,,,,
,,,3295,928,3463,3095,3095,4962,3054,,7565,928,999,3832,,,,,
,,,2567,3263,3263,3263,3656,4695,4281,,2567,7533,2816,233,,,,,
,,,385,2448,3335,3955,3561,3993,3014,,385,2448,3155,233,,,,,
,,,2786,3204,3027,3797,4668,3644,4287,,2786,7474,803,3831,,,,,
,,,2363,2254,4944,4282,4116,3825,3309,,2363,2254,274,1482,,,,,
,,,4480,361,4034,4907,3618,3408,3923,,8750,361,891,2200,,,,,
,,,675,1433,4840,4840,4086,4281,4090,,675,1433,892,233,,,,,
,,,3742,2448,4456,3955,4780,4888,3446,,8012,2448,3155,3831,,,,,
,,,3780,4280,4408,4727,3327,3331,3475,,8050,8550,2055,671,,,,,
,,,2467,3263,3263,3263,4486,4090,4566,,2467,7533,2816,233,,,,,
,,,1885,2812,4436,4436,4977,3807,3401,,1885,2812,2907,671,,,,,
,,,1032,660,4330,3648,4743,3408,3227,,1032,660,2654,2200,,,,,
,,,884,3872,4383,4381,4131,3130,4364,,884,8142,803,233,,,,,
,,,4536,451,4284,4956,4776,3446,3437,,8806,451,2805,3833,,,,,
,,,225,2452,3165,4113,3561,3967,4033,,225,2452,2858,233,,,,,
,,,277,3345,3526,3345,4401,3218,3034,,277,7615,3356,672,,,,,
,,,4340,1522,3690,3905,4623,4061,3464,,8610,1522,2744,233,,,,,
,,,976,4792,3027,4442,3115,4308,3295,,976,9062,802,3835,,,,,
,,,3993,17,3983,4822,4181,4332,3060,,8263,17,1685,233,,,,,
,,,1371,2250,3072,4042,3573,4455,4287,,1371,2250,63,3826,,,,,
,,,4821,2750,4359,4094,4947,3644,3418,,9091,2750,2436,3829,,,,,
,,,2363,661,3992,4045,3715,3939,4095,,2363,661,2840,1482,,,,,
,,,533,314,3796,4409,3796,4424,4962,,533,314,3119,3829,,,,,
,,,3340,3345,3345,3242,3254,3620,3744,,7610,7615,3353,670,,,,,
,,,2849,3814,3342,3386,3342,3579,4981,,2849,8084,2494,2200,,,,,
,,,456,9,4031,3197,4990,4635,3295,,456,9,2552,3824,,,,,
,,,976,993,4216,4113,4717,4455,3054,,976,993,2859,3833,,,,,
,,,1772,4523,3180,4523,4523,4538,4702,,1772,8793,1393,1952,,,,,
,,,23,3113,3113,3113,4933,3825,3631,,23,7383,1415,2200,,,,,
,,,233,4986,3577,4986,3729,4581,4155,,233,9256,1015,2200,,,,,
,,,4536,425,3621,3671,3685,3428,4580,,8806,425,3086,3833,,,,,
,,,2363,3614,4861,3615,4851,4869,3034,,2363,7884,2744,1481,,,,,
,,,2270,1132,4684,4225,3043,3853,4144,,2270,1132,16,672,,,,,
,,,3437,1087,4990,3871,3742,4159,3297,,7707,1087,2552,3830,,,,,
,,,2648,2774,3818,4103,3297,4580,4455,,2648,2774,2235,3832,,,,,
,,,1144,1705,4575,4841,4736,3133,4634,,1144,1705,2637,1952,,,,,
,,,1709,1311,3586,3104,3679,4580,4536,,1709,1311,4250,3833,,,,,
,,,3437,1408,3345,3242,3526,4455,3295,,7707,1408,3356,3836,,,,,
,,,2084,3226,3226,3284,4524,4462,3078,,2084,7496,2948,672,,,,,
,,,2363,869,3144,4191,3302,3992,3272,,2363,869,3086,1482,,,,,
,,,965,539,3995,4440,3730,4735,4486,,965,539,2385,671,,,,,
,,,3017,361,4034,4907,4840,4500,3300,,7287,361,892,670,,,,,
,,,3877,3371,4057,3949,3894,4538,3414,,8147,7641,172,1952,,,,,
,,,1283,1132,3809,4335,4424,4308,3054,,1283,1132,16,3832,,,,,
,,,2363,2218,3681,3024,4850,3659,4420,,2363,2218,1413,1481,,,,,
,,,86,1429,4530,4725,4200,4975,3996,,86,1429,191,233,,,,,
,,,1994,2963,3072,3072,4486,4530,4118,,1994,2963,63,673,,,,,
,,,1516,4807,3077,4030,4176,3421,4646,,1516,9077,2599,669,,,,,
,,,1030,4372,4438,4066,3425,4483,4678,,1030,8642,2653,672,,,,,
,,,4634,1132,3608,4962,3667,3970,3111,,8904,1132,16,1952,,,,,
,,,976,2305,3608,3764,4536,3742,4776,,976,2305,2744,3833,,,,,
,,,1102,280,4399,4318,4522,4952,3922,,1102,280,1261,671,,,,,
,,,1371,1165,3441,4357,3297,4308,3446,,1371,1165,183,3827,,,,,
,,,859,2448,3925,3955,3295,4635,3418,,859,2448,3155,3830,,,,,
,,,1072,4767,4767,3359,4376,3437,3349,,1072,9037,2494,3829,,,,,
,,,2363,4151,3442,3753,4019,3798,3083,,2363,8421,392,1482,,,,,
,,,1291,4576,3474,4470,4878,4426,4962,,1291,8846,2598,3829,,,,,
,,,1189,1886,4139,4917,4833,3446,3349,,1189,1886,2042,3831,,,,,
,,,2819,2898,3608,4058,3054,3742,3446,,2819,2898,2744,3835,,,,,
,,,2363,1200,3165,4113,4200,3463,3498,,2363,1200,2858,1482,,,,,
,,,731,863,3271,4845,3193,3970,3414,,731,863,3085,1951,,,,,
,,,4424,2973,4384,4384,4426,4424,4776,,8694,2973,2249,3833,,,,,
,,,2748,4733,4022,4375,3679,3218,3338,,2748,9003,4250,672,,,,,
,,,533,979,3165,4113,4426,3001,4424,,533,979,2859,3828,,,,,
,,,3507,2963,4532,3118,4867,4497,3164,,7777,2963,63,669,,,,,
,,,4740,2537,3641,3513,3963,3254,3340,,9010,2537,2142,670,,,,,
,,,1673,2054,3075,3075,3509,4902,4304,,1673,2054,2796,233,,,,,
,,,2855,1857,4389,5000,4933,3001,3446,,2855,1857,1415,3832,,,,,
,,,3780,2218,3327,4569,4987,4425,4620,,8050,2218,1413,673,,,,,
,,,4293,2888,3318,3318,3379,4314,4480,,8563,2888,4270,2200,,,,,
,,,4726,117,3126,3004,4712,3869,4008,,8996,117,1795,671,,,,,
,,,1146,342,4879,3459,3910,4717,4776,,1146,342,2744,3824,,,,,
,,,3856,562,4986,4583,3503,4635,4821,,8126,562,1014,3825,,,,,
,,,3856,1140,4639,3103,4776,4580,4580,,8126,1140,2552,3827,,,,,
,,,1785,748,4946,4909,3080,4799,3421,,1785,748,2744,671,,,,,
,,,2363,1003,4057,3949,4057,3474,3910,,2363,1003,172,1481,,,,,
,,,450,1481,3345,3524,4708,3579,4480,,450,1481,3355,2199,,,,,
,,,2363,3450,4246,3983,4420,3741,4045,,2363,7720,1685,1481,,,,,
,,,2363,1652,3143,4376,4823,3143,4571,,2363,1652,2494,1482,,,,,
,,,2097,539,3995,4502,3995,3418,3856,,2097,539,2385,3830,,,,,
,,,1982,2280,3488,3895,3020,3998,3886,,1982,2280,2369,234,,,,,
,,,2363,3729,4233,4986,4214,3111,4943,,2363,7999,1015,1481,,,,,
,,,3141,1575,4344,4616,4072,3133,3667,,7411,1575,2841,1952,,,,,
,,,1209,104,4399,4318,4759,3437,4580,,1209,104,1261,3826,,,,,
,,,3644,1826,3451,4687,4717,3742,3828,,7914,1826,63,3823,,,,,
,,,1032,3754,4024,4721,3082,3618,3227,,1032,8024,1164,2199,,,,,
,,,1752,2914,4022,4831,4832,4426,3054,,1752,2914,4250,3833,,,,,
,,,1146,2252,4783,3671,4536,4832,4287,,1146,2252,3085,3828,,,,,
,,,2559,3455,3634,3103,4567,4847,4799,,2559,7725,2552,668,,,,,
,,,2363,1363,4214,3391,4214,3133,4153,,2363,1363,524,1482,,,,,
,,,3378,4738,4643,4482,3199,3199,4799,,7648,9008,2369,671,,,,,
,,,4097,2280,3274,4037,3759,3446,3742,,8367,2280,2369,3824,,,,,
,,,4889,3671,4204,4465,3302,4684,3298,,9159,7941,3086,670,,,,,
,,,3674,1023,4113,4113,4113,4314,3631,,7944,1023,2858,2199,,,,,
,,,3777,141,3084,3658,4428,4890,3128,,8047,141,3002,1951,,,,,
,,,4232,1066,3002,4028,4028,3723,3128,,8502,1066,3051,1953,,,,,
,,,1283,664,3173,4764,3295,4455,3054,,1283,664,2744,3824,,,,,
,,,3856,2911,3995,3607,3995,4580,3446,,8126,2911,2386,3825,,,,,
,,,307,3035,3308,3179,3169,4797,3092,,307,7305,3058,233,,,,,
,,,2363,2265,4587,3600,4247,3421,3544,,2363,2265,126,1481,,,,,
,,,1709,2807,4350,3468,3890,4580,4962,,1709,2807,392,3835,,,,,
,,,2304,4399,4399,4318,4138,3784,4236,,2304,8669,1261,673,,,,,
,,,4536,948,4363,3414,4206,4159,4821,,8806,948,1693,3830,,,,,
,,,386,1071,3004,3004,3743,4426,4580,,386,1071,1796,3824,,,,,
,,,2363,999,4562,3614,3661,4740,4685,,2363,999,2744,1481,,,,,
,,,1189,355,3075,3075,3075,3742,3054,,1189,355,2796,3825,,,,,
,,,1874,4858,4926,4004,4707,3372,3703,,1874,9128,3067,669,,,,,
,,,2336,119,3690,3432,4852,3644,4966,,2336,119,2744,3829,,,,,
,,,2363,206,3177,3033,4234,3364,4003,,2363,206,2744,1482,,,,,
,,,3299,1429,3361,3728,3579,4799,4648,,7569,1429,191,671,,,,,
,,,2298,94,3250,3980,3890,4181,3092,,2298,94,390,233,,,,,
,,,1209,1643,4216,4113,4113,3001,4962,,1209,1643,2858,3825,,,,,
,,,3696,4188,4860,4826,3334,4176,3228,,7966,8458,2599,672,,,,,
,,,4730,1199,3143,3386,3477,4932,3300,,9000,1199,2494,672,,,,,
,,,838,251,3690,4816,3252,3034,3598,,838,251,2744,669,,,,,
,,,4499,3223,4228,4183,3679,3130,3501,,8769,7493,4250,234,,,,,
,,,2648,3182,4175,3182,3392,4287,4455,,2648,7452,2044,3827,,,,,
,,,4586,1429,4391,3508,4572,4309,4586,,8856,1429,191,233,,,,,
,,,1709,736,3075,3075,3075,4832,3054,,1709,736,2796,3827,,,,,
,,,3437,2798,3526,3242,4888,4888,4536,,7707,2798,3353,3831,,,,,
,,,2918,1401,4268,3839,4969,4311,3464,,2918,1401,2488,233,,,,,
,,,3437,4837,4325,3086,3458,4580,3446,,7707,9107,1164,3828,,,,,
,,,2185,1731,4043,3104,4602,3807,4138,,2185,1731,4250,674,,,,,
,,,2577,727,3935,3430,3430,3475,4500,,2577,727,393,669,,,,,
,,,1449,3263,3263,3263,4138,4537,3338,,1449,7533,2816,672,,,,,
,,,2360,1952,3104,3104,3777,3133,4535,,2360,1952,4250,1952,,,,,
,,,2363,2614,4958,3759,4838,3926,4187,,2363,2614,2369,1482,,,,,
,,,557,2478,3274,3272,3272,4799,3218,,557,2478,2369,671,,,,,
,,,3332,4970,4422,3549,3080,4803,4892,,7602,9240,2743,671,,,,,
,,,4237,3,4841,4248,4198,3682,3756,,8507,3,2636,670,,,,,
,,,456,2911,3995,4457,3995,4832,3418,,456,2911,2386,3822,,,,,
,,,4632,2025,3126,3397,3397,4797,4231,,8902,2025,1795,233,,,,,
,,,613,4273,3140,3367,3956,4897,3396,,613,8543,1600,672,,,,,
,,,1241,162,4675,3443,3443,3186,3101,,1241,162,4215,671,,,,,
,,,2245,219,3463,3514,3095,3706,3228,,2245,219,999,670,,,,,
,,,2363,2876,3143,4067,3342,3933,4533,,2363,2876,2494,1481,,,,,
,,,2194,788,3983,3983,4822,3807,3744,,2194,788,1685,673,,,,,
,,,2363,1071,3004,3397,4843,3506,3629,,2363,1071,1794,1482,,,,,
,,,2363,381,3814,3359,3342,3987,3287,,2363,381,2494,1481,,,,,
,,,2363,2265,3745,4130,4623,3259,4457,,2363,2265,127,1482,,,,,
,,,1004,3180,3750,4035,3865,3575,3994,,1004,7450,3200,233,,,,,
,,,2434,2448,4141,3955,4279,4294,4008,,2434,2448,3155,670,,,,,
,,,1817,2656,4958,3895,3579,4480,4155,,1817,2656,2369,2199,,,,,
,,,4097,261,3196,4257,4424,3446,3446,,8367,261,1600,3826,,,,,
,,,685,2578,3669,4381,3663,4847,3101,,685,2578,802,671,,,,,
,,,931,1083,3250,3442,3753,3646,4808,,931,1083,393,670,,,,,
,,,533,3570,3941,4699,3837,4580,3856,,533,7840,1599,3830,,,,,
,,,2436,1408,3526,3345,4957,4536,4580,,2436,1408,3358,3829,,,,,
,,,666,4562,3562,4338,4156,4536,4536,,666,8832,2744,3827,,,,,
,,,2363,3106,3309,3805,4689,4261,3122,,2363,7376,1410,1482,,,,,
,,,4810,2218,3412,4936,3252,3784,3228,,9080,2218,1413,668,,,,,
,,,1284,1927,3513,3513,4678,3537,4222,,1284,1927,2142,670,,,,,
,,,2077,2512,4196,3239,3346,3351,4566,,2077,2512,1296,233,,,,,
,,,1576,1615,3729,4583,3729,3482,3885,,1576,1615,1015,672,,,,,
,,,3674,4757,4757,3391,4214,4480,3631,,7944,9027,523,2199,,,,,
,,,4797,3126,3004,3126,4272,3581,4311,,9067,7396,1795,233,,,,,
,,,1672,1342,3665,4908,4366,3441,4357,,1672,1342,4266,183,,,,,
,,,2418,766,3385,3992,3848,4674,3228,,2418,766,2841,672,,,,,
,,,901,3829,4299,3732,4556,3377,3034,,901,8099,2112,670,,,,,
,,,2149,126,3971,4056,3412,3428,4962,,2149,126,63,3829,,,,,
,,,1189,4960,4069,4960,3912,4580,4580,,1189,9230,35,3828,,,,,
,,,456,3145,3145,3129,4536,4455,4962,,456,7415,2257,3832,,,,,
,,,4480,1490,4344,4443,3375,3825,3631,,8750,1490,2841,2200,,,,,
,,,2426,4554,4575,4489,4727,4635,3297,,2426,8824,2636,3828,,,,,
,,,306,3263,3263,3263,4363,4795,3267,,306,7533,2816,669,,,,,
,,,546,2499,4878,4642,4293,4581,3408,,546,2499,2598,2200,,,,,
,,,2363,899,4396,4489,4248,3586,4520,,2363,899,2636,1481,,,,,
,,,2097,637,3526,3157,4776,4832,3418,,2097,637,3357,3827,,,,,
,,,1189,4044,3103,3103,4031,4287,3418,,1189,8314,2552,3819,,,,,
,,,2363,77,3669,3858,4448,4473,3289,,2363,77,802,1481,,,,,
,,,2363,2798,3526,3524,4957,4370,3781,,2363,2798,3356,1482,,,,,
,,,632,2265,4401,3885,3125,4355,4281,,632,2265,127,233,,,,,
,,,151,524,3021,4884,3021,3846,3640,,151,524,1600,669,,,,,
,,,2360,3753,3435,3980,3262,4388,4634,,2360,8023,390,1951,,,,,
,,,1371,2987,4878,3945,4303,4455,3828,,1371,2987,2599,3829,,,,,
,,,2866,2658,4495,3686,4053,3428,3856,,2866,2658,2080,3831,,,,,
,,,2363,4511,4511,4698,4511,3254,3570,,2363,8781,1226,1482,,,,,
,,,1449,4854,3435,3468,3332,3512,3045,,1449,9124,392,671,,,,,
,,,2434,55,4352,4694,3649,3252,3050,,2434,55,1164,671,,,,,
,,,2852,1468,3072,4654,3743,3437,4455,,2852,1468,63,3833,,,,,
,,,2363,2079,3726,3858,4938,4947,4764,,2363,2079,802,1481,,,,,
,,,3877,2812,4517,3519,3141,3111,4921,,8147,2812,2907,1953,,,,,
,,,1219,2179,3921,3692,3573,4635,3297,,1219,2179,1685,3825,,,,,
,,,1709,948,3673,3890,4563,4426,3054,,1709,948,1692,3819,,,,,
,,,3742,1481,3345,3242,4635,3644,4536,,8012,1481,3357,3832,,,,,
,,,2363,1543,4443,4045,4156,3366,4166,,2363,1543,2840,1481,,,,,
,,,774,2488,4384,4384,3297,4159,3418,,774,2488,2249,3833,,,,,
,,,3877,579,3106,3106,3667,4702,4829,,8147,579,1410,1952,,,,,
,,,4033,2484,4987,3918,3014,4090,3060,,8303,2484,2744,233,,,,,
,,,613,638,4015,4770,3666,4036,3257,,613,638,3200,670,,,,,
,,,2360,2371,3319,3900,4415,4229,4535,,2360,2371,1599,1953,,,,,
,,,225,3689,3989,3896,3608,4311,3092,,225,7959,2744,233,,,,,
,,,2852,836,3329,3443,3443,3446,3297,,2852,836,4215,3828,,,,,
,,,2156,2025,3004,3397,3397,4832,3751,,2156,2025,1795,3827,,,,,
,,,3340,2667,3995,3520,4461,4558,3043,,7610,2667,2386,671,,,,,
,,,4564,2448,4947,3955,4181,3741,3807,,8834,2448,3155,667,,,,,
,,,3769,1925,3692,4822,3347,4455,3054,,8039,1925,1685,3830,,,,,
,,,4931,3182,3945,3182,3392,3224,3920,,9201,7452,2045,671,,,,,
,,,3861,3345,3345,3157,4601,3308,4656,,8131,7615,3355,670,,,,,
,,,1046,2265,4195,4788,3503,3509,3636,,1046,2265,127,233,,,,,
,,,2363,1408,4170,3345,4957,3921,3217,,2363,1408,3355,1481,,,,,
,,,430,2074,3526,3242,3308,4401,4697,,430,2074,3356,673,,,,,
,,,284,4092,4671,3991,3744,3889,3943,,284,8362,1598,672,,,,,
,,,2363,2063,3634,4591,4453,3527,4924,,2363,2063,2552,1482,,,,,
,,,3723,431,4389,4158,4634,4890,4829,,7993,431,2683,1952,,,,,
,,,2363,748,3632,3322,4015,4635,4315,,2363,748,2744,1481,,,,,
,,,4646,1055,3587,3060,4066,3331,4963,,8916,1055,1296,671,,,,,
,,,2436,2448,3137,3955,4030,4455,3295,,2436,2448,3155,3834,,,,,
,,,76,3226,3226,3226,4524,4424,4966,,76,7496,2948,3833,,,,,
,,,2298,2494,4607,4183,3509,4332,4033,,2298,2494,2678,233,,,,,
,,,4193,1408,3345,3157,3743,3742,3418,,8463,1408,3355,3829,,,,,
,,,2363,431,4250,4158,4472,3967,3649,,2363,431,2683,1482,,,,,
,,,1212,238,3506,4701,4942,4847,3580,,1212,238,3057,671,,,,,
,,,1659,3643,3104,4375,3321,4215,4621,,1659,7913,4250,669,,,,,
,,,3254,2104,4128,4128,4128,4125,3381,,7524,2104,1741,672,,,,,
,,,4581,948,4168,4697,4293,4480,3631,,8851,948,1693,2199,,,,,
,,,456,608,4354,4165,3295,3446,3437,,456,608,2177,3828,,,,,
,,,2235,2054,3075,3075,4574,4180,4741,,2235,2054,2796,670,,,,,
,,,3295,3293,3156,4004,4289,4962,4821,,7565,7563,3067,3824,,,,,
,,,4193,4429,4429,3288,3103,4455,4287,,8463,8699,203,3825,,,,,
,,,3954,4290,3468,3753,4363,4215,4217,,8224,8560,392,670,,,,,
,,,3316,653,3921,4822,3888,4901,3017,,7586,653,1685,672,,,,,
,,,3079,355,3075,3075,3537,4368,3469,,7349,355,2796,671,,,,,
,,,851,1828,4383,4463,4050,3675,3381,,851,1828,802,671,,,,,
