Port Key,Address Key,Port Name,Port Type,Port Size,Phone,Fax,800 Number,UN/LOCODE,Email,Website
677,3678,"""Qingpu""",,,,,,,,
678,3679,"""Qingxi""",,,,,,,,
679,3680,"""Qingyuan""",,,,,,"""CNQYN""",,
680,3681,"""Qinhuangdao""","""Harbor""","""Small""","""86 335 309 3222""","""86 335 341 5467""",,,,
681,3682,"""Quanzhou""","""River Port""","""Small""","""86 595 2258 2725""","""86 595 2258 2725""",,,,
682,3683,"""Ranlishan""",,,,,,,,
683,3684,"""Rizhao""","""Seaport""","""Medium""","""86 633 838 2954""","""86 633 833 8955""",,,,"""www.rzport.com"""
684,3685,"""Rongcheng""",,,,,,,,
685,3686,"""Rongqi""","""River Port""","""Medium""",,,,,,
686,3687,"""Ruili""",,,,,,,,
687,3688,"""Saiqi""",,,,,,,,
688,3689,"""Sanbing""",,,,,,,,
689,3690,"""Sanshan""",,,,,,,,
690,3691,"""Sanshui""",,,,,,"""CNSJQ""",,
691,3692,"""Sanya""","""Seaport""","""Small""","""86 899 827 4031""","""86 899 827 4153""",,,,
692,3693,"""Shahezi""",,,,,,,,
693,3694,"""Shanghai""","""Seaport""","""Very Large""","""+8621 55333388""","""+8621 63217936""",,"""CNSHA""","""contact@portshanghai.com.cn""","""www.portshanghai.com.cn"""
694,3695,"""Shantou""","""Seaport""","""Medium""","""86 754 893 2345""","""86 754 885 0425""",,,,
695,3696,"""Shanwei""","""Harbor""","""Small""","""86 660 323 8777""","""86 660 333 8393""",,,,
696,3697,"""Shaoxing""",,,,,,,,
697,3698,"""Shashi""",,,,,,,,
698,3699,"""Shatian""",,,,,,"""CNSIN""",,
699,3700,"""Shekou""","""Seaport""","""Large""","""86 755 2669 1135""","""86 755 2668 5859""",,,,
700,3701,"""Shenwan""",,,,,,"""CNSNW""",,
701,3702,"""Shenyang""",,,,,,,,
702,3703,"""Shenzhen""",,,,,,,,
703,3704,"""Sheyang""",,,,,,,,
704,3705,"""Shidao""",,,,,,,,
705,3706,"""Shipu""",,,,,,,,
706,3707,"""Shiqiao""",,,,,,"""CNPNY""",,
707,3708,"""Shui Dong""",,,,,,,,
708,3709,"""Shunde""",,,,,,,,
709,3710,"""Sian""",,,,,,,,
710,3711,"""Simao""",,,,,,,,
711,3712,"""Siping""",,,,,,,,
712,3713,"""Songjiang""","""River Port""","""Small""",,,,,,
713,3714,"""Suzhou""","""Harbor""","""Small""",,,,,,
714,3715,"""Taian""",,,,,,,,
715,3716,"""Taichang""","""Pier, Jetty or Wharf""","""Small""",,,,,,
716,3717,"""Taiping""","""Harbor""","""Small""",,,,"""CNTAP""",,
717,3718,"""Taixing""",,,,,,,,
718,3719,"""Taiyuan""",,,,,,,,
719,3720,"""Taizhou""",,,,,,"""CNTZO""",,
720,3721,"""Tanggu""",,,,,,,,
721,3722,"""Tangshan""","""Harbor""","""Small""","""86 315 291 4059""","""86 315 291 4287""",,,,
722,3723,"""Tianjin""","""Seaport""","""Large""","""86 22 2570 5239""","""86 22 2570 9747""",,"""CNTSN""","""wsc@tianjinport.ptacn.com""","""www.ptacn.com"""
723,3724,"""Tianzhen""",,,,,,,,
724,3725,"""Tieling""",,,,,,,,
725,3726,"""Tongjiang""","""River Port""","""Very Small""","""86 454 292 2154""",,,,,
726,3727,"""Tongling""",,,,,,,,
727,3728,"""Tongshan""",,,,,,,,
728,3729,"""Wanding""",,,,,,,,
729,3730,"""Wanxian""",,,,,,,,
730,3731,"""Wanzai""",,,,,,"""CNWAZ""",,
731,3732,"""Weihai""",,,,,,"""CNWEI""",,
732,3733,"""Weitang""",,,,,,,,
733,3734,"""Weitou""",,,,,,,,
734,3735,"""Weizhou Marine Terminal""",,,,,,,,
735,3736,"""Wenzhou""","""Ferry""","""Medium""","""86 577 8819 2999""","""86 577 8818 6775""",,"""CNWNZ""","""office@wzport.com""","""www.wzport.com"""
736,3737,"""Wuhan""","""River Port""","""Medium""","""86-27-82824776""",,,"""CNWUH""","""jtb@wuhanport.com""","""www.wuhanport.com"""
737,3738,"""Wuhu""","""River Port""","""Medium""","""86 553 383 9153""","""86 553 381 1064""",,,,
738,3739,"""Wutong""",,,,,,,,
739,3740,"""Wuxi""",,,,,,,,
740,3741,"""Wuxue""",,,,,,,,
741,3742,"""Wuzhou""","""River Port""","""Medium""",,,,,,
742,3743,"""Xiahai""",,,,,,,,
743,3744,"""Xialong""",,,,,,,,
744,3745,"""Xiamen""","""Seaport""","""Medium""","""86 592 561 4889""","""86 592 561 2682""",,"""CNXMN""","""xpgco@public.xm.fj.cn""","""www.portxiamen.com.cn"""
745,3746,"""Xian""",,,,,,,,
746,3747,"""Xiangtan""",,,,,,,,
747,3748,"""Xianyang""",,,,,,,,
748,3749,"""Xiaogan""",,,,,,,,
749,3750,"""Xiaolan""",,,,,,"""CNXIL""",,
750,3751,"""Xiaopu""",,,,,,,,
751,3752,"""Xiaoshan""","""River Port""","""Small""",,,,,,
752,3753,"""Xiashi""",,,,,,,,
753,3754,"""Xidi""",,,,,,,,
754,3755,"""Xijiang Marine Terminal""",,,,,,,,
755,3756,"""Xinfeng""",,,,,,"""CNXAB""",,
756,3757,"""Xingang""",,,,,,"""CNXGG""",,
757,3758,"""Xinghua""",,,,,,,,
758,3759,"""Xingyi""",,,,,,,,
759,3760,"""Xinhui""",,,,,,,,
760,3761,"""Xinxiang""",,,,,,,,
761,3762,"""Xiuyu""",,,,,,,,
762,3763,"""Xuzhou""","""River Port""","""Small""",,,,,,
763,3764,"""Yangjiang""",,,,,,,,
764,3765,"""Yangpu""","""Seaport""","""Small""","""86 890 882 2292""","""86 890 882 2292""",,,,
765,3766,"""Yangshan""",,,,,,"""CNYAN""",,
766,3767,"""Yangzhou""","""Seaport""","""Small""",,,,,,"""www.yangzhou.gov.cn"""
767,3768,"""Yantai""","""Seaport""","""Medium""","""86 535 674 2134""","""86 535 624 1892""",,"""CNYTG""","""ytport@yantaiport.com.cn""","""www.yantaiport.com.cn"""
768,3769,"""Yantian""","""Seaport""","""Large""","""86 755 8379 7111""","""86 755 8379 7138""",,,,"""www.yantian-port.com"""
769,3770,"""Yibin""",,,,,,,,
770,3771,"""Yichang""","""River Port""","""Small""",,,,"""CNYIC""",,
771,3772,"""Yingkou""","""Seaport""","""Small""","""86 417 625 1778""","""86 417 625 1523""",,,,
772,3773,"""Yining""",,,,,,,,
773,3774,"""Yiyang""",,,,,,,,
774,3775,"""Yizheng""",,,,,,,,
775,3776,"""Yuanjiang""",,,,,,,,
776,3777,"""Yunfu""",,,,,,"""CNYNF""",,
777,3778,"""Zaozhuang""",,,,,,,,
778,3779,"""Zhangjiagang""","""Seaport""","""Medium""","""86 512 5833 1701""","""86 512 5833 2473""",,"""CNZJG""",,
779,3780,"""Zhangwan""",,,,,,,,
780,3781,"""Zhangzhou""","""Seaport""","""Small""","""86 596 203 3980""",,,,,
781,3782,"""Zhanjiang""","""Seaport""","""Medium""","""86 759 225 5516""","""86 759 228 0814""",,,"""zjport@163.net""","""www.zjport.com"""
782,3783,"""Zhaoqing""","""River Port""","""Small""",,,,,,
783,3784,"""Zhapu""","""Seaport""","""Small""","""86 573 552 2035""","""86 573 552 2035""",,,,
784,3785,"""Zhengzhou""",,,,,,,,
785,3786,"""Zhenjiang""","""River Port""","""Small""","""86 511 527 4892""","""86 511 257 7837""",,,,
786,3787,"""Zhicheng""",,,,,,,,
787,3788,"""Zhongshan""",,,,,,,,
788,3789,"""Zhoushan""","""Seaport""","""Small""","""86 580 206 7222""","""86 580 206 7224""",,,,"""www.zsport.com.cn"""
789,3790,"""Zhuhai""","""Seaport""","""Small""","""86-0756-7268118""","""86-756-7268789""",,,"""zhhiz@zhhiz.cn""","""www.zhuhai-port.com"""
790,3791,"""Zhuji""",,,,,,,,
791,3792,"""Zhuozhou""",,,,,,,,
792,3793,"""Zhuzhou""",,,,,,,,
793,3794,"""Christmas Island""","""Seaport""","""Small""","""8 9164 8434""","""8 9164 8435""",,,"""westernci@pulau.cx""",
794,3795,"""Barranquilla""","""Seaport""","""Medium""","""57-5-344-5417""","""57-5-344-6814""",,"""COBAQ""","""fdiago@spdelnorte.com""","""www.spdelnorte.com"""
795,3796,"""Buenaventura""","""Pier, Jetty or Wharf""","""Medium""","""691 43 48""","""691 43 52""",,"""COBUN""","""matildec@sprbun.com""","""www.puertobuenaventura.com"""
796,3797,"""Cartagena""","""Seaport""","""Large""","""(57) (5) 6608071""","""(57) (5) 6502239""",,"""ESCAR""",,"""www.sprc.com.co"""
797,3798,"""Covenas""",,,,,,,,
798,3799,"""Mamonal""",,,,,,,,
799,3800,"""Muelles El Bosque""",,,,,,,,
800,3801,"""Pozos Colorados""","""Off-Shore Terminal""","""Very Small""",,,,,,
801,3802,"""Puerto Bolivar""","""Seaport""","""Small""",,,,"""ECPBO""",,"""www.navescolombia.com"""
802,3803,"""Puerto Colombia""",,,,,,,,
803,3804,"""Puerto Prodeco""",,,,,,,,
804,3805,"""San Andres Island""","""Harbor""","""Small""",,,,,,
805,3806,"""Santa Marta""","""Harbor""","""Small""","""57-5-4211311""","""57-5-4212161""",,"""COSMR""",,"""www.spsm.com.co"""
806,3807,"""Tolu""","""Pier, Jetty or Wharf""","""Small""",,,,,,"""www.navescolombia.com"""
807,3808,"""Tumaco""","""Seaport""","""Very Small""","""57 27 272484""","""57 272425""",,"""COTCO""",,"""www.navescolombia.com"""
808,3809,"""Turbo""","""Seaport""","""Small""",,,,,,"""www.navescolombia.com"""
809,3810,"""Dzaoudzi""",,,,,,,,
810,3811,"""Fomboni""",,,,,,,,
811,3812,"""Mayotte""",,,,,,,,
812,3813,"""Moroni""",,,,,,"""KMYVA""",,
813,3814,"""Mutsamudu""",,,,,,,,
814,3815,"""Avatiu""",,,,,,,,
815,3816,"""Caldera""","""Seaport""","""Medium""","""506 634 4169""","""506 634 4137""",,"""CRCAL""",,"""www.spcaldera.com"""
816,3817,"""Golfito""","""Pier, Jetty or Wharf""","""Small""","""506 775 0097""","""506 775 0097""",,"""CRGLF""",,
817,3818,"""Golfo Dulce""",,,,,,,,
818,3819,"""Puerto Limon""",,,,,,"""CRLIO""",,
819,3820,"""Puntarenas""","""Harbor""","""Small""","""506 225687""",,,"""CRPAS""",,
820,3821,"""Quepos""",,,,,,,,
821,3822,"""Bakar""",,,,,,,,
822,3823,"""Dubrovnik""","""Seaport""","""Small""","""385 20 313-333""","""385 20 418-551""",,"""HRDBV""","""padubrovnik@portdubrovnik.hr""","""www.portdubrovnik.hr"""
823,3824,"""Dugi Rat""","""Harbor""","""Small""","""385 21 861025""",,,,,
824,3825,"""Hvar""","""Harbor""","""Small""","""385 21 741007""","""385 21 742099""",,,,
825,3826,"""Korcula""","""Harbor""","""Small""","""385 20 711178""",,,,,
826,3827,"""Mali Losinj""",,,,,,,,
827,3828,"""Metkovic""","""River Port""","""Very Small""",,,,,,
828,3829,"""Omisalj""","""Seaport""","""Medium""",,,,,,
829,3830,"""Ploce""","""Seaport""","""Small""","""385 20 603 281""","""385 20 670 271""",,"""HRPLE""","""lucka-uprava-ploce1@du.t-com.hr""","""www.port-authority-ploce.hr"""
830,3831,"""Plomin""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
831,3832,"""Pula""","""Seaport""","""Small""","""385 52 383 160""","""385 52 383 162""",,,"""info@luckauprava-pula.hr""","""www.luckauprava-pula.hr"""
832,3833,"""Rasa""","""Pier, Jetty or Wharf""","""Very Small""","""875127""",,,,,"""www.jadroagent.hr/rasa.htm"""
833,3834,"""Rijeka Bakar""","""Seaport""","""Medium""","""385 51 351 111""",,,,"""rijeka.gateway@portauthority.hr""","""www.portauthority.hr"""
834,3835,"""Rovinj""","""Harbor""","""Small""",,,,,,
835,3836,"""Senj""","""Harbor""","""Small""",,,,,,
836,3837,"""Sibenik""","""Seaport""","""Small""","""385 22 218 001""","""385 22 200 362""",,,"""info@portauthority-sibenik.hr""","""www.portauthority-sibenik.hr"""
837,3838,"""Split""","""Seaport""","""Medium""","""385 21 390 222""","""385 21 390 239""",,"""HRSPU""","""lucka-uprava-split@st.htnet.hr""","""www.portsplit.com"""
838,3839,"""Zadar""","""Seaport""","""Small""","""385 23 201 201""","""385 23 201 222""",,,"""lucka.uprava.zadar@zd.htnet.hr""","""www.port-authority-zadar.hr"""
839,3840,"""Antilla""","""Harbor""","""Small""",,,,,,
840,3841,"""Bahia Honda""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
841,3842,"""Banes""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
842,3843,"""Baracoa""","""Harbor""","""Small""",,,,,,
843,3844,"""Boca Grande""",,,,,,,,
844,3845,"""Boqueron""",,,,,,,,
845,3846,"""Cabanas""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
846,3847,"""Caibarien""","""Pier, Jetty or Wharf""","""Small""",,,,,,
847,3848,"""Cardenas""","""Pier, Jetty or Wharf""","""Small""",,,,,,
848,3849,"""Casilda""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
849,3850,"""Ceiba Hueca""",,,,,,,,
850,3851,"""Cienfuegos""","""Seaport""","""Medium""",,,,,,
851,3852,"""Guantanamo""",,,,,,,,
852,3853,"""Guayabal""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
853,3854,"""Havana""",,,,,,,,
854,3855,"""Isabela""",,,,,,,,
855,3856,"""Jucaro""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
856,3857,"""Manati""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
857,3858,"""Manzanillo""","""Pier, Jetty or Wharf""","""Small""",,,,"""PAMIT""",,
858,3859,"""Mariel""","""Harbor""","""Small""",,,,"""CUMAR""",,
859,3860,"""Matanzas""","""Harbor""","""Small""",,,,"""VEMTV""",,
860,3861,"""Media Luna""",,,,,,,,
861,3862,"""Moa""","""Seaport""","""Small""",,,,,,
862,3863,"""Nicaro""","""Seaport""","""Small""",,,,,,
863,3864,"""Niquero""",,,,,,,,
864,3865,"""Nueva Gerona""","""Seaport""","""Small""",,,,,,
865,3866,"""Nuevitas""","""Pier, Jetty or Wharf""","""Small""",,,,,,
866,3867,"""Palo Alto""",,,,,,,,
867,3868,"""Preston""",,,,,,"""GBPRE""",,
868,3869,"""Puerto Padre""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
869,3870,"""Puerto Tarafa""",,,,,,,,
870,3871,"""Punta Gorda""",,,,,,,,
871,3872,"""Santa Cruz del Sur""","""Harbor""","""Small""",,,,,,
872,3873,"""Santa Lucia""",,,,,,,,
873,3874,"""Santiago""",,,,,,,,
874,3875,"""Tanamo""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
875,3876,"""Tunas de Zaza""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
876,3877,"""Vita""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
877,3878,"""Willemstad""",,,,,,"""ANWIL""",,
878,3879,"""Famagusta""","""Seaport""","""Small""","""90 392 365 4388""",,,,,
879,3880,"""Kalecik""",,,,,,,,
880,3881,"""Karavostassi""",,,,,,,,
881,3882,"""Kyrenia""",,,,,,,,
882,3883,"""Larnaca""","""Harbor""","""Small""","""357 22817200""","""357 22765420""",,,"""cpa@cpa.gov.cy""","""www.cpa.gov.cy"""
883,3884,"""Latchi""",,,,,,,,
884,3885,"""Limassol""","""Seaport""","""Medium""","""357 22817200""","""357 22765420""",,"""CYLMS""","""cpa@cpa.gov.cy""","""www.cpa.gov.cy"""
885,3886,"""Teknecik""",,,,,,,,
886,3887,"""Vassiliko""",,,,,,,,
887,3888,"""Prague""",,,,,,,,
888,3889,"""Rudna""",,,,,,,,
889,3890,"""Banana""","""Pier, Jetty or Wharf""","""Small""","""243 1 522 4761""","""243 1 522 2892""",,,,
890,3891,"""Boma""","""Seaport""","""Small""",,,,"""CDBOA""",,
891,3892,"""Matadi""","""River Port""","""Small""","""243 1 522 4761""","""243 1 522 2892""",,"""CDMAT""",,
892,3893,"""Aabenraa""","""Seaport""","""Small""","""45 74 62 25 14""","""45 74 62 31 43""",,,"""port@aabenraaport.dk""","""www.aabenraaport.dk"""
893,3894,"""Aalborg""","""River Port""","""Medium""","""45 99 30 15 00""","""45 99 30 15 15""",,"""DKAAL""","""info@aalborghavn.dk""","""www.aalborghavn.dk"""
894,3895,"""Aarhus""",,,,,,"""DKAAR""",,
895,3896,"""Aeroskobing""",,,,,,,,
896,3897,"""Allinge""","""Harbor""","""Small""","""45 56 48 00 75""",,,,,
897,3898,"""Asnaes""","""Harbor""","""Small""","""45 64 71 31 65""","""45 64 71 31 54""",,,,
898,3899,"""Asnaesvaerkets Havn""",,,,,,,,
899,3900,"""Bandholm""",,,,,,,,
900,3901,"""Bogense""",,,,,,,,
901,3902,"""Brabrand""",,,,,,,,
902,3903,"""Brondby""",,,,,,,,
903,3904,"""Copenhagen""",,,,,,,,
904,3905,"""Dania""",,,,,,,,
905,3906,"""Ebeltoft""","""Harbor""","""Small""","""45 86 34 31 24""",,,,,
906,3907,"""Elsinore""","""Harbor""","""Small""","""+45 49 21 05 15""","""+45 49 21 72 99""",,,"""info@helsingoerhavn.dk""","""www.helsingoerhavn.dk"""
907,3908,"""Ensted""",,,,,,,,
908,3909,"""Esbjerg""","""Seaport""","""Medium""","""+45 75 12 41 44""","""+45 75 13 40 50""",,"""DKEBJ""","""adm@portesbjerg.dk""","""www.port-of-esbjerg.dk"""
909,3910,"""Faaborg""","""Harbor""","""Small""","""45 62 61 16 87""","""45 62 61 16 57""",,,"""laol@faaborg.dk""",
910,3911,"""Fakse Ladeplads""",,,,,,,,
911,3912,"""Fredericia""","""Seaport""","""Small""","""+45 7921 5000""","""+45 7921 5005""",,"""DKFRC""","""post@adp-as.dk""","""www.adp-as.com"""
912,3913,"""Frederiksberg""",,,,,,,,
913,3914,"""Frederikshavn""","""Seaport""","""Small""","""45 9620 47 00""","""45 9620 47 11""",,,"""info@frederikshavnhavn.dk""","""www.frederikshavnhavn.dk"""
914,3915,"""Frederikssund""","""Harbor""","""Small""",,,,,,
915,3916,"""Frederiksvark""",,,,,,,,
916,3917,"""Gedser""","""Harbor""","""Small""","""45 54179245""","""45 54149186""",,,,
917,3918,"""Graasten""",,,,,,,,
918,3919,"""Grenaa""","""Seaport""","""Small""","""+45 87 58 76 00""",,,,"""port@port-of-grenaa.com""","""www.port-of-grenaa.com"""
919,3920,"""Gulfhavn""",,,,,,,,
920,3921,"""Haderslev""","""Harbor""","""Small""","""45 74 52 24 04""","""45 74 52 56 39""",,,"""jchansen@vip.cybercity.dk""",
921,3922,"""Hadsund""","""River Port""","""Small""","""45 40 43 41 96""",,,,,
922,3923,"""Hammerhavn""",,,,,,,,
923,3924,"""Hanstholm""","""Seaport""","""Small""","""96 55 07 10""","""96 55 07 20""",,,"""info@portofhanstholm.dk""","""www.portofhanstholm.dk"""
924,3925,"""Hasle""","""Harbor""","""Small""","""45 56 96 41 82""","""45 56 96 41 74""",,,,
925,3926,"""Havdrup""",,,,,,,,
926,3927,"""Hirtshals""","""Seaport""","""Small""","""45 98 94 14 22""","""45 98 94 42 93""",,"""DKHIR""","""hirtshalshavn@hirtshalshavn.dk""","""www.hirtshalshavn.dk"""
927,3928,"""Hobro""","""Harbor""","""Small""","""45 96 57 65 00""","""45 98 51 16 38""",,,,
928,3929,"""Holbaek""",,,,,,,,
929,3930,"""Horsens""","""Seaport""","""Small""","""+45 75621014""","""+45 75621457""",,,"""horsens.havn@horsens.dk""","""www.horsenshavn.dk"""
930,3931,"""Hvide Sande""",,,,,,,,
931,3932,"""Kalundborg""","""Seaport""","""Small""","""45 5953 4000""","""45 5953 4003""",,"""DKKAL""","""info@portofkalundborg.dk""","""www.portofkalundborg.dk"""
932,3933,"""Kastrup""",,,,,,,,
933,3934,"""Kerteminde""","""Harbor""","""Small""","""45 65 32 37 33""","""45 65 32 53 44""",,"""DKKTD""","""aho@kerteminde.dk""","""www.kerteminde.dk"""
934,3935,"""Kobenhavn""","""Seaport""","""Large""","""45 35 46 11 11""","""45 35 46 11 64""",,"""DKCPH""","""cmport@cmport.com""","""www.cmport.com"""
935,3936,"""Koge""",,,,,,,,
936,3937,"""Kolding""","""Seaport""","""Small""","""+45 7550 2066""","""+45 7550 2058""",,,"""koldingport@kolding.dk""","""www.koldingport.dk"""
937,3938,"""Korsoer""",,,,,,,,
938,3939,"""Kyndby""",,,,,,,,
939,3940,"""Laesohavn""",,,,,,,,
940,3941,"""Lemvig""","""Harbor""","""Small""","""45 97 82 01 06""","""45 99 63 12 30""",,,,
941,3942,"""Mariager""",,,,,,,,
942,3943,"""Marstal""","""Harbor""","""Small""","""45 63 52 63 65""","""45 63 52 63 66""",,,"""havn@marstal.dk""",
943,3944,"""Masnedsund""",,,,,,,,
944,3945,"""Middelfart""","""Seaport""","""Small""","""+45 7921 5000""","""+45 7921 5005""",,,"""post@adp-as.dk""","""www.adp-as.com"""
945,3946,"""Naestved""",,,,,,,,
946,3947,"""Nakskov""","""Seaport""","""Small""","""45 54 97 03 30""","""45 54 92 51 13""",,,"""hab@nakskov.dk""",
947,3948,"""Nekso""","""Harbor""","""Small""","""45 56 49 22 50""","""45 56 49 44 97""",,,,
948,3949,"""Nykobing""","""Seaport""","""Medium""","""+45 7921 5000""","""+45 7921 5005""",,,"""post@adp-as.dk""","""www.adp-as.com"""
949,3950,"""Odense""","""River Port""","""Small""","""+45 7228 2000""","""+45 7228 2030""",,"""DKODE""","""odense.port@odensehavn.dk""","""www.odensehavn.dk"""
950,3951,"""Orehoved""",,,,,,,,
951,3952,"""Randers""","""River Port""","""Small""","""45 8642 1057""","""45 8640 7181""",,,"""randershavn@randers.dk""","""www.randershavn.dk"""
952,3953,"""Ringkobing""","""Harbor""","""Small""","""45 97 32 40 59""","""45 97 32 40 69""",,,"""tjeb@ringkom.dk""",
953,3954,"""Rodbyhavn""","""Seaport""","""Small""","""45 5465 7180""","""45 5465 7181""",,,,
954,3955,"""Ronne""","""Harbor""","""Small""","""45 56 95 21 50""","""45 56 95 06 31""",,,"""roennehavn@roennehavn.dk""","""www.roennehavn.dk"""
955,3956,"""Rudkobing""","""Seaport""","""Small""","""45 63 51 11 70""","""45 63 51 11 71""",,,,
956,3957,"""Sakskobing""",,,,,,,,
957,3958,"""Samso Island""",,,,,,,,
958,3959,"""Skaelskor""",,,,,,,,
959,3960,"""Skaerbaek""",,,,,,,,
960,3961,"""Skagen""","""Harbor""","""Small""","""+45 9844 6911""","""+45 9844 5445""",,"""DKSKA""","""sh@skagenhavn.dk""","""www.skagenhavn.dk"""
961,3962,"""Skaw""",,,,,,,,
962,3963,"""Skive""","""Harbor""","""Small""","""45 9752 1488""","""45 9752 7488""",,,"""jh@skiveshipping.dk""","""www.skiveshipping.dk"""
963,3964,"""Sonderborg""","""Seaport""","""Small""","""45 74 42 27 65""","""45 74 43 30 19""",,,"""havnen@sonderborg.dk""","""www.sonderborg-kommune.dk"""
964,3965,"""Stigsnaesvaerkets Havn""",,,,,,,,
965,3966,"""Struer""","""Seaport""","""Small""","""45 97 85 02 28""","""45 97 85 54 34""",,,"""Struer@havn.dk""","""www.struerhavn.dk"""
966,3967,"""Stubbekobing""","""Harbor""","""Small""","""45 54 44 10 92""","""45 54 44 12 40""",,,,
967,3968,"""Studstrup""",,,,,,,,
968,3969,"""Svaneke""","""Harbor""","""Small""",,,,,,
969,3970,"""Svendborg""","""Seaport""","""Small""","""45 62 21 06 57""","""45 62 22 06 79""",,"""DKSVE""",,
970,3971,"""Tisted""",,,,,,,,
971,3972,"""Tuborg Havn""",,,,,,,,
972,3973,"""Vejle""","""Harbor""","""Small""","""45 7582 0466""","""45 7583 8754""",,,"""vejleport@vejleport.dk""","""www.vejleport.dk"""
973,3974,"""Vesterohavn""",,,,,,,,
974,3975,"""Viborg""",,,,,,,,
975,3976,"""Vordingborg""","""Harbor""","""Small""","""45 55 35 33 53""","""45 55 35 33 56""",,,"""tek@vordbkom.dk""",
976,3977,"""Djibouti""","""Seaport""","""Medium""","""253 35 23 31""","""253 35 61 87""",,"""DJPOD""","""port@intnet.dj""","""www.dpworld-djiboutiport.com"""
977,3978,"""Portsmouth""","""Harbor""","""Small""","""767 448 4431""","""767 448 6131""",,"""USPTM""","""domport@cwdom.dm""",
978,3979,"""Roseau""","""Seaport""","""Small""","""767 448 4431""","""767 448 6131""",,"""DMRSU""","""domport@cwdom.dm""",
979,3980,"""AES Andres LNG Terminal""",,,,,,,,
980,3981,"""Azua""",,,,,,,,
981,3982,"""Barahona""",,,,,,,,
982,3983,"""Boca Chica""","""Seaport""","""Small""","""809 523 4320""",,,,,"""www.apordom.gov.do"""
983,3984,"""Cabo Rojo""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,"""www.apordom.gov.do"""
984,3985,"""Caucedo""",,,,,,"""DOCAU""",,
985,3986,"""La Romana""","""Harbor""","""Small""","""809 556 3285""",,,,,"""www.apordom.gov.do"""
986,3987,"""Manzanillo""","""Pier, Jetty or Wharf""","""Very Small""",,,,"""PAMIT""",,"""www.apordom.gov.do"""
987,3988,"""Palenque""","""Off-Shore Terminal""","""Very Small""",,,,,,"""www.apordom.gov.do"""
988,3989,"""Puerto Plata""","""Harbor""","""Small""","""809 586 6566""",,,"""DOPOP""",,"""www.apordom.gov.do"""
989,3990,"""Puerto Viejo de Azua""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,"""www.apordom.gov.do"""
990,3991,"""Rio Haina""","""Harbor""","""Medium""","""808 537 0055""",,,"""DOHAI""",,"""www.apordom.gov.do"""
991,3992,"""Samana""",,,,,,,,
992,3993,"""San Pedro De Masan P""","""Harbor""","""Small""","""809 529 2069""",,,,,"""www.apordom.gov.do"""
993,3994,"""Santo Domingo""","""Harbor""","""Medium""",,,,"""DOSDQ""",,"""www.apordom.gov.do"""
994,3995,"""Bahia De Caraquez""","""Harbor""","""Small""",,,,,,
995,3996,"""Esmeraldas""","""Harbor""","""Small""","""593-6 2721352""","""593-6 2721354""",,"""ECESM""","""sugerencias@puertoesmeraldas.gov.ec""","""www.puertoesmeraldas.gov.ec"""
996,3997,"""Guayaquil""","""Seaport""","""Medium""",,,,"""ECGYE""",,"""www.puertodeguayaquil.com"""
997,3998,"""La Libertad""","""Pier, Jetty or Wharf""","""Small""",,,,"""SVLLD""",,
998,3999,"""Manta""","""Pier, Jetty or Wharf""","""Small""","""593 - 5 2627161""","""593 - 5 2621861""",,"""ECMEC""","""apm1@apm.gov.ec""","""www.apmanta.gov.ec"""
999,4000,"""Puerto Bolivar""","""Seaport""","""Small""","""593 07 2929999""",,,"""ECPBO""","""appb@eo.pro.ec""","""www.appb.gov.ec"""
1000,4001,"""Salinas""",,,,,,,,
1001,4002,"""San Lorenzo""","""Pier, Jetty or Wharf""","""Very Small""",,,,"""HNSLO""",,
1002,4003,"""Abu Qir""",,,,,,,,
1003,4004,"""Abu Zenima""",,,,,,,,
1004,4005,"""Adabiya""","""Seaport""","""Small""","""062 230033""","""062 331117""",,,,"""www.mts.gov.eg"""
1005,4006,"""Ain Sokhna""",,,,,,,,
1006,4007,"""Ain Sukhna""","""Off-Shore Terminal""","""Very Small""","""20 3 5824138""","""20 3 5827613""",,"""EGAIS""","""sumed@sumed.org""","""www.sumed.org"""
1007,4008,"""Alexandria""",,,,,,,,
1008,4009,"""Damietta""","""Seaport""","""Medium""","""2057-325940""","""2057-325930""",,,,"""www.dam-port.com"""
1009,4010,"""El Dekheila""",,,,,,"""EGEDK""",,
1010,4011,"""El Iskandariya (Alexandria)""",,,,,,"""EGALY""",,
1011,4012,"""El Meks""",,,,,,,,
1012,4013,"""Geisum Terminal""",,,,,,,,
1013,4014,"""Hamrawein""",,,,,,,,
1014,4015,"""Kosseir""",,,,,,,,
