index,IMO number,Vessel Name,Ship type,Flag,Gross Tonnage,Summer Deadweight (t),Length Overall (m),Beam (m),Draught (m),Year of Built,TEU,Crude,Grain,Bale,AIS Type,Destination,ETA,IMO / MMSI,Callsign,Length / Beam,Current draught,Course / Speed,Coordinates,MMSI,Course,Speed,latitude,longitude,Length,Beam,Link,Max Speed (knots),Average Speed (knots),Average Speed (km/h),Builder
342,9534779,DAR SALWA,Crude Oil Tanker,Kuwait,162625,319761,333,60,None,2010,,None,,,Tanker,CN SDG > KW MEA,"May 12, 21:00",9534779 / 447131000,9KBU,333 / 60 m,11.3 m,319.0Â° / 14.0 kn,2.85367 N/100.98322 E,447131000,319.0Â°,14.0 kn,2.85367,100.98322,333,60 m,https://www.vesselfinder.com/vessels/DAR-SALWA-IMO-9534779-MMSI-447131000,16.9,13.1,24.2612,Gölcük Naval Shipyard
343,9727223,LANDBRIDGE PROSPERITY,Crude Oil Tanker,Hong Kong,162543,308285,333,60,None,2016,,,,,Tanker,SINGAPORE,"May 5, 03:00",9727223 / 477430900,VRPF3,333 / 60 m,11.0 m,220.0Â° / 15.3 kn,12.34818 N/112.90346 E,477430900,220.0Â°,15.3 kn,12.34818,112.90346,333,60 m,https://www.vesselfinder.com/vessels/LANDBRIDGEPROSPERITY-IMO-9727223-MMSI-477430900,16,14.7,27.2244,Lödöse varv
344,9727194,COSWISDOM LAKE,Crude Oil Tanker,Hong Kong,162542,308019,333,60,None,2016,,,,,Tanker,ZHOUSHAN,"May 7, 10:00",9727194 / 477252100,VRQD5,333 / 60 m,21.0 m,37.0Â° / 13.1 kn,11.06701 N/111.59997 E,477252100,37.0Â°,13.1 kn,11.06701,111.59997,333,60 m,https://www.vesselfinder.com/vessels/COSWISDOM-LAKE-IMO-9727194-MMSI-477252100,12.2,12,22.224,Benetti
345,9783356,COSFLOURISH LAKE,Crude Oil Tanker,Hong Kong,162542,308152,333,60,None,2017,,,,,Tanker,MALONGO,"May 3, 09:30",9783356 / 477142100,VRRF6,333 / 60 m,15.2 m,52.8Â° / 7.6 kn,7.63057 S/11.80485 E,477142100,52.8Â°,7.6 kn,-7.63057,11.80485,333,60 m,https://www.vesselfinder.com/vessels/COSFLOURISH-LAKE-IMO-9783356-MMSI-477142100,7.7,6.2,11.4824,ABG Shipyard Limited
346,9727209,COSDIGNITY LAKE,Crude Oil Tanker,Hong Kong,162542,308084,333,60,None,2017,,,,,Tanker,QINGDAO,"Jun 5, 04:00",9727209 / 477884300,VRQK9,333 / 60 m,19.9 m,174.0Â° / 14.9 kn,43.47049 S/76.67545 W,477884300,174.0Â°,14.9 kn,-43.47049,-76.67545,333,60 m,https://www.vesselfinder.com/vessels/COSDIGNITY-LAKE-IMO-9727209-MMSI-477884300,14.5,13.9,25.7428,Chantiers Navals Français
347,9783332,COSHONOUR LAKE,Crude Oil Tanker,Hong Kong,162542,307953,333,60,None,2017,,,,,Tanker,TEN TERMINAL,"Apr 28, 00:01",9783332 / 477057700,VRQV6,333 / 60 m,14.3 m,327.0Â° / 13.4 kn,17.41712 S/5.32271 E,477057700,327.0Â°,13.4 kn,-17.41712,5.32271,333,60 m,https://www.vesselfinder.com/vessels/COSHONOUR-LAKE-IMO-9783332-MMSI-477057700,9,6.5,12.038,Kuznya na Rybalskomu
348,9727211,LANDBRIDGE FORTUNE,Crude Oil Tanker,Hong Kong,162428,308297,333,60,None,2016,,,,,Tanker,CABINDA,"May 13, 23:00",9727211 / 477913200,VRPF2,333 / 60 m,11.0 m,257.0Â° / 10.4 kn,27.50774 S/42.55951 E,477913200,257.0Â°,10.4 kn,-27.50774,42.55951,333,60 m,https://www.vesselfinder.com/vessels/LANDBRIDGE-FORTUNE-IMO-9727211-MMSI-477913200,15.5,13.7,25.3724,Marine Industries
349,9371749,DESH VISHAL,Crude Oil Tanker,India,162412,321137,333,60,None,2009,,None,,,Tanker,FUJAIRAH,"May 7, 06:00",9371749 / 419778000,AUTP,333 / 60 m,10.7 m,30.0Â° / 0.7 kn,5.6322 N/80.02998 E,419778000,30.0Â°,0.7 kn,5.6322,80.02998,333,60 m,https://www.vesselfinder.com/vessels/DESH-VISHAL-IMO-9371749-MMSI-419778000,7,6.2,11.4824,AG Weser
350,9527295,MARAN THALEIA,Crude Oil Tanker,Greece,162330,321225,333,60,None,2011,,None,,,Tanker,US GLS,"May 20, 00:00",9527295 / 241390000,SVCF8,333 / 60 m,20.7 m,295.0Â° / 12.2 kn,33.38582 S/15.74168 E,241390000,295.0Â°,12.2 kn,-33.38582,15.74168,333,60 m,https://www.vesselfinder.com/vessels/MARAN-THALEIA-IMO-9527295-MMSI-241390000,12.1,11.8,21.8536,Danziger Werft
351,9519494,MARAN TAURUS,Crude Oil Tanker,Greece,162330,321052,333,60,None,2011,,None,,,Tanker,ANGOLA,"May 17, 09:00",9519494 / 241393000,SVCG3,333 / 60 m,11.0 m,234.0Â° / 12.7 kn,3.61147 N/91.05616 E,241393000,234.0Â°,12.7 kn,3.61147,91.05616,333,60 m,https://www.vesselfinder.com/vessels/MARAN-TAURUS-IMO-9519494-MMSI-241393000,14.1,13.2,24.4464,MIL-Davie Shipbuilding
352,9519482,KIDAN,Crude Oil Tanker,Liberia,162330,321050,333,60,None,2010,,None,,,Tanker,,,9519482 / 636017298,D5KF9,333 / 60 m,10.5 m,197.6Â° / 12.4 kn,23.44324 N/38.43716 E,636017298,197.6Â°,12.4 kn,23.44324,38.43716,333,60 m,https://www.vesselfinder.com/vessels/KIDAN-IMO-9519482-MMSI-636017298,12.4,12,22.224,Heesen Yachts
353,9524970,WEDYAN,Crude Oil Tanker,Liberia,162330,321234,333,60,None,2010,,None,,,Unknown,,,9524970 / 636017299,D5KG2,333 / 60 m,,84.0Â° / 0.1 kn,26.92563 N/50.08297 E,636017299,84.0Â°,0.1 kn,26.92563,50.08297,333,60 m,https://www.vesselfinder.com/vessels/WEDYAN-IMO-9524970-MMSI-636017299,13.7,10.4,19.2608,Newport News Shipbuilding & Drydock
354,9384227,JALADI,Crude Oil Tanker,Saudi Arabia,162252,319464,332,58,None,2008,,None,,,Tanker,EG SKT,"Apr 27, 15:00",9384227 / 403591000,HZHE,333 / 60 m,11.5 m,319.0Â° / 0.2 kn,31.13192 N/29.56687 E,403591000,319.0Â°,0.2 kn,31.13192,29.56687,333,60 m,https://www.vesselfinder.com/vessels/JALADI-IMO-9384227-MMSI-403591000,13,12.5,23.15,Inebolu Shipyard
355,9384239,KARAN,Crude Oil Tanker,Saudi Arabia,162252,319410,332,58,None,2009,,None,,,Tanker,USLPP,"May 30, 11:00",9384239 / 403571000,HZHF,333 / 60 m,21.1 m,109.0Â° / 11.9 kn,24.59392 N/57.7874 E,403571000,109.0Â°,11.9 kn,24.59392,57.7874,333,60 m,https://www.vesselfinder.com/vessels/KARAN-IMO-9384239-MMSI-403571000,13.5,12.4,22.9648,Kaiserliche Werft Kiel
356,9378541,JAHAM,Crude Oil Tanker,Saudi Arabia,162252,319430,332,60,None,2008,,None,,,Tanker,EGSKT,"May 3, 12:00",9378541 / 403589000,HZGU,333 / 60 m,11.0 m,322.0Â° / 11.3 kn,31.71374 N/32.02813 E,403589000,322.0Â°,11.3 kn,31.71374,32.02813,333,60 m,https://www.vesselfinder.com/vessels/JAHAM-IMO-9378541-MMSI-403589000,10,7.2,13.3344,Davie Shipbuilding
357,9384215,KHUZAMA,Crude Oil Tanker,Saudi Arabia,162252,319423,333,60,None,2008,,None,,,Tanker,BR ADR,"May 3, 13:00",9384215 / 403562000,HZGY,333 / 60 m,11.2 m,198.0Â° / 13.3 kn,11.3658 N/27.3556 W,403562000,198.0Â°,13.3 kn,11.3658,-27.3556,333,60 m,https://www.vesselfinder.com/vessels/KHUZAMA-IMO-9384215-MMSI-403562000,13.5,12.6,23.3352,Vickers Shipbuilding and Engineering
358,9457452,CHLOE V,Crude Oil Tanker,Marshall Islands,162203,320261,333,60,None,2011,,None,,,Tanker,THANH HOA,"May 4, 20:00",9457452 / 538008076,V7XT6,333 / 60 m,20.7 m,354.0Â° / 13.5 kn,10.74527 N/111.10043 E,538008076,354.0Â°,13.5 kn,10.74527,111.10043,333,60 m,https://www.vesselfinder.com/vessels/CHLOE-V-IMO-9457452-MMSI-538008076,14.1,11,20.372,Allied Shipbuilders Ltd.
359,9480837,HRA,Crude Oil Tanker,Malta,162203,320105,333,60,None,2011,,None,,,Tanker,QINGDAO CHINA,"May 28, 14:30",9480837 / 248143000,9HA4532,333 / 60 m,20.5 m,43.0Â° / 0.9 kn,33.90283 S/18.22283 E,248143000,43.0Â°,0.9 kn,-33.90283,18.22283,333,60 m,https://www.vesselfinder.com/vessels/HRA-IMO-9480837-MMSI-248143000,11,9.8,18.1496,Bartram & Sons
360,9352561,ANDROMEDA,Crude Oil Tanker,Malta,162198,321300,333,60,None,2008,,None,,,Tanker,FUJAIRAH FOR ORDER,"May 2, 07:00",9352561 / 256568000,9HA3956,333 / 60 m,11.2 m,56.0Â° / 0.0 kn,25.23783 N/56.55212 E,256568000,56.0Â°,0.0 kn,25.23783,56.55212,333,60 m,https://www.vesselfinder.com/vessels/ANDROMEDA-IMO-9352561-MMSI-256568000,14.9,11.3,20.9276,Vickers Shipbuilding and Engineering
361,9389899,BASRA,Crude Oil Tanker,Liberia,162198,321300,333,60,None,2010,,None,,,Tanker,SHIDAO,"Apr 15, 10:00",9389899 / 636014688,A8VX2,333 / 60 m,5.7 m,148.0Â° / 0.0 kn,36.84062 N/122.27215 E,636014688,148.0Â°,0.0 kn,36.84062,122.27215,333,60 m,https://www.vesselfinder.com/vessels/ATLANTAS-IMO-9389899-MMSI-636014688,6.5,5.7,10.5564,Barclay Curle
362,9421984,C. DIGNITY,Crude Oil Tanker,Panama,162180,313875,336,60,None,2009,,None,,,Tanker,KRUSN,"May 28, 08:00",9421984 / 372477000,3FXA5,336 / 60 m,20.2 m,75.0Â° / 11.4 kn,34.14355 S/29.1182 E,372477000,75.0Â°,11.4 kn,-34.14355,29.1182,336,60 m,https://www.vesselfinder.com/vessels/C.DIGNITY-IMO-9421984-MMSI-372477000,14.1,11.5,21.298,Ferretti Group
363,9839856,MAYASAN,Crude Oil Tanker,Panama,162156,312006,340,60,None,2018,,,,,Tanker,SA RTA,"Apr 29, 17:00",9839856 / 357268000,H3EY,340 / 60 m,11.9 m,175.3Â° / 0.0 kn,27.12179 N/50.29791 E,357268000,175.3Â°,0.0 kn,27.12179,50.29791,340,60 m,https://www.vesselfinder.com/vessels/MAYASAN-IMO-9839856-MMSI-357268000,12.3,11.4,21.1128,Thornycroft
364,9740342,TRF HORTEN,Crude Oil Tanker,Marshall Islands,162000,320000,333,60,None,2017,,,,,Tanker,FORORDERS,"May 7, 06:00",9740342 / 538006449,V7NH6,333 / 60 m,11.8 m,299.0Â° / 13.4 kn,3.06303 N/100.74932 E,538006449,299.0Â°,13.4 kn,3.06303,100.74932,333,60 m,https://www.vesselfinder.com/vessels/TRF-HORTEN-IMO-9740342-MMSI-538006449,15.7,14.8,27.4096,Chantiers et Ateliers Augustin Normand
365,9799214,NEW TREASURE,Crude Oil Tanker,Hong Kong,162000,310000,333,60,,2019,,,,,Tanker,YAN TAI,"Jun 6, 08:00",9799214 / 477372400,VRSX5,333 / 60 m,21.7 m,142.6Â° / 12.4 kn,7.53965 N/17.47532 W,477372400,142.6Â°,12.4 kn,7.53965,-17.47532,333,60 m,https://www.vesselfinder.com/vessels/NEW-TREASURE-IMO-9799214-MMSI-477372400,12.8,12.2,22.5944,Flender Werke
366,9837638,UNIVERSAL VICTOR,Crude Oil Tanker,Panama,162000,279850,336,60,,2019,,,,,Tanker,KRYOS,"Jun 11, 03:00",9837638 / 351699000,3EMC5,336 / 60 m,20.0 m,121.0Â° / 13.9 kn,8.98374 N/53.34569 W,351699000,121.0Â°,13.9 kn,8.98374,-53.34569,336,60 m,https://www.vesselfinder.com/vessels/UNIVERSAL-VICTOR-IMO-9837638-MMSI-351699000,14.3,13.7,25.3724,John Brown & Company
367,9837626,UNIVERSAL CREATOR,Crude Oil Tanker,Panama,162000,279850,336,60,,2019,,,,,Tanker,KRYOS,"May 18, 00:00",9837626 / 353085000,3EOW2,336 / 60 m,20.5 m,85.0Â° / 11.4 kn,5.88149 N/84.81897 E,353085000,85.0Â°,11.4 kn,5.88149,84.81897,336,60 m,https://www.vesselfinder.com/vessels/UNIVERSAL-CREATOR-IMO-9837626-MMSI-353085000,14.7,10.8,20.0016,Dockstavarvet
368,9830800,AMYNTAS,Crude Oil Tanker,Liberia,161983,320785,333,60,None,2019,,,,,Tanker,,,9830800 / 636018812,D5RM6,333 / 60 m,20.2 m,234.9Â° / 0.0 kn,51.92851 N/2.92615 E,636018812,234.9Â°,0.0 kn,51.92851,2.92615,333,60 m,https://www.vesselfinder.com/vessels/AMYNTAS-IMO-9830800-MMSI-636018812,13,11.1,20.5572,Regio Cantiere di Castellammare di Stabia
369,9597252,EAGLE VARNA,Crude Oil Tanker,Singapore,161974,320299,333,60,None,2013,,None,,,Tanker,"QING DAO,CHINA","May 23, 23:59",9597252 / 566848000,9V6189,333 / 60 m,20.3 m,60.0Â° / 14.4 kn,28.11508 S/44.37655 E,566848000,60.0Â°,14.4 kn,-28.11508,44.37655,333,60 m,https://www.vesselfinder.com/vessels/EAGLE-VARNA-IMO-9597252-MMSI-566848000,14,13.1,24.2612,Basileiades
370,9421427,MARAN THETIS,Crude Oil Tanker,Greece,161969,320105,333,60,None,2012,,None,,,Tanker,IN VTZ,"Apr 30, 09:00",9421427 / 241325000,SVBZ4,333 / 60 m,20.2 m,268.0Â° / 0.0 kn,17.61565 N/83.3182 E,241325000,268.0Â°,0.0 kn,17.61565,83.3182,333,60 m,https://www.vesselfinder.com/vessels/MARAN-THETIS-IMO-9421427-MMSI-241325000,7.9,6.7,12.4084,Hindustan Shipyard Limited
371,9448700,DILAM,Crude Oil Tanker,Saudi Arabia,161969,314000,333,60,None,2010,,None,,,Tanker,,,9448700 / 403540000,HZFY,333 / 60 m,,263.0Â° / 0.1 kn,26.9393 N/50.03467 E,403540000,263.0Â°,0.1 kn,26.9393,50.03467,333,60 m,https://www.vesselfinder.com/vessels/DILAM-IMO-9448700-MMSI-403540000,9.7,7.1,13.1492,ASMAR
372,9455662,DHT OPAL,Crude Oil Tanker,Hong Kong,161969,320105,333,60,None,2012,,None,,,Tanker,,,9455662 / 477392800,VRSY7,331 / 60 m,10.9 m,164.0Â° / 16.9 kn,31.93958 N/124.15345 E,477392800,164.0Â°,16.9 kn,31.93958,124.15345,331,60 m,https://www.vesselfinder.com/vessels/DHT-OPAL-IMO-9455662-MMSI-477392800,16.8,16.1,29.8172,Los Angeles Shipbuilding and Drydock
373,9421415,ARSAN,Crude Oil Tanker,Saudi Arabia,161969,314000,333,60,None,2010,,None,,,Tanker,MY PGG,"Apr 13, 11:00",9421415 / 403538000,HZFT,333 / 60 m,21.0 m,123.0Â° / 0.0 kn,1.29683 N/104.13223 E,403538000,123.0Â°,0.0 kn,1.29683,104.13223,333,60 m,https://www.vesselfinder.com/vessels/ARSAN-IMO-9421415-MMSI-403538000,6.3,5.3,9.8156,New England Shipbuilding Corporation
374,9597276,EAGLE VERSAILLES,Crude Oil Tanker,Singapore,161833,320278,333,60,None,2013,,,,,Tanker,LONGBEACH.USA,"Apr 30, 19:00",9597276 / 563591000,S6NK8,333 / 60 m,20.8 m,342.2Â° / 0.0 kn,33.75627 N/118.21805 W,563591000,342.2Â°,0.0 kn,33.75627,-118.21805,333,60 m,https://www.vesselfinder.com/vessels/EAGLE-VERSAILLES-IMO-9597276-MMSI-563591000,5.5,5.3,9.8156,Morrison & Sinclair
375,9597264,EAGLE VERONA,Crude Oil Tanker,Singapore,161833,320122,333,60,None,2013,,None,,,Tanker,MADE ISLAND MYANMAR,"Apr 5, 23:59",9597264 / 563099000,9V6223,333 / 60 m,20.8 m,89.0Â° / 11.1 kn,5.58144 N/81.42117 E,563099000,89.0Â°,11.1 kn,5.58144,81.42117,333,60 m,https://www.vesselfinder.com/vessels/EAGLE-VERONA-IMO-9597264-MMSI-563099000,12.4,11.6,21.4832,Fairfields
376,9590876,DHT SUNDARBANS,Crude Oil Tanker,France,161513,314249,333,60,None,2012,,None,,,Tanker,FOR ORDERS,"Apr 28, 06:00",9590876 / 228377900,FLXF,333 / 60 m,19.5 m,331.0Â° / 0.0 kn,4.20503 N/8.05619 E,228377900,331.0Â°,0.0 kn,4.20503,8.05619,333,60 m,https://www.vesselfinder.com/vessels/DHT-SUNDARBANS-IMO-9590876-MMSI-228377900,13.6,12.6,23.3352,Levis
377,9416654,XIN SHEN YANG,Crude Oil Tanker,China,161488,309189,333,60,None,2010,,None,None,,Tanker,HUI ZHOU CN,"May 19, 04:00",9416654 / 413183000,BPAH,333 / 60 m,20.0 m,118.9Â° / 14.1 kn,24.83545 N/57.97722 E,413183000,118.9Â°,14.1 kn,24.83545,57.97722,333,60 m,https://www.vesselfinder.com/vessels/XIN-SHEN-YANG-IMO-9416654-MMSI-413183000,14.1,13.2,24.4464,Black Sea Shipyard
378,9416630,XIN XIA YANG,Crude Oil Tanker,China,161488,309140,333,60,None,2011,,None,None,,Tanker,SINGAPORE,"May 8, 16:01",9416630 / 413188000,BPAI,333 / 60 m,10.8 m,196.5Â° / 8.7 kn,24.78602 N/122.38318 E,413188000,196.5Â°,8.7 kn,24.78602,122.38318,333,60 m,https://www.vesselfinder.com/vessels/XIN-XIA-YANG-IMO-9416630-MMSI-413188000,11.5,9.2,17.0384,Jong Shyn Shipbuilding Company
379,9805099,TEDORIGAWA,Crude Oil Tanker,Panama,161483,311979,340,60,None,2018,,,,,Tanker,AE_FJR,"May 18, 12:00",9805099 / 351915000,3EMS3,340 / 60 m,11.1 m,190.2Â° / 14.9 kn,33.43028 N/134.89416 E,351915000,190.2Â°,14.9 kn,33.43028,134.89416,340,60 m,https://www.vesselfinder.com/vessels/TEDORIGAWA-IMO-9805099-MMSI-351915000,7.6,5.7,10.5564,MIL-Davie Shipbuilding
380,9292187,SEAKING,Crude Oil Tanker,Bahamas,161382,318669,333,60,None,2005,,,,,Tanker,CN QDN,"May 20, 23:59",9292187 / 311873000,C6UC7,333 / 60 m,19.9 m,110.0Â° / 13.3 kn,23.03069 N/63.19585 E,311873000,110.0Â°,13.3 kn,23.03069,63.19585,333,60 m,https://www.vesselfinder.com/vessels/SEAKING-IMO-9292187-MMSI-311873000,13.4,12.6,23.3352,Neorion
381,9291286,ATHINA II,Crude Oil Tanker,Malta,161382,318658,333,60,None,2005,,None,,,Tanker (HAZ-A),CN QDG,"May 16, 12:00",9291286 / 248458000,9HA4660,333 / 60 m,20.9 m,68.0Â° / 10.0 kn,34.92884 S/26.14116 E,248458000,68.0Â°,10.0 kn,-34.92884,26.14116,333,60 m,https://www.vesselfinder.com/vessels/ATHINA-II-IMO-9291286-MMSI-248458000,14.4,13.7,25.3724,Oregon Shipbuilding Corporation
382,9683685,VL PRIME,Crude Oil Tanker,Panama,161367,319547,333,60,None,2015,,,,,Tanker,KRTSN,"May 28, 11:00",9683685 / 352761000,3FPE6,333 / 60 m,20.2 m,152.5Â° / 12.2 kn,25.37802 N/56.9869 E,352761000,152.5Â°,12.2 kn,25.37802,56.9869,333,60 m,https://www.vesselfinder.com/vessels/VL-PRIME-IMO-9683685-MMSI-352761000,11.8,9,16.668,Flensburger Schiffbau-Gesellschaft
383,9734642,SEAWAYS TYBEE,Crude Oil Tanker,Marshall Islands,161319,300960,333,60,None,2015,,,,,Tanker,ZHOUSHAN CHINA,"Apr 29, 09:30",9734642 / 538006312,V7LP5,333 / 61 m,9.3 m,128.0Â° / 0.0 kn,30.16427 N/122.01893 E,538006312,128.0Â°,0.0 kn,30.16427,122.01893,333,61 m,https://www.vesselfinder.com/vessels/SEAWAYS-TYBEE-IMO-9734642-MMSI-538006312,11.7,9.6,17.7792,Walkers Limited
384,9727039,SEAWAYS DIAMOND HEAD,Crude Oil Tanker,Marshall Islands,161319,299989,333,60,None,2016,,,,,Unknown,CN BBG    H,"May 10, 17:30",9727039 / 538006447,V7NH4,355 / 65 m,19.8 m,122.0Â° / 12.1 kn,1.59532 N/102.85518 E,538006447,122.0Â°,12.1 kn,1.59532,102.85518,355,65 m,https://www.vesselfinder.com/vessels/SEAWAYS-DIAMOND-HEAD-IMO-9727039-MMSI-538006447,12.7,12.5,23.15,Kinabalu North Shipyard & Maritime
385,9241114,PERFECT,Crude Oil Tanker,Liberia,161306,319012,333,60,None,2003,,None,,,Tanker,SHALUNG,"May 12, 07:00",9241114 / 636019687,D5VR2,333 / 60 m,20.5 m,131.0Â° / 12.5 kn,18.07227 N/67.43753 E,636019687,131.0Â°,12.5 kn,18.07227,67.43753,333,60 m,https://www.vesselfinder.com/vessels/PERFECT-IMO-9241114-MMSI-636019687,13.5,12.2,22.5944,SAFE Boats International LLC
386,9241102,TRIDENT PROSPERITY,Crude Oil Tanker,Panama,161306,319012,333,60,None,2003,,None,,,Tanker,NINGBO,"May 8, 03:00",9241102 / 351874000,3EAW7,333 / 60 m,21.5 m,41.0Â° / 11.9 kn,6.95815 N/108.60557 E,351874000,41.0Â°,11.9 kn,6.95815,108.60557,333,60 m,https://www.vesselfinder.com/vessels/TRIDENT-PROSPERITY-IMO-9241102-MMSI-351874000,10.7,10.2,18.8904,Keppel Philippines Marine Subic Shipyard
387,9845685,NISSOS RHENIA,Crude Oil Tanker,Marshall Islands,161300,318953,333,60,None,2019,,,,,Tanker,"ONSAN,SOUTH KOREA","May 21, 05:00",9845685 / 538008316,V7A2229,333 / 60 m,20.6 m,- / -,26.86977 N/52.63676 E,538008316,-,-,26.86977,52.63676,333,60 m,https://www.vesselfinder.com/vessels/NISSOS-RHENIA-IMO-9845685-MMSI-538008316,7.8,6.4,11.8528,Ateliers et Chantiers de la Loire
388,9845697,NISSOS DESPOTIKO,Crude Oil Tanker,Marshall Islands,161300,318953,333,60,,2019,,,,,Tanker,CEZI CHINA,"May 18, 04:00",9845697 / 538008312,V7A2225,333 / 60 m,20.7 m,119.7Â° / 14.1 kn,24.63233 N/57.91372 E,538008312,119.7Â°,14.1 kn,24.63233,57.91372,333,60 m,https://www.vesselfinder.com/vessels/NISSOS-DESPOTIKO-IMO-9845697-MMSI-538008312,14.2,12.7,23.5204,Jong Shyn Shipbuilding Company
389,9826122,MARIA P. LEMOS,Crude Oil Tanker,Malta,161300,318980,333,60,None,2018,,,,,Tanker,LOOP USA,"Jun 3, 23:00",9826122 / 248644000,9HA4741,333 / 60 m,11.0 m,282.9Â° / 10.9 kn,1.22742 N/103.46703 E,248644000,282.9Â°,10.9 kn,1.22742,103.46703,333,60 m,https://www.vesselfinder.com/vessels/MARIA-P.-LEMOS-IMO-9826122-MMSI-248644000,16.3,14.1,26.1132,Philadelphia Naval Shipyard
390,9602655,SEA GEM,Crude Oil Tanker,Liberia,161296,319798,333,60,None,2013,,None,,,Tanker,PARADIP INDIA,"May 15, 17:00",9602655 / 636019713,D5VU4,333 / 60 m,19.9 m,68.0Â° / 13.8 kn,28.23433 S/42.14647 E,636019713,68.0Â°,13.8 kn,-28.23433,42.14647,333,60 m,https://www.vesselfinder.com/vessels/SEA-GEM-IMO-9602655-MMSI-636019713,14.5,13.6,25.1872,China State Shipbuilding Corporation
391,9602643,RED NOVA,Crude Oil Tanker,Liberia,161296,319778,333,60,None,2013,,None,,,Tanker,QINGDAO,"May 29, 00:00",9602643 / 636019391,D5UH4,333 / 60 m,20.2 m,143.0Â° / 12.6 kn,31.97209 S/16.05214 E,636019391,143.0Â°,12.6 kn,-31.97209,16.05214,333,60 m,https://www.vesselfinder.com/vessels/RED-NOVA-IMO-9602643-MMSI-636019391,13.9,13,24.076,Ateliers et Chantiers de Saint-Nazaire Penhoët
392,9790270,MARAN AJAX,Crude Oil Tanker,Greece,161287,319398,336,60,None,2017,,,,,Tanker,SINGAPORE        ! A,"May 14, 08:00",9790270 / 241519000,SVCQ5,336 / 60 m,20.4 m,146.9Â° / 13.1 kn,25.53382 N/56.93421 E,241519000,146.9Â°,13.1 kn,25.53382,56.93421,336,60 m,https://www.vesselfinder.com/vessels/MARAN-AJAX-IMO-9790270-MMSI-241519000,12.1,10.2,18.8904,Swan Hunter
393,9776559,SOPHIA,Crude Oil Tanker,Greece,161287,319398,336,60,None,2017,,,,,Tanker,"YEOSU, KOREA","May 11, 07:00",9776559 / 241436000,SVCK2,336 / 60 m,20.3 m,313.0Â° / 12.7 kn,1.34269 S/107.77397 E,241436000,313.0Â°,12.7 kn,-1.34269,107.77397,336,60 m,https://www.vesselfinder.com/vessels/SOPHIA-IMO-9776559-MMSI-241436000,13.2,12.6,23.3352,BAE Systems Maritime – Naval Ships
394,9753002,MARAN ARTEMIS,Crude Oil Tanker,Greece,161287,319398,336,60,None,2016,,,,,Tanker,"QINGDAO, CHINA","Jun 2, 18:00",9753002 / 241441000,SVCK7,336 / 60 m,20.8 m,144.0Â° / 12.0 kn,16.83423 S/3.42631 E,241441000,144.0Â°,12.0 kn,-16.83423,3.42631,336,60 m,https://www.vesselfinder.com/vessels/MARAN-ARTEMIS-IMO-9753002-MMSI-241441000,7.6,6.4,11.8528,Cantiere navale di Riva Trigoso
395,9776547,MARAN ARETE,Crude Oil Tanker,Greece,161287,319398,336,60,None,2016,,,,,Tanker,SINGAPORE,"May 5, 12:00",9776547 / 241437000,SVCK3,336 / 60 m,11.2 m,223.0Â° / 14.6 kn,7.48317 N/108.63619 E,241437000,223.0Â°,14.6 kn,7.48317,108.63619,336,60 m,https://www.vesselfinder.com/vessels/MARAN-ARETE-IMO-9776547-MMSI-241437000,13.8,13.5,25.002,Amur Shipbuilding Plant
396,9810381,MARAN APHRODITE,Crude Oil Tanker,Greece,161287,319398,336,60,None,2018,,,,,Tanker,"DALIAN,CHINA","May 12, 18:30",9810381 / 241576000,SVCS7,336 / 60 m,19.0 m,115.0Â° / 10.8 kn,1.7137 N/102.62573 E,241576000,115.0Â°,10.8 kn,1.7137,102.62573,336,60 m,https://www.vesselfinder.com/vessels/MARAN-APHRODITE-IMO-9810381-MMSI-241576000,12.7,11.4,21.1128,Hawthorn Leslie and Company
397,9796872,MARAN ARES,Crude Oil Tanker,Greece,161287,319398,336,60,None,2017,,,,,Tanker,WBGA SINGAPORE,"Apr 30, 22:00",9796872 / 241520000,SVCQ6,336 / 60 m,20.0 m,160.0Â° / 0.1 kn,1.22848 N/103.68185 E,241520000,160.0Â°,0.1 kn,1.22848,103.68185,336,60 m,https://www.vesselfinder.com/vessels/MARAN-ARES-IMO-9796872-MMSI-241520000,11.9,10.1,18.7052,Schichau Seebeckwerft
398,9532757,OCEANIS,Crude Oil Tanker,Greece,161273,320780,331,60,None,2011,,,,,Tanker,SARTA-CACPT,"May 13, 23:00",9532757 / 241089000,SVBC9,330 / 60 m,19.0 m,314.0Â° / 13.5 kn,27.65205 S/9.80392 E,241089000,314.0Â°,13.5 kn,-27.65205,9.80392,330,60 m,https://www.vesselfinder.com/vessels/OCEANIS-IMO-9532757-MMSI-241089000,14.4,14.1,26.1132,Lehtoniemi
399,9289477,DHT CONDOR,Crude Oil Tanker,Hong Kong,161235,320050,333,60,None,2004,,None,,,Tanker,FOR ORDERS,"May 9, 04:00",9289477 / 477271200,VRNI4,333 / 60 m,20.6 m,141.0Â° / 11.4 kn,34.50142 S/17.66492 E,477271200,141.0Â°,11.4 kn,-34.50142,17.66492,333,60 m,https://www.vesselfinder.com/vessels/DHT-CONDOR-IMO-9289477-MMSI-477271200,14.1,13.4,24.8168,Bartram & Sons
