Container Key,Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
819,HLXU,368512,1,22,P3
820,HLXU,368515,8,22,P3
821,HLBU,106372,8,45,G0
822,HLXU,565130,5,42,U1
823,HLBU,106383,6,45,G0
824,HLXU,368532,7,22,P3
825,HLBU,106390,2,45,G0
826,HLBU,106399,1,45,G0
827,HLXU,565153,7,42,U1
828,HLBU,106420,10,45,G0
829,CPSU,171957,9,22,G1
830,HLBU,139212,7,22,G0
831,HLXU,565197,10,42,U1
832,HLBU,171983,7,22,G1
833,HLBU,171995,0,22,G1
834,HLXU,368604,6,22,P3
835,HLXU,565213,2,42,U1
836,CPSU,171996,4,22,G0
837,HLBU,139235,9,22,G0
838,HLXU,368616,10,22,P3
839,HLXU,565225,6,42,U1
840,CPSU,172011,6,22,G0
841,CPSU,172013,7,22,G0
842,CPSU,172018,4,22,G1
843,HLXU,368633,9,22,P3
844,HLBU,139263,6,22,G1
845,HLBU,106496,1,45,G0
846,HLXU,565253,3,42,U1
847,HLXU,368655,5,22,P3
848,HLXU,565265,7,42,U1
849,HLBU,139283,1,22,G0
850,HLBU,139286,8,22,G1
851,HLBU,139296,0,22,G0
852,HLXU,565285,2,42,U1
853,HLBU,172070,9,22,G0
854,HLBU,172077,7,22,G0
855,HLXU,565296,0,42,U1
856,HLBU,172082,2,22,G1
857,HLBU,106547,10,45,G0
858,CPSU,172088,3,22,G0
859,HLXU,368713,10,22,P3
860,CPSU,172106,7,22,G0
861,HLBU,106577,8,45,G0
862,HLBU,106585,10,45,G0
863,HLXU,565349,10,42,U1
864,HLXU,565351,9,42,U1
865,HLXU,565362,7,42,U1
866,HLXU,368756,7,22,P3
867,CPSU,172152,9,22,G1
868,HLBU,106621,8,45,G0
869,HLXU,565373,5,42,U1
870,HLXU,565384,3,42,U1
871,HLXU,565385,9,42,U1
872,HLXU,368807,5,22,P3
873,CPSU,172201,6,22,G0
874,HLBU,106669,2,45,G0
875,HLXU,565423,8,42,U1
876,HLXU,368832,6,22,P3
877,HLBU,106693,8,45,G0
878,HLBU,106698,5,45,G0
879,HLXU,565462,3,42,U1
880,HLBU,172246,6,22,G1
881,HLBU,106717,4,45,G0
882,HLXU,565470,5,42,U1
883,HLBU,172255,3,22,G0
884,HLXU,565474,7,42,U1
885,CPSU,172269,6,22,G0
886,HLXU,368886,1,22,P3
887,HLBU,172282,5,22,G0
888,HLXU,368890,1,22,P3
889,HLXU,565504,4,42,U1
890,HLBU,106755,4,45,G0
891,CPSU,172299,4,22,G0
892,HLXU,565525,5,42,U1
893,HLXU,565528,1,42,U1
894,HLXU,368921,4,22,P3
895,HLXU,565534,2,42,U1
896,HLXU,368929,8,22,P3
897,HLXU,565545,0,42,U1
898,HLXU,368940,4,22,P3
899,HLBU,106799,7,45,G0
900,HLBU,106801,5,45,G0
901,HLXU,565555,3,42,U1
902,HLBU,106805,7,45,G0
903,HLXU,565559,5,42,U1
904,HLXU,368956,10,22,P3
905,HLBU,106815,10,45,G0
906,HLXU,368959,6,22,P3
907,CPSU,172353,7,22,G1
908,HLBU,172354,4,22,G1
909,HLXU,565571,7,42,U1
910,HLXU,565573,8,42,U1
911,HLBU,106833,4,45,G0
912,CPSU,172374,8,22,G0
913,HLBU,172375,5,22,G1
914,HLBU,106842,1,45,G0
915,HLBU,172381,6,22,G1
916,HLXU,368989,4,22,P3
917,CPSU,172383,5,22,G0
918,HLXU,369002,5,22,P3
919,HLBU,172400,5,22,G1
920,HLBU,106866,9,45,G0
921,HLBU,106871,4,45,G0
922,CPSU,172418,10,22,G1
923,HLXU,565643,6,42,U1
924,CPSU,172446,7,22,G1
925,HLBU,106913,5,45,G0
926,CPSU,172458,0,22,G1
927,HLXU,369071,9,22,P3
928,HLXU,369073,10,22,P3
929,HLBU,106935,1,45,G0
930,HLXU,565700,5,42,U1
931,HLXU,565701,0,42,U1
932,HLXU,565704,7,42,U1
933,HLXU,565707,3,42,U1
934,HLXU,565716,0,42,U1
935,HLBU,106968,6,45,G0
936,HLXU,565722,1,42,U1
937,HLXU,369127,4,22,P3
938,HLBU,106988,1,45,G0
939,HLXU,565751,4,42,U1
940,HLXU,369148,5,22,P3
941,HLBU,107010,10,45,G0
942,HLXU,565765,9,42,U1
943,HLBU,172552,6,22,G1
944,HLXU,565770,4,42,U1
945,HLXU,565772,5,42,U1
946,HLXU,565780,7,42,U1
947,CPSU,172566,9,22,G1
948,HLXU,369175,7,22,P3
949,HLXU,565783,3,42,U1
950,HLXU,369174,1,22,P3
951,HLXU,369180,2,22,P3
952,HLBU,172573,7,22,G0
953,CPSU,172580,1,22,G1
954,CPSU,172626,4,22,G0
955,CPSU,172629,0,22,G0
956,HLBU,107103,10,45,G0
957,HLBU,172641,4,22,G1
958,HLXU,565858,9,42,U1
959,CPSU,172644,9,22,G0
960,CPSU,172646,10,22,G0
961,HLBU,107118,10,45,G0
962,HLXU,565901,3,42,U1
963,HLBU,107155,4,45,G0
964,CPSU,172729,7,22,G1
965,HLBU,172730,2,22,G1
966,HLBU,107195,5,45,G0
967,CPSU,172736,3,22,G0
968,HLBU,107211,8,45,G0
969,HLBU,107215,10,45,G0
970,CPSU,172752,7,22,G0
971,HLBU,172757,6,22,G0
972,HLBU,107224,7,45,G0
973,HLXU,565976,10,42,U1
974,HLXU,566008,2,42,U1
975,HLXU,566026,7,42,U1
976,HLXU,566034,9,42,U1
977,HLXU,566067,3,42,U1
978,CPSU,172874,10,22,G0
979,HLBU,107355,7,45,G0
980,HLXU,566110,8,42,U1
981,HLXU,566113,4,42,U1
982,HLBU,172913,6,22,G0
983,HLBU,107387,6,45,G0
984,HLBU,107397,9,45,G0
985,HLBU,107405,10,45,G0
986,HLXU,566158,2,42,U1
987,HLBU,172950,0,22,G1
988,HLBU,172979,5,22,G0
989,CPSU,172996,2,22,G1
990,CPSU,173002,7,22,G1
991,CPSU,173015,6,22,G0
992,HLXU,566232,0,42,U1
993,HLBU,173019,10,22,G1
994,HLXU,566257,3,42,U1
995,HLXU,566260,8,42,U1
996,HLXU,467963,2,42,U6
997,HLXU,566272,1,42,U1
998,HLBU,107525,1,45,G0
999,HLBU,107530,7,45,G0
1000,HLXU,566298,10,42,U1
1001,CPSU,173082,9,22,G0
1002,CPSU,173088,1,22,G1
1003,HLXU,566316,3,42,U1
1004,HLBU,107570,8,45,G0
1005,HLBU,107572,9,45,G0
1006,HLBU,173126,2,22,G1
1007,HLXU,566353,8,42,U1
1008,HLBU,107612,9,45,G0
1009,HLBU,173153,4,22,G1
1010,HLBU,107617,6,45,G0
1011,HLXU,566407,2,42,U1
1012,HLBU,173194,0,22,G1
1013,HLXU,566420,10,42,U1
1014,HLBU,107671,10,45,G0
1015,HLBU,107678,8,45,G0
1016,CPSU,173235,4,22,G0
1017,HLBU,107707,10,45,G0
1018,HLXU,566466,3,42,U1
1019,HLBU,173257,2,22,G1
1020,HLBU,107736,2,45,G0
1021,HLXU,566493,5,42,U1
1022,HLBU,107750,5,45,G0
1023,HLBU,173288,6,22,G1
1024,HLBU,173289,1,22,G0
1025,HLXU,566510,3,42,U1
1026,CPSU,173295,0,22,G1
1027,HLXU,566518,7,42,U1
1028,CPSU,173318,1,22,G1
1029,HLBU,173321,8,22,G1
1030,HLXU,566543,8,42,U1
1031,HLBU,107804,10,45,G0
1032,HLBU,173352,1,22,G1
1033,HLBU,173377,4,22,G1
1034,HLBU,173382,10,22,G0
1035,HLBU,107851,7,45,G0
1036,HLBU,173394,3,22,G0
1037,HLXU,566612,0,42,U1
1038,CPSU,173397,8,22,G0
1039,HLBU,107866,7,45,G0
1040,CPSU,173419,3,22,G1
1041,HLBU,107897,0,45,G0
1042,HLBU,107904,6,45,G0
1043,HLBU,173464,1,22,G0
1044,CPSU,173468,1,22,G1
1045,HLXU,566693,8,42,U1
1046,HLXU,665009,4,45,U6
1047,HLXU,665012,9,45,U6
1048,CPSU,173496,9,22,G1
1049,HLBU,107962,1,45,G0
1050,HLBU,107963,7,45,G0
1051,HLXU,665020,0,45,U6
1052,HLXU,665030,3,45,U6
1053,HLXU,665047,4,45,U6
1054,HLBU,107999,8,45,G0
1055,HLXU,665067,10,45,U6
1056,HLBU,108015,5,45,G0
1057,HLBU,108016,0,45,G0
1058,HLBU,108025,8,45,G0
1059,HLBU,108039,2,45,G0
1060,HLBU,108068,5,45,G0
1061,HLBU,108069,0,45,G0
1062,CPSU,173609,3,22,G1
1063,HLBU,108075,1,45,G0
1064,HLXU,665151,0,45,U6
1065,HLBU,173642,8,22,G0
1066,HLXU,665187,1,45,U6
1067,HLBU,108134,1,45,G0
1068,HLBU,108138,3,45,G0
1069,HLXU,665195,3,45,U6
1070,HLBU,108144,4,45,G0
1071,HLXU,665205,5,45,U6
1072,HLXU,665229,2,45,U6
1073,HLXU,665252,2,45,U6
1074,HLXU,665258,5,45,U6
1075,HLXU,665261,10,45,U6
1076,HLXU,665270,7,45,U6
1077,HLBU,108222,4,45,G0
1078,CPSU,173763,3,22,G1
1079,HLBU,108230,6,45,G0
1080,HLXU,665286,2,45,U6
1081,HLXU,665293,9,45,U6
1082,HLXU,665297,0,45,U6
1083,HLXU,665313,3,45,U6
1084,HLXU,665322,0,45,U6
1085,HLXU,665327,8,45,U6
1086,HLBU,173817,10,22,G1
1087,CPSU,173821,8,22,G0
1088,HLBU,173823,0,22,G0
1089,HLBU,108302,5,45,G0
1090,CPSU,173844,10,22,G1
1091,HLXU,665365,8,45,U6
1092,HLBU,108324,1,45,G0
1093,HLXU,665399,8,45,U6
1094,HLXU,665408,4,45,U6
1095,HLBU,141124,8,45,G0
1096,CPSU,173894,3,22,G0
1097,HLBU,141129,5,45,G0
1098,HLBU,108367,9,45,G0
1099,CPSU,173903,10,22,G1
1100,HLBU,141137,7,45,G0
1101,HLBU,141138,2,45,G0
1102,HLBU,108368,4,45,G0
1103,HLBU,141144,3,45,G0
1104,HLBU,108381,1,45,G0
1105,HLXU,665447,10,45,U6
1106,HLBU,108391,4,45,G0
1107,HLXU,665449,0,45,U6
1108,HLBU,108408,4,45,G0
1109,HLBU,108409,10,45,G0
1110,HLBU,141179,9,45,G0
1111,HLBU,141180,2,45,G0
1112,HLBU,108413,10,45,G0
1113,HLBU,141194,7,45,G0
1114,HLBU,108427,4,45,G0
1115,CPSU,173971,8,22,G0
1116,HLBU,108436,1,45,G0
1117,HLXU,665493,1,45,U6
1118,HLXU,665496,8,45,U6
1119,HLBU,141210,10,45,G0
1120,HLBU,173992,0,22,G1
1121,HLBU,141224,4,45,G0
1122,HLBU,173995,7,22,G1
1123,HLXU,665521,8,45,U6
1124,HLBU,174006,9,22,G0
1125,HLBU,174014,0,22,G0
1126,HLBU,141272,7,45,G0
1127,HLXU,665584,0,45,U6
1128,HLBU,141297,10,45,G0
1129,HLXU,665587,7,45,U6
1130,HLXU,665588,2,45,U6
1131,HLBU,141300,3,45,G0
1132,HLBU,141302,4,45,G0
1133,HLXU,665592,2,45,U6
1134,HLBU,141311,1,45,G0
1135,HLBU,108545,5,45,G0
1136,HLBU,108552,1,45,G0
1137,HLBU,141330,1,45,G0
1138,HLBU,108568,7,45,G0
1139,HLXU,665632,2,45,U6
1140,HLBU,174114,7,22,G0
1141,HLXU,665637,10,45,U6
1142,HLXU,665649,3,45,U6
1143,HLXU,665652,8,45,U6
1144,CPSU,174135,6,22,G1
1145,HLBU,141372,3,45,G0
1146,CPSU,174142,2,22,G1
1147,CPSU,174156,7,22,G0
1148,HLBU,141391,3,45,G0
1149,HLBU,108636,4,45,G0
1150,HLBU,174177,10,22,G1
1151,HLBU,174178,5,22,G0
1152,HLXU,665699,7,45,U6
1153,HLBU,141415,10,45,G0
1154,HLXU,665724,7,45,U6
1155,HLBU,141440,0,45,G0
1156,HLXU,665731,3,45,U6
1157,HLXU,665732,9,45,U6
1158,HLXU,665742,1,45,U6
1159,HLBU,108690,8,45,G0
1160,HLXU,665751,9,45,U6
1161,HLXU,665753,10,45,U6
1162,HLBU,174234,9,22,G1
1163,CPSU,174237,3,22,G0
1164,HLBU,108708,3,45,G0
1165,HLXU,665771,4,45,U6
1166,HLXU,665774,0,45,U6
1167,HLXU,665775,6,45,U6
1168,CPSU,174264,5,22,G1
1169,HLXU,665788,5,45,U6
1170,CPSU,174270,6,22,G0
1171,HLBU,108735,5,45,G0
1172,HLBU,141507,4,45,G0
1173,HLBU,108743,7,45,G0
1174,HLBU,108760,6,45,G0
1175,HLXU,665818,2,45,U6
1176,HLBU,108765,3,45,G0
1177,HLXU,665825,9,45,U6
1178,HLBU,141538,8,45,G0
1179,HLBU,108777,7,45,G0
1180,HLBU,141551,5,45,G0
1181,HLBU,141554,1,45,G0
1182,HLBU,141555,7,45,G0
1183,HLXU,502005,9,42,G1
1184,HLBU,141575,2,45,G0
1185,HLBU,141576,8,45,G0
1186,HLBU,141579,4,45,G0
1187,CPSU,174352,8,22,G0
1188,CPSU,174358,0,22,G1
1189,HLBU,108823,8,45,G0
1190,HLBU,141590,0,45,G0
1191,CPSU,174368,3,22,G0
1192,HLXU,665890,0,45,U6
1193,HLXU,665891,6,45,U6
1194,CPSU,174376,5,22,G1
1195,HLBU,174380,7,22,G1
1196,HLXU,502060,8,42,G0
1197,HLBU,108846,10,45,G0
1198,HLBU,108848,0,45,G0
1199,CPSU,174386,8,22,G1
1200,HLBU,108860,2,45,G0
1201,HLBU,108870,5,45,G0
1202,HLBU,108879,4,45,G0
1203,HLBU,108889,7,45,G0
1204,HLBU,174428,0,22,G0
1205,HLXU,502114,2,42,G0
1206,HLXU,665957,4,45,U6
1207,HLBU,108903,9,45,G0
1208,HLBU,141673,8,45,G0
1209,HLXU,502128,7,42,G0
1210,HLBU,141682,5,45,G0
1211,HLBU,141684,6,45,G0
1212,HLBU,174455,2,22,G0
1213,HLBU,141690,7,45,G0
1214,HLXU,502141,4,42,G0
1215,HLBU,141694,9,45,G0
1216,HLBU,108935,8,45,G0
1217,HLBU,108941,9,45,G0
1218,HLXU,502164,6,42,G1
1219,HLBU,108967,7,45,G0
1220,HLBU,141745,7,45,G0
1221,HLBU,108979,0,45,G0
1222,HLBU,174516,3,22,G0
1223,CPSU,174517,7,22,G0
1224,HLBU,108984,6,45,G0
1225,HLXU,502203,0,42,G0
1226,HLBU,174524,5,22,G0
1227,HLXU,666047,2,45,U6
1228,HLBU,141760,5,45,G0
1229,HLBU,108994,9,45,G0
1230,HLXU,502214,9,42,G0
1231,HLBU,141770,8,45,G0
1232,CPSU,174539,3,22,G0
1233,HLBU,109004,5,45,G0
1234,HLBU,109003,10,45,G0
1235,HLBU,109008,7,45,G0
1236,HLXU,502227,8,42,G1
1237,CPSU,174548,0,22,G0
1238,HLBU,109014,8,45,G0
1239,HLBU,109022,10,45,G0
1240,CPSU,174579,4,22,G0
1241,CPSU,174585,5,22,G0
1242,HLXU,502271,9,42,G0
1243,HLBU,141833,10,45,G0
1244,CPSU,174602,3,22,G1
1245,HLBU,109070,2,45,G0
1246,HLBU,109073,9,45,G0
1247,CPSU,174610,5,22,G0
1248,HLXU,502291,4,42,G1
1249,HLXU,666129,4,45,U6
1250,HLXU,502289,5,42,G1
1251,HLXU,666135,5,45,U6
1252,HLBU,109086,8,45,G0
1253,HLXU,502304,2,42,G0
1254,HLBU,141857,7,45,G0
1255,HLBU,109094,10,45,G0
1256,CPSU,174637,9,22,G1
1257,HLBU,109101,5,45,G0
1258,HLXU,666161,1,45,U6
1259,HLBU,141876,7,45,G0
1260,HLBU,174653,4,22,G0
1261,HLXU,666176,1,45,U6
1262,HLXU,666181,7,45,U6
1263,HLBU,174664,2,22,G1
1264,HLXU,502346,4,42,G0
1265,HLBU,109131,3,45,G0
1266,HLBU,109134,10,45,G0
1267,HLXU,666199,3,45,U6
1268,HLXU,502360,7,42,G1
1269,HLXU,502364,9,42,G0
1270,HLBU,141918,8,45,G0
1271,HLXU,666211,4,45,U6
1272,HLBU,174693,5,22,G0
1273,HLBU,174695,6,22,G1
1274,HLBU,141928,0,45,G0
1275,HLXU,502380,2,42,G1
1276,HLXU,502385,10,42,G0
1277,HLXU,502387,0,42,G1
1278,HLBU,109175,6,45,G0
1279,HLXU,666247,5,45,U6
1280,HLXU,502410,10,42,G0
1281,HLBU,174736,1,22,G0
1282,HLXU,666268,6,45,U6
1283,HLBU,141981,9,45,G0
1284,HLBU,174757,2,22,G1
1285,HLBU,109222,2,45,G0
1286,HLBU,141991,1,45,G0
1287,HLXU,502446,0,42,G1
1288,HLXU,666287,6,45,U6
1289,HLBU,174773,6,22,G1
1290,CPSU,174786,3,22,G0
1291,HLBU,142026,0,45,G0
1292,HLBU,109261,8,45,G0
1293,HLBU,174800,7,22,G1
1294,HLBU,142036,3,45,G0
1295,HLXU,666332,1,45,U6
1296,HLXU,502493,8,42,G0
1297,HLBU,109291,6,45,G0
1298,HLXU,502512,7,42,G0
1299,CPSU,174852,10,22,G0
1300,HLXU,371460,10,22,R1
1301,HLXU,371466,2,22,R9
1302,HLBU,142097,5,45,G0
1303,HLBU,174874,8,22,G0
1304,HLXU,502577,0,42,G1
1305,HLXU,371512,3,22,R1
1306,HLXU,371513,9,22,R9
1307,CPSU,174906,4,22,G1
1308,HLXU,502589,4,42,G1
1309,HLXU,371521,0,22,R1
1310,CPSU,174918,8,22,G1
1311,CPSU,174919,3,22,G0
1312,CPSU,174920,7,22,G0
1313,HLBU,142153,9,45,G0
1314,HLXU,371531,3,22,R9
1315,HLBU,142173,4,45,G0
1316,HLBU,142178,1,45,G0
1317,HLXU,371560,6,22,R9
1318,HLXU,502636,0,42,G1
1319,HLBU,142189,10,45,G0
1320,HLBU,142192,4,45,G0
1321,HLXU,502657,1,42,G0
1322,HLXU,502658,7,42,G1
1323,HLXU,371587,10,22,R9
1324,HLXU,371591,10,22,R1
1325,HLXU,371608,10,22,R9
1326,HLXU,502686,4,42,G0
1327,CPSU,175014,7,22,G0
1328,HLXU,502701,1,42,G0
1329,HLXU,371629,0,22,R1
1330,HLXU,371632,5,22,R9
1331,HLXU,502710,9,42,G0
1332,CPSU,175031,6,22,G0
1333,CPSU,175035,8,22,G1
1334,HLXU,502725,9,42,G1
1335,HLXU,502731,10,42,G1
1336,HLXU,502738,8,42,G0
1337,HLXU,502740,7,42,G1
1338,HLBU,142296,2,45,G0
1339,HLBU,175064,2,45,G0
1340,HLBU,175074,5,45,G0
1341,HLXU,371691,6,22,R9
1342,CPSU,175090,7,22,G0
1343,HLXU,502771,0,42,G1
1344,HLBU,142324,9,45,G0
1345,HLXU,371702,3,22,R1
1346,HLBU,175095,6,45,G0
1347,HLBU,175098,2,45,G0
1348,CPSU,175107,7,22,G0
1349,CPSU,175115,9,22,G1
1350,HLBU,175122,7,45,G0
1351,HLBU,142357,3,45,G0
1352,CPSU,175125,1,22,G0
1353,HLBU,142362,9,45,G0
1354,HLBU,142364,10,45,G0
1355,CPSU,175134,9,22,G0
1356,HLXU,371745,0,22,R1
1357,HLXU,502818,9,42,G0
1358,CPSU,175140,10,22,G1
1359,HLBU,142374,2,45,G0
1360,HLXU,371751,1,22,R1
1361,HLBU,142379,10,45,G0
1362,HLXU,371756,9,22,R1
1363,HLBU,142381,9,45,G0
1364,HLBU,142396,9,45,G0
1365,HLXU,371778,5,22,R9
1366,CPSU,175173,4,22,G1
1367,HLXU,371783,0,22,R1
1368,HLXU,502857,4,42,G1
1369,CPSU,175202,6,22,G0
1370,CPSU,175204,7,22,G1
1371,HLBU,142443,5,45,G0
1372,HLXU,371820,4,22,R1
1373,HLXU,502893,3,42,G0
1374,HLBU,142452,2,45,G0
1375,HLXU,502900,9,42,G1
1376,HLXU,502907,7,42,G0
1377,CPSU,175238,7,22,G0
1378,HLXU,371846,2,22,R9
1379,CPSU,175249,5,22,G0
1380,CPSU,175250,9,22,G1
1381,CPSU,175256,1,22,G0
1382,HLXU,371867,3,22,R1
1383,HLBU,142492,3,45,G0
1384,CPSU,175260,1,22,G1
1385,HLBU,142496,5,45,G0
1386,HLXU,502947,8,42,G0
1387,HLBU,142500,4,45,G0
1388,HLXU,502950,2,42,G1
1389,HLXU,502954,4,42,G1
1390,CPSU,175275,1,22,G1
1391,HLBU,142506,7,45,G0
1392,CPSU,175278,8,22,G1
1393,CPSU,175287,5,22,G1
1394,HLBU,142521,5,45,G0
1395,CPSU,175296,2,22,G0
1396,HLXU,502979,7,42,G1
1397,HLXU,502980,0,42,G1
1398,HLBU,142541,0,45,G0
1399,CPSU,175310,4,22,G0
1400,HLXU,502995,0,42,G0
1401,HLXU,371933,10,22,R1
1402,CPSU,175326,10,22,G0
1403,CPSU,175329,6,22,G0
1404,HLXU,371938,7,22,R9
1405,HLBU,142572,4,45,G0
1406,HLXU,503026,8,42,G1
1407,HLBU,142582,7,45,G0
1408,HLBU,142583,2,45,G0
1409,CPSU,175358,9,22,G0
1410,HLBU,142592,10,45,G0
1411,CPSU,175375,8,22,G1
1412,HLXU,503056,6,42,G0
1413,HLBU,142611,9,45,G0
1414,HLXU,503065,3,42,G1
1415,HLBU,142634,0,45,G0
1416,CPSU,175402,9,22,G0
1417,CPSU,175407,6,22,G1
1418,HLBU,142639,8,45,G0
1419,HLBU,142640,1,45,G0
1420,CPSU,175411,6,22,G1
1421,CPSU,175414,2,22,G0
1422,CPSU,175417,9,22,G0
1423,HLBU,142663,3,45,G0
1424,HLXU,503136,7,42,G1
1425,HLXU,503142,8,42,G0
1426,HLXU,503148,0,42,G0
1427,CPSU,175476,10,22,G1
1428,HLXU,503158,3,42,G1
1429,HLBU,142712,0,45,G0
1430,CPSU,175482,0,22,G0
1431,HLXU,503167,0,42,G0
1432,CPSU,175489,9,22,G0
1433,HLBU,142722,3,45,G0
1434,HLBU,142728,6,45,G0
1435,HLBU,142737,3,45,G0
1436,CPSU,175507,2,22,G0
1437,HLBU,142748,1,45,G0
1438,HLXU,503203,9,42,G0
1439,CPSU,175527,8,22,G1
1440,CPSU,175530,2,22,G1
1441,HLBU,142762,4,45,G0
1442,HLXU,503222,9,42,G1
1443,CPSU,175547,3,22,G1
1444,CPSU,175551,3,22,G1
1445,CPSU,175553,4,22,G0
1446,CPSU,175555,5,22,G0
1447,HLBU,142795,9,45,G0
1448,HLXU,503247,1,42,G1
1449,HLXU,503250,6,42,G1
1450,CPSU,175581,1,22,G0
1451,HLXU,503264,0,42,G1
1452,CPSU,175586,9,22,G1
1453,HLXU,503301,4,42,G1
1454,HLBU,142855,4,45,G0
1455,CPSU,175630,9,22,G0
1456,HLBU,142863,6,45,G0
1457,CPSU,175647,10,22,G1
1458,CPSU,175649,0,22,G0
1459,HLBU,142881,0,45,G0
1460,CPSU,175651,10,22,G0
1461,CPSU,175660,7,22,G1
1462,CPSU,175667,5,22,G0
1463,CPSU,175679,9,22,G1
1464,HLBU,142915,10,45,G0
1465,HLBU,142916,5,45,G0
1466,HLXU,503363,1,42,G1
1467,HLXU,503366,8,42,G1
1468,HLBU,142925,2,45,G0
1469,HLBU,142932,9,45,G0
1470,HLBU,142935,5,45,G0
1471,HLXU,503384,2,42,G0
1472,CPSU,175711,5,22,G0
1473,HLBU,142947,9,45,G0
1474,HLBU,142990,4,45,G0
1475,HLXU,503439,2,42,G0
1476,HLXU,503443,2,42,G0
1477,HLBU,142996,7,45,G0
1478,CPSU,175765,0,22,G0
1479,CPSU,175769,2,22,G0
1480,HLBU,143004,2,45,G0
1481,HLXU,503455,6,42,G1
1482,HLXU,503468,5,42,G0
1483,CPSU,175790,1,22,G0
1484,HLXU,503479,3,42,G1
1485,HLXU,503485,4,42,G0
1486,HLBU,143037,7,45,G0
1487,HLBU,143045,9,45,G0
1488,HLXU,503497,8,42,G1
1489,CPSU,175819,5,22,G1
1490,HLBU,143057,2,45,G0
1491,CPSU,175834,3,22,G1
1492,HLXU,503522,8,42,G0
1493,HLBU,143089,1,45,G0
1494,CPSU,175859,6,22,G0
1495,HLXU,503545,10,42,G0
1496,HLXU,503550,5,42,G1
1497,HLXU,503552,6,42,G0
1498,HLXU,503556,8,42,G0
1499,HLXU,339717,2,22,G0
1500,CPSU,175887,3,22,G1
1501,HLBU,143134,7,45,G0
1502,CPSU,175902,0,22,G1
1503,HLXU,339749,1,22,G1
1504,HLXU,503594,8,42,G1
1505,HLXU,339759,4,22,G1
1506,CPSU,175921,0,22,G1
1507,HLXU,339765,5,22,G0
1508,CPSU,175927,3,22,G1
1509,HLXU,339769,7,22,G1
1510,HLXU,503616,3,42,G1
1511,HLXU,339780,3,22,G1
1512,HLXU,503627,1,42,G0
1513,HLXU,503632,7,42,G1
1514,HLXU,503633,2,42,G0
1515,HLBU,143195,9,45,G0
1516,CPSU,175967,4,22,G1
1517,HLXU,339821,9,22,G0
1518,HLBU,143214,8,45,G0
1519,HLBU,143217,4,45,G0
1520,HLXU,339828,7,22,G1
1521,HLXU,503684,1,42,G0
1522,HLXU,503685,7,42,G1
1523,HLBU,143238,5,45,G0
1524,HLXU,503690,2,42,G0
1525,CPSU,176015,0,22,G1
1526,CPSU,176016,6,22,G1
1527,CPSU,176023,2,22,G0
1528,HLXU,503704,6,42,G0
1529,HLXU,503708,8,42,G0
1530,HLXU,339869,3,22,G0
1531,CPSU,176035,6,22,G1
1532,HLXU,503716,10,42,G1
1533,HLXU,339887,8,22,G0
1534,CPSU,176052,5,22,G0
1535,CPSU,176059,3,22,G0
1536,HLXU,536509,2,42,G0
1537,HLXU,339908,8,22,G1
1538,HLXU,536524,0,42,G0
1539,CPSU,176082,3,22,G1
1540,CPSU,176085,10,22,G1
1541,HLXU,503770,3,42,G0
1542,CPSU,176096,8,22,G0
1543,HLXU,536548,8,42,G0
1544,HLXU,536549,3,42,G1
1545,HLXU,536556,10,42,G1
1546,HLXU,339950,8,22,G0
1547,HLXU,503792,10,42,G0
1548,HLXU,339974,5,22,G0
1549,HLXU,536584,7,42,G1
1550,HLXU,503818,7,42,G0
1551,HLXU,339985,3,22,G0
1552,HLBU,143377,7,45,G0
1553,HLXU,503831,4,42,G0
1554,HLXU,340003,9,22,G1
1555,HLXU,340006,5,22,G1
1556,CPSU,176176,9,22,G0
1557,HLXU,503858,8,42,G0
1558,HLXU,340019,4,22,G0
1559,HLXU,340025,5,22,G0
1560,HLXU,536633,4,42,G0
1561,HLXU,340028,1,22,G1
1562,HLXU,503870,10,42,G0
1563,HLXU,372802,8,22,R1
1564,HLXU,503876,2,42,G0
1565,HLXU,340038,4,22,G0
1566,HLXU,503880,2,42,G0
1567,HLXU,503881,8,42,G0
1568,HLXU,340041,9,22,G1
1569,HLXU,372814,1,22,R1
1570,CPSU,176214,8,22,G0
1571,HLXU,372826,5,22,R1
1572,HLXU,372834,7,22,R9
1573,HLXU,340068,2,22,G1
1574,HLXU,372837,3,22,R9
1575,HLXU,372838,9,22,R9
1576,HLXU,340071,7,22,G1
1577,HLXU,503927,0,42,G1
1578,HLBU,143485,5,45,G0
1579,HLXU,503937,3,42,G0
1580,HLXU,340098,0,22,G0
1581,HLXU,503939,4,42,G0
1582,HLXU,372872,7,22,R1
1583,HLXU,536718,2,42,G1
1584,HLXU,372883,5,22,R1
1585,HLXU,340118,5,22,G0
1586,HLBU,143512,6,45,G0
1587,HLXU,536731,10,42,G1
1588,HLXU,536734,6,42,G1
1589,HLXU,372897,10,22,R9
1590,HLXU,503981,4,42,G1
1591,HLXU,503982,10,42,G1
1592,HLXU,536755,7,42,G1
1593,CPSU,176315,10,22,G1
1594,HLBU,143552,7,45,G0
1595,CPSU,176322,6,22,G0
1596,HLXU,536774,7,42,G1
1597,HLXU,536776,8,42,G0
1598,HLXU,340175,5,22,G0
1599,HLBU,143573,8,45,G0
1600,HLXU,340183,7,22,G1
1601,CPSU,176343,7,22,G1
1602,HLXU,372957,5,22,R1
1603,HLXU,340189,10,22,G1
