Leg Schedule Key,Leg Key,Origin Port Scheduled Departure Date,Destination Port Scheduled Arrival Date,Origin Port Actual Departure Date,Destination Port Actual Arrival Date
433,229,2018-04-27,2018-06-16,2018-05-02,2018-06-21
434,230,2018-06-17,2018-06-16,2018-06-27,2018-07-18
435,231,2018-07-09,2018-07-08,2018-07-20,2018-07-30
436,232,2018-07-20,2018-07-19,2018-08-01,2018-08-18
437,233,2018-02-18,2018-02-19,2018-02-21,2018-02-22
438,234,2018-02-21,2018-02-19,2018-02-26,2018-04-02
439,235,2018-03-15,2018-03-15,2018-04-08,2018-04-19
440,236,2018-03-28,2018-03-26,2018-04-21,2018-05-05
441,237,2018-04-05,2018-04-04,2018-05-08,2018-05-31
442,233,2018-06-19,2018-06-19,2018-06-22,2018-06-22
443,234,2018-06-22,2018-06-19,2018-06-24,2018-07-09
444,235,2018-07-10,2018-07-07,2018-07-13,2018-07-20
445,236,2018-07-18,2018-07-17,2018-07-26,2018-07-30
446,237,2018-07-25,2018-07-22,2018-08-01,2018-08-16
447,238,2018-03-11,2018-03-15,2018-03-14,2018-03-31
448,239,2018-03-16,2018-03-15,2018-04-02,2018-04-08
449,240,2018-03-22,2018-03-22,2018-04-15,2018-04-22
450,241,2018-03-29,2018-03-29,2018-04-24,2018-05-01
451,238,2018-01-12,2018-01-21,2018-01-12,2018-01-21
452,239,2018-01-26,2018-01-21,2018-01-22,2018-02-02
453,240,2018-02-07,2018-02-06,2018-02-06,2018-02-20
454,241,2018-02-23,2018-02-21,2018-02-22,2018-03-07
455,242,2018-08-09,2018-09-06,2018-08-10,2018-09-07
456,243,2018-09-07,2018-09-06,2018-09-09,2018-09-13
457,244,2018-09-15,2018-09-11,2018-09-14,2018-10-20
458,245,2018-10-22,2018-10-21,2018-10-22,2018-12-03
459,246,2018-12-05,2018-12-03,2018-12-05,2018-12-11
460,242,2018-09-19,2018-09-30,2018-09-25,2018-10-06
461,243,2018-10-02,2018-09-30,2018-10-10,2018-10-11
462,244,2018-10-03,2018-10-03,2018-10-13,2018-10-27
463,245,2018-10-17,2018-10-17,2018-10-30,2018-11-16
464,246,2018-11-04,2018-11-03,2018-11-18,2018-11-20
465,247,2018-08-01,2018-08-22,2018-08-01,2018-09-02
466,248,2018-08-23,2018-08-22,2018-09-05,2018-09-13
467,249,2018-09-01,2018-08-31,2018-09-14,2018-09-29
468,250,2018-09-05,2018-09-05,2018-09-30,2018-10-03
469,251,2018-09-09,2018-09-08,2018-10-07,2018-10-14
470,247,2018-03-14,2018-05-01,2018-03-15,2018-05-02
471,248,2018-05-02,2018-05-01,2018-05-06,2018-05-25
472,249,2018-05-22,2018-05-21,2018-05-30,2018-06-09
473,250,2018-06-01,2018-06-01,2018-06-10,2018-06-16
474,251,2018-06-10,2018-06-07,2018-06-17,2018-07-04
475,252,2018-10-04,2018-10-18,2018-10-04,2018-10-18
476,253,2018-10-18,2018-10-18,2018-10-22,2018-11-02
477,254,2018-10-30,2018-10-29,2018-11-04,2018-11-21
478,255,2018-11-04,2018-11-04,2018-11-22,2018-11-25
479,252,2018-04-24,2018-05-26,2018-05-01,2018-06-02
480,253,2018-05-30,2018-05-26,2018-06-04,2018-06-29
481,254,2018-06-26,2018-06-24,2018-07-06,2018-07-18
482,255,2018-07-08,2018-07-08,2018-07-21,2018-07-29
483,256,2018-01-31,2018-02-17,2018-02-02,2018-02-19
484,257,2018-02-20,2018-02-17,2018-02-23,2018-03-11
485,256,2018-02-28,2018-03-14,2018-03-01,2018-03-15
486,257,2018-03-17,2018-03-14,2018-03-19,2018-04-02
487,258,2018-05-25,2018-05-29,2018-05-25,2018-05-29
488,259,2018-05-30,2018-05-29,2018-05-31,2018-06-17
489,260,2018-06-04,2018-06-02,2018-06-21,2018-06-24
490,154,2018-06-08,2018-06-07,2018-06-25,2018-07-01
491,258,2018-03-27,2018-03-30,2018-03-30,2018-04-02
492,259,2018-04-05,2018-03-30,2018-04-08,2018-04-11
493,260,2018-04-10,2018-04-08,2018-04-11,2018-04-14
494,154,2018-04-15,2018-04-13,2018-04-15,2018-04-20
495,261,2018-01-11,2018-01-21,2018-01-12,2018-01-22
496,262,2018-01-22,2018-01-21,2018-01-23,2018-02-09
497,263,2018-02-10,2018-02-08,2018-02-12,2018-03-02
498,264,2018-03-01,2018-02-28,2018-03-06,2018-03-16
499,265,2018-03-11,2018-03-11,2018-03-20,2018-03-27
500,261,2018-06-05,2018-06-13,2018-06-05,2018-06-13
501,262,2018-06-13,2018-06-13,2018-06-19,2018-07-04
502,263,2018-07-01,2018-06-28,2018-07-04,2018-07-19
503,264,2018-07-16,2018-07-16,2018-07-20,2018-07-29
504,265,2018-07-25,2018-07-25,2018-07-29,2018-08-04
505,266,2018-07-16,2018-09-13,2018-07-17,2018-09-14
506,267,2018-09-15,2018-09-13,2018-09-16,2018-10-04
507,268,2018-10-07,2018-10-03,2018-10-05,2018-11-20
508,266,2018-09-09,2018-10-07,2018-09-10,2018-10-08
509,267,2018-10-09,2018-10-07,2018-10-09,2018-10-18
510,268,2018-10-18,2018-10-18,2018-10-18,2018-11-09
511,269,2018-03-14,2018-04-15,2018-03-16,2018-04-21
512,270,2018-04-16,2018-04-15,2018-04-21,2018-04-23
513,271,2018-04-21,2018-04-18,2018-04-27,2018-05-17
514,272,2018-05-12,2018-05-11,2018-05-20,2018-06-28
515,269,2018-06-15,2018-07-02,2018-06-18,2018-07-05
516,270,2018-07-03,2018-07-02,2018-07-07,2018-07-08
517,271,2018-07-04,2018-07-04,2018-07-09,2018-07-20
518,272,2018-07-15,2018-07-15,2018-07-24,2018-08-14
519,273,2018-04-09,2018-04-12,2018-04-10,2018-04-13
520,274,2018-04-12,2018-04-12,2018-04-16,2018-04-22
521,275,2018-04-19,2018-04-18,2018-04-22,2018-05-08
522,276,2018-05-08,2018-05-05,2018-05-14,2018-05-17
523,273,2018-02-26,2018-03-05,2018-02-27,2018-03-06
524,274,2018-03-05,2018-03-05,2018-03-09,2018-03-21
525,275,2018-03-18,2018-03-17,2018-03-22,2018-04-25
526,276,2018-04-22,2018-04-21,2018-04-27,2018-05-04
527,277,2018-01-21,2018-01-29,2018-01-25,2018-02-02
528,278,2018-01-29,2018-01-29,2018-02-04,2018-03-19
529,279,2018-03-15,2018-03-13,2018-03-22,2018-04-21
530,280,2018-04-16,2018-04-14,2018-04-23,2018-06-02
531,164,2018-05-29,2018-05-26,2018-06-03,2018-06-07
532,277,2018-09-16,2018-09-18,2018-09-17,2018-09-19
533,278,2018-09-20,2018-09-18,2018-09-22,2018-10-07
534,279,2018-10-07,2018-10-05,2018-10-07,2018-10-17
535,280,2018-10-18,2018-10-17,2018-10-19,2018-11-01
536,164,2018-11-04,2018-10-31,2018-11-01,2018-11-02
537,281,2018-01-22,2018-02-10,2018-01-25,2018-02-13
538,282,2018-02-11,2018-02-10,2018-02-15,2018-02-17
539,283,2018-02-15,2018-02-13,2018-02-20,2018-02-23
540,284,2018-02-18,2018-02-18,2018-02-24,2018-03-03
541,281,2018-08-01,2018-09-13,2018-08-02,2018-09-14
542,282,2018-09-13,2018-09-13,2018-09-15,2018-09-21
543,283,2018-09-22,2018-09-19,2018-09-30,2018-10-08
544,284,2018-10-02,2018-09-30,2018-10-11,2018-10-28
545,287,2018-07-06,2018-07-10,2018-07-09,2018-07-13
546,288,2018-07-10,2018-07-10,2018-07-14,2018-07-25
547,289,2018-07-23,2018-07-21,2018-07-27,2018-08-10
548,290,2018-08-08,2018-08-06,2018-08-11,2018-08-12
549,287,2018-06-23,2018-06-27,2018-06-24,2018-06-28
550,288,2018-06-27,2018-06-27,2018-06-29,2018-07-12
551,289,2018-07-09,2018-07-07,2018-07-13,2018-07-26
552,290,2018-07-24,2018-07-22,2018-07-26,2018-07-27
553,291,2018-01-22,2018-01-28,2018-01-29,2018-02-04
554,292,2018-01-31,2018-01-28,2018-02-08,2018-03-01
555,293,2018-02-22,2018-02-21,2018-03-02,2018-04-01
556,294,2018-03-25,2018-03-24,2018-04-03,2018-04-05
557,295,2018-03-30,2018-03-27,2018-04-06,2018-04-17
558,291,2018-04-17,2018-04-19,2018-04-18,2018-04-20
559,292,2018-04-21,2018-04-19,2018-04-21,2018-04-28
560,293,2018-04-29,2018-04-28,2018-04-28,2018-05-08
561,294,2018-05-09,2018-05-09,2018-05-09,2018-05-09
562,295,2018-05-11,2018-05-09,2018-05-09,2018-05-12
563,296,2018-08-25,2018-09-09,2018-08-26,2018-09-10
564,297,2018-09-10,2018-09-09,2018-09-11,2018-09-20
565,298,2018-09-20,2018-09-19,2018-09-20,2018-09-27
566,299,2018-09-29,2018-09-27,2018-09-27,2018-09-29
567,300,2018-10-02,2018-10-01,2018-09-30,2018-10-18
568,296,2018-01-05,2018-01-21,2018-01-07,2018-01-23
569,297,2018-01-22,2018-01-21,2018-01-24,2018-02-03
570,298,2018-02-01,2018-02-01,2018-02-04,2018-02-12
571,299,2018-02-10,2018-02-09,2018-02-14,2018-02-16
572,300,2018-02-15,2018-02-12,2018-02-18,2018-03-09
573,301,2018-08-07,2018-08-20,2018-08-08,2018-08-21
574,302,2018-08-20,2018-08-20,2018-08-21,2018-09-19
575,301,2018-06-25,2018-07-06,2018-06-26,2018-07-07
576,302,2018-07-08,2018-07-06,2018-07-09,2018-07-26
577,307,2018-09-12,2018-09-23,2018-09-14,2018-09-25
578,308,2018-09-24,2018-09-23,2018-09-27,2018-09-28
579,309,2018-09-26,2018-09-25,2018-09-30,2018-10-25
580,310,2018-10-23,2018-10-21,2018-10-28,2018-11-03
581,307,2018-04-06,2018-04-20,2018-04-06,2018-04-26
582,308,2018-04-22,2018-04-20,2018-04-29,2018-05-01
583,309,2018-04-25,2018-04-24,2018-05-02,2018-06-02
584,310,2018-05-29,2018-05-26,2018-06-03,2018-06-16
585,311,2018-06-21,2018-07-06,2018-06-26,2018-07-11
586,312,2018-07-07,2018-07-06,2018-07-13,2018-07-24
587,313,2018-07-19,2018-07-18,2018-07-31,2018-08-07
588,314,2018-07-28,2018-07-26,2018-08-07,2018-08-30
589,315,2018-08-20,2018-08-20,2018-08-31,2018-09-16
590,311,2018-07-19,2018-07-26,2018-07-21,2018-07-28
591,312,2018-07-27,2018-07-26,2018-07-29,2018-08-03
592,313,2018-08-01,2018-08-01,2018-08-03,2018-08-06
593,314,2018-08-06,2018-08-04,2018-08-08,2018-08-19
594,315,2018-08-18,2018-08-17,2018-08-19,2018-08-26
595,316,2018-02-27,2018-03-24,2018-02-28,2018-03-25
596,317,2018-03-26,2018-03-24,2018-03-27,2018-04-09
597,318,2018-04-09,2018-04-08,2018-04-11,2018-05-22
598,319,2018-05-23,2018-05-20,2018-05-22,2018-06-28
599,316,2018-01-07,2018-01-31,2018-01-08,2018-02-01
600,317,2018-02-02,2018-01-31,2018-02-03,2018-02-15
601,318,2018-02-17,2018-02-14,2018-02-16,2018-03-27
602,319,2018-03-29,2018-03-28,2018-03-28,2018-05-02
603,320,2018-02-04,2018-02-19,2018-02-05,2018-02-20
604,321,2018-02-21,2018-02-19,2018-02-21,2018-03-11
605,320,2018-07-21,2018-08-07,2018-07-22,2018-08-08
606,321,2018-08-08,2018-08-07,2018-08-09,2018-08-30
607,322,2018-01-15,2018-01-28,2018-01-19,2018-02-01
608,323,2018-01-30,2018-01-28,2018-02-02,2018-02-25
609,324,2018-02-24,2018-02-22,2018-02-27,2018-03-02
610,322,2018-05-10,2018-05-20,2018-05-12,2018-05-22
611,323,2018-05-20,2018-05-20,2018-05-23,2018-06-11
612,324,2018-06-10,2018-06-08,2018-06-13,2018-06-15
613,325,2018-08-01,2018-09-16,2018-08-01,2018-09-16
614,326,2018-09-18,2018-09-16,2018-09-17,2018-09-26
615,327,2018-09-29,2018-09-27,2018-09-27,2018-10-06
616,325,2018-02-14,2018-03-08,2018-02-20,2018-03-14
617,326,2018-03-11,2018-03-08,2018-03-15,2018-03-19
618,327,2018-03-16,2018-03-15,2018-03-20,2018-03-24
