Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs
2479,,,2363,2528,4214,4757,4214,4022,3150,,2363,2528,524,1481,,,,,
2480,,,318,1363,4214,4757,4405,4931,3017,,318,1363,524,672,,,,,
2481,,,4202,1481,3345,4062,3020,3847,4090,,8472,1481,3355,233,,,,,
2482,,,2363,2833,4429,3846,3664,3586,4677,,2363,2833,1046,1482,,,,,
2483,,,2278,101,3407,4386,3002,3723,4921,,2278,101,3051,1953,,,,,
2484,,,2363,727,3942,3430,3592,4599,4011,,2363,727,391,1482,,,,,
2485,,,2363,4496,3619,3367,4508,4839,3968,,2363,8766,1600,1482,,,,,
2486,,,4229,2448,3922,3955,4924,4538,4538,,8499,2448,3155,1953,,,,,
2487,,,4796,984,4204,3271,3790,4100,4207,,9066,984,3085,672,,,,,
2488,,,4285,1447,3488,4627,4293,3825,3375,,8555,1447,2092,2199,,,,,
2489,,,1291,554,4400,4004,4832,4832,4287,,1291,554,3067,3831,,,,,
2490,,,2957,265,4055,4766,4708,4581,3419,,2957,265,2073,2199,,,,,
2491,,,4285,1348,4170,3157,3526,4581,3923,,8555,1348,3357,2199,,,,,
2492,,,2149,4793,4022,4054,4054,4832,3349,,2149,9063,4250,3827,,,,,
2493,,,884,1011,3916,4943,4202,4181,4231,,884,1011,1410,233,,,,,
2494,,,2363,3210,4436,4436,3656,4211,4751,,2363,7480,2907,1481,,,,,
2495,,,3082,1023,4113,4113,4113,3408,4155,,7352,1023,2859,2200,,,,,
2496,,,1046,2358,3568,4744,4545,3351,4281,,1046,2358,2599,233,,,,,
2497,,,4357,3857,3451,3122,3441,4360,3253,,8627,8127,63,183,,,,,
2498,,,4082,1193,4517,4436,4865,3606,3436,,8352,1193,2907,673,,,,,
2499,,,1078,595,4693,3659,4415,4388,3128,,1078,595,1599,1952,,,,,
2500,,,3253,361,4034,4629,4366,3441,4357,,7523,361,891,183,,,,,
2501,,,3046,3755,3892,4650,3554,3823,3436,,7316,8025,1598,673,,,,,
2502,,,2363,953,3798,3549,4422,4159,4257,,2363,953,2745,1481,,,,,
2503,,,76,2448,3329,3955,4054,3001,4966,,76,2448,3155,3832,,,,,
2504,,,2363,762,4022,4054,4022,3233,3097,,2363,762,4250,1481,,,,,
2505,,,3437,3226,3226,3226,4097,4888,4776,,7707,7496,2948,3827,,,,,
2506,,,675,103,3858,3858,4463,4695,4566,,675,103,803,233,,,,,
2507,,,2220,2140,4071,3087,3399,3575,4340,,2220,2140,987,233,,,,,
2508,,,3082,389,4669,4016,3661,4314,3408,,7352,389,2744,2199,,,,,
2509,,,4536,3210,3519,4436,4977,3644,3742,,8806,7480,2908,3835,,,,,
2510,,,3681,848,3314,4482,3417,3640,4120,,7951,848,2368,669,,,,,
2511,,,2363,547,3992,3715,4527,3662,4351,,2363,547,2840,1481,,,,,
2512,,,4355,2448,3559,3955,3875,3987,4086,,8625,2448,3155,233,,,,,
2513,,,1176,1348,4170,4170,3299,3321,3920,,1176,1348,3355,669,,,,,
2514,,,4281,1652,3143,3143,3691,4355,3211,,8551,1652,2494,234,,,,,
2515,,,3828,840,3486,4519,3295,3437,4455,,8098,840,2653,3828,,,,,
2516,,,456,2876,4645,3386,3573,4455,3742,,456,2876,2494,3828,,,,,
2517,,,1665,1992,3173,3693,3169,3993,3561,,1665,1992,2744,233,,,,,
2518,,,41,3104,3104,3643,4601,4036,3957,,41,7374,4250,673,,,,,
2519,,,2905,1433,4034,4907,4907,4676,3559,,2905,1433,891,672,,,,,
2520,,,4536,3519,3519,4436,4717,3428,3828,,8806,7789,2907,3828,,,,,
2521,,,1605,2995,3271,3179,4401,4091,4648,,1605,2995,3086,669,,,,,
2522,,,2363,2025,3126,3397,3397,3889,3196,,2363,2025,1795,1481,,,,,
2523,,,1058,1180,4148,4743,4602,4408,4125,,1058,1180,2654,672,,,,,
2524,,,2605,3226,4524,3284,4503,4975,4090,,2605,7496,2948,233,,,,,
2525,,,4678,2448,4460,3955,4136,3461,3469,,8948,2448,3155,671,,,,,
2526,,,470,4399,4399,4318,3759,3188,3043,,470,8669,1261,674,,,,,
2527,,,1560,238,3085,4216,4301,4040,4011,,1560,238,3058,675,,,,,
2528,,,2363,4350,3435,3430,3060,3863,3815,,2363,8620,391,1481,,,,,
2529,,,2129,342,3788,3910,3776,3050,4892,,2129,342,2744,672,,,,,
2530,,,386,1314,4390,3272,3895,4536,4966,,386,1314,2369,3823,,,,,
2531,,,4786,187,3136,4908,3136,3254,3642,,9056,187,4267,668,,,,,
2532,,,3767,4556,3782,4709,4072,4890,4232,,8037,8826,2113,1953,,,,,
2533,,,4581,755,4246,3983,3347,4919,3923,,8851,755,1685,2200,,,,,
2534,,,1837,3345,4170,3524,4835,4388,3667,,1837,7615,3355,1951,,,,,
2535,,,2363,3116,4699,4699,3206,4587,3913,,2363,7386,1602,1481,,,,,
2536,,,4821,1199,3342,3386,3359,3437,4536,,9091,1199,2494,3826,,,,,
2537,,,2363,1426,4955,4165,4165,3952,3378,,2363,1426,2177,1481,,,,,
2538,,,682,2947,4057,4667,3215,3025,4301,,682,2947,2805,673,,,,,
2539,,,2363,2303,4214,3391,4214,3457,4445,,2363,2303,524,1482,,,,,
2540,,,753,4767,4067,3386,3342,4281,4090,,753,9037,2494,233,,,,,
2541,,,2363,2487,3796,4127,3989,4623,4184,,2363,2487,3119,1481,,,,,
2542,,,2363,996,3471,3632,4391,4362,4637,,2363,996,2745,1481,,,,,
2543,,,2519,4218,4218,3513,4160,4942,3850,,2519,8488,2257,671,,,,,
2544,,,533,2947,4666,4182,4635,4536,4776,,533,2947,2805,3831,,,,,
2545,,,2363,77,3726,3872,3289,4391,3289,,2363,77,803,1482,,,,,
2546,,,923,1363,3391,4757,4214,3228,4741,,923,1363,524,669,,,,,
2547,,,1115,1496,3209,4444,4976,3351,4797,,1115,1496,1599,233,,,,,
2548,,,2261,695,3592,3890,3414,3970,3414,,2261,695,391,1952,,,,,
2549,,,1249,2655,4140,3313,4425,4075,4500,,1249,2655,1163,671,,,,,
2550,,,2491,2598,3874,4111,3201,3825,4981,,2491,2598,2744,2199,,,,,
2551,,,3375,4350,4235,3890,3227,3618,4480,,7645,8620,392,2199,,,,,
2552,,,3295,1314,4037,3895,4424,4159,4776,,7565,1314,2369,3828,,,,,
2553,,,2077,3256,4861,4023,4189,4309,4746,,2077,7526,2744,233,,,,,
2554,,,4536,907,3692,3983,4536,4717,3297,,8806,907,1685,3828,,,,,
2555,,,4566,2488,4384,4384,4364,3575,3561,,8836,2488,2249,233,,,,,
2556,,,2607,719,4615,3023,3190,4100,3417,,2607,719,1600,670,,,,,
2557,,,2569,645,3165,4113,3606,4674,4011,,2569,645,2858,670,,,,,
2558,,,4688,2899,3272,4037,3272,3230,3323,,8958,2899,2369,672,,,,,
2559,,,682,2061,3788,3689,3608,3741,4810,,682,2061,2743,672,,,,,
2560,,,2500,1987,4241,4037,4888,4287,3437,,2500,1987,2368,3828,,,,,
2561,,,456,1575,4397,4616,4553,3428,4966,,456,1575,2841,3834,,,,,
2562,,,233,361,4840,3647,3082,3825,3631,,233,361,892,2200,,,,,
2563,,,2957,952,3628,4382,4981,3618,3227,,2957,952,1599,2200,,,,,
2564,,,2363,4960,4221,4960,3912,3821,3631,,2363,9230,35,1482,,,,,
2565,,,4159,2445,3177,4150,4189,3742,4962,,8429,2445,2745,3826,,,,,
2566,,,2360,823,4944,4849,3667,4538,3667,,2360,823,274,1952,,,,,
2567,,,2433,265,3474,4376,3327,4857,3425,,2433,265,2073,671,,,,,
2568,,,2363,3582,4174,4456,3763,4148,4656,,2363,7852,186,1482,,,,,
2569,,,2363,3142,3989,3776,3999,3555,3285,,2363,7412,2744,1481,,,,,
2570,,,2819,3089,4233,4583,4717,3418,4580,,2819,7359,1015,3831,,,,,
2571,,,533,2888,3318,3318,4426,4424,3856,,533,2888,4270,3830,,,,,
2572,,,3742,2345,4760,3735,3720,4455,4536,,8012,2345,2354,3831,,,,,
2573,,,2363,4315,4898,3202,4987,4996,4420,,2363,8585,2637,1481,,,,,
2574,,,456,238,3540,3427,4635,4888,3856,,456,238,3058,3830,,,,,
2575,,,3730,4590,3430,3980,4018,4663,3850,,8000,8860,393,670,,,,,
2576,,,2363,1071,3004,3126,4515,3673,4591,,2363,1071,1794,1481,,,,,
2577,,,4229,575,4671,3757,3628,4229,3414,,8499,575,1600,1951,,,,,
2578,,,4567,2542,3745,4318,4574,3566,4620,,8837,2542,1261,672,,,,,
2579,,,1792,2791,3870,4788,4465,3646,3425,,1792,2791,2333,671,,,,,
2580,,,4209,2095,3669,3452,4417,4601,4965,,8479,2095,803,673,,,,,
2581,,,2277,1497,3729,4986,4635,4888,4287,,2277,1497,1015,3827,,,,,
2582,,,365,3197,4990,4773,4142,4357,4357,,365,7467,2552,183,,,,,
2583,,,3521,1685,3503,4986,4537,3682,4224,,7791,1685,1014,670,,,,,
2584,,,3316,1511,4958,4482,3895,3772,3417,,7586,1511,2369,669,,,,,
2585,,,3437,2540,3294,3657,4097,4426,3054,,7707,2540,2599,3830,,,,,
2586,,2018-01-13,147,1857,4389,3113,4976,4797,4923,,147,1857,1415,233,,,FOB,,
2587,,,2198,788,4246,4822,3436,4187,4236,,2198,788,1685,671,,,,,
2588,,,942,1361,3126,3397,4424,4635,3828,,942,1361,1795,3828,,,,,
2589,,,2993,2280,3633,3759,3895,3377,4697,,2993,2280,2369,670,,,,,
2590,,,1398,1645,4390,3272,3272,3780,3257,,1398,1645,2368,671,,,,,
2591,,,2363,956,3005,4683,3778,4699,3900,,2363,956,2599,1481,,,,,
2592,,,2363,1351,4617,4118,3989,3249,4509,,2363,1351,2536,1482,,,,,
2593,,,2363,1242,3750,4336,4063,3367,4304,,2363,1242,3200,1481,,,,,
2594,,,76,2349,4024,3953,4775,3446,3446,,76,2349,1164,3829,,,,,
2595,,,385,3035,3682,3388,3035,4695,4033,,385,7305,3058,233,,,,,
2596,,,2363,664,3874,4200,4852,3548,3608,,2363,664,2744,1481,,,,,
2597,,,4404,2448,3708,3955,4440,3411,3517,,8674,2448,3155,671,,,,,
2598,,,1219,720,4748,3103,3297,3742,4821,,1219,720,2552,3821,,,,,
2599,,,2277,1802,4429,4125,3403,3742,4580,,2277,1802,203,3826,,,,,
2600,,,4994,1052,3527,3527,3527,3065,3922,,9264,1052,2102,672,,,,,
2601,,,2363,2054,3075,3075,3075,3132,4445,,2363,2054,2796,1482,,,,,
2602,,,4143,674,3951,3269,4527,3501,4902,,8413,674,3001,233,,,,,
2603,,,2097,2448,3018,3955,3075,4888,3446,,2097,2448,3155,3829,,,,,
2604,,,2076,106,3918,4970,4319,4090,3561,,2076,106,2744,233,,,,,
2605,,,1672,615,3669,4463,4366,4357,4142,,1672,615,802,183,,,,,
2606,,,4061,1854,3463,3514,3847,3677,4340,,8331,1854,999,233,,,,,
2607,,,363,2445,3788,3608,3987,3501,4281,,363,2445,2744,233,,,,,
2608,,,3769,2237,3933,4373,3951,4717,4424,,8039,2237,3002,3828,,,,,
2609,,,1015,3729,3577,4986,4574,3686,3721,,1015,7999,1014,670,,,,,
2610,,,2156,2888,3318,3318,4116,4287,3418,,2156,2888,4270,3826,,,,,
2611,,,76,2658,3608,4427,4776,4717,4580,,76,2658,2080,3827,,,,,
2612,,,2363,371,3488,4037,4464,4955,3397,,2363,371,2368,1481,,,,,
2613,,,1982,637,3526,3242,4695,4355,3060,,1982,637,3356,233,,,,,
2614,,,4536,755,4246,3983,3297,3644,3054,,8806,755,1685,3825,,,,,
2615,,,2363,2749,3905,4200,3910,5000,4744,,2363,2749,2744,1482,,,,,
2616,,,4072,4514,3649,4721,4388,3111,4921,,8342,8784,1164,1950,,,,,
2617,,,1155,1286,3753,3430,3853,4462,4918,,1155,1286,391,672,,,,,
2618,,,3162,2131,4473,3731,3766,3424,3520,,7432,2131,2092,673,,,,,
2619,,,2363,2820,4995,3300,3784,4357,4208,,2363,2820,1404,1482,,,,,
2620,,,4159,3089,3089,4986,3729,3428,3437,,8429,7359,1015,3828,,,,,
2621,,,2363,2593,3307,4552,3702,3468,3325,,2363,2593,2636,1481,,,,,
2622,,,1209,71,4093,4245,3742,3418,3297,,1209,71,2063,3824,,,,,
2623,,,4580,1686,4770,3865,4635,4159,4424,,8850,1686,3200,3827,,,,,
2624,,,1349,3241,3444,4491,4835,4388,4538,,1349,7511,859,1952,,,,,
2625,,,4232,3226,4524,3284,4524,3111,4232,,8502,7496,2948,1952,,,,,
2626,,,2298,2448,3581,3955,3449,4348,3092,,2298,2448,3155,233,,,,,
2627,,,2363,2871,3444,4491,4627,4258,3910,,2363,2871,859,1482,,,,,
2628,,,4536,964,4990,3871,4717,3437,3418,,8806,964,2552,3826,,,,,
2629,,,2363,2911,3995,4632,4461,4204,4035,,2363,2911,2385,1482,,,,,
2630,,,1453,539,3995,4282,3878,4201,3404,,1453,539,2385,670,,,,,
2631,,,1723,2446,4840,4840,4453,3331,3606,,1723,2446,892,672,,,,,
2632,,,2363,1615,3729,4583,4732,4778,3447,,2363,1615,1015,1482,,,,,
2633,,,4193,460,3586,4820,4288,4424,3437,,8463,460,4250,3834,,,,,
2634,,,365,2563,4429,4710,4713,3441,4142,,365,2563,203,183,,,,,
2635,,,1539,2978,3260,4836,3380,4674,3920,,1539,2978,2142,669,,,,,
2636,,,2147,287,3665,3665,3667,3111,3414,,2147,287,4267,1952,,,,,
2637,,,76,2556,4990,3455,3112,3437,3742,,76,2556,2552,3828,,,,,
2638,,,2363,3519,4517,4436,4222,3021,4536,,2363,7789,2907,1481,,,,,
2639,,,3777,2911,3995,3764,3667,3970,4316,,8047,2911,2385,1952,,,,,
2640,,,3111,1351,4617,3071,4388,4835,4829,,7381,1351,2536,1950,,,,,
2641,,,3856,2218,4795,3578,3115,3742,3742,,8126,2218,1413,3824,,,,,
2642,,,1072,3035,4408,4311,4832,4536,4287,,1072,7305,3057,3831,,,,,
2643,,,2363,4762,3093,4762,3711,3541,4158,,2363,9032,3223,1482,,,,,
2644,,,456,117,3126,3004,4712,4424,4962,,456,117,1795,3831,,,,,
2645,,,1812,3035,3176,3129,3618,4919,3408,,1812,7305,3058,2199,,,,,
2646,,,1835,3263,3263,3263,4574,3343,3517,,1835,7533,2816,671,,,,,
2647,,,1728,2297,3536,3659,4153,3967,4632,,1728,2297,1601,233,,,,,
2648,,,2363,539,3995,4409,3169,3951,3246,,2363,539,2385,1482,,,,,
2649,,,1078,1111,4553,4851,3141,3723,3128,,1078,1111,2840,1952,,,,,
2650,,,307,2478,3274,3759,3272,3636,3996,,307,2478,2368,233,,,,,
2651,,,1752,2556,4773,4469,3192,3644,3437,,1752,2556,2552,3829,,,,,
2652,,,2363,1071,3126,3004,3496,3547,4067,,2363,1071,1795,1482,,,,,
2653,,,4281,320,4915,4216,3092,3211,4181,,8551,320,2859,233,,,,,
2654,,,2149,4950,4116,3100,4717,4424,4580,,2149,9220,2744,3833,,,,,
2655,,,1885,3253,3441,4357,4525,3421,4175,,1885,7523,183,672,,,,,
2656,,,1752,611,4128,4128,3295,4159,3828,,1752,611,1741,3827,,,,,
2657,,,4566,2911,3995,3122,3995,4528,3886,,8836,2911,2385,233,,,,,
2658,,,2500,4160,3145,3888,3742,4308,3349,,2500,8430,2257,3828,,,,,
2659,,,3046,2488,4384,4384,3045,4187,4730,,7316,2488,2249,669,,,,,
2660,,,2363,472,4540,3182,4674,3456,3389,,2363,472,2044,1481,,,,,
2661,,,1176,3154,3708,4004,4004,4760,4301,,1176,7424,3067,672,,,,,
2662,,,2372,2012,3002,4386,3251,4676,4735,,2372,2012,3051,671,,,,,
2663,,,2363,3114,4400,3114,3477,3284,4629,,2363,7384,3067,1482,,,,,
2664,,,12,265,3002,3776,4401,3706,3703,,12,265,2073,671,,,,,
2665,,,3772,304,3620,3556,3554,4795,3606,,8042,304,935,671,,,,,
2666,,2018-01-07,806,2218,3601,4909,4425,4663,4144,,806,2218,1413,672,,,CFR,,
2667,,,3295,1341,4350,3430,4536,4308,3856,,7565,1341,391,3828,,,,,
2668,,,2866,1132,3476,4181,4323,4287,3418,,2866,1132,16,3832,,,,,
2669,,,4243,1199,3342,4376,3342,3723,4538,,8513,1199,2494,1952,,,,,
2670,,,2363,258,3484,4960,3912,4531,3284,,2363,258,35,1482,,,,,
2671,,,4002,2820,4709,4849,3461,4222,3703,,8272,2820,1404,671,,,,,
2672,,,3378,3605,3707,4435,3956,4999,3588,,7648,7875,1598,671,,,,,
2673,,,2363,2025,3126,3126,4164,4813,3459,,2363,2025,1796,1482,,,,,
2674,,,2363,2487,3796,4409,4409,4683,4831,,2363,2487,3119,1482,,,,,
2675,,,774,3035,4008,3043,4426,3418,4966,,774,7305,3058,3834,,,,,
2676,,,2363,4652,3209,3370,4969,3697,3086,,2363,8922,1601,1481,,,,,
2677,,,1102,1348,3526,4062,3578,4740,4368,,1102,1348,3355,671,,,,,
2678,,,1219,2622,4783,3671,4097,3742,4966,,1219,2622,3086,3824,,,,,
2679,,,2363,6,4715,3756,4835,3915,3242,,2363,6,936,1482,,,,,
2680,,,685,805,4196,3594,3170,3706,4892,,685,805,2744,669,,,,,
2681,,,882,1120,3680,3866,4803,4766,4808,,882,1120,936,671,,,,,
2682,,,2363,3223,4228,3643,4733,4359,3421,,2363,7493,4250,1482,,,,,
2683,,,2436,355,3075,3075,3297,4308,4580,,2436,355,2796,3832,,,,,
2684,,,1752,695,3927,3935,4635,4832,4455,,1752,695,392,3828,,,,,
2685,,,2956,948,3213,3718,4138,3970,4634,,2956,948,1693,1951,,,,,
2686,,,2363,814,3053,3195,4911,3061,4674,,2363,814,1096,1482,,,,,
2687,,,1462,2218,4362,3611,3894,4311,3060,,1462,2218,1413,233,,,,,
2688,,,2363,238,4187,4011,3863,4116,4413,,2363,238,3057,1481,,,,,
2689,,,2380,1410,4517,3519,4436,3644,3437,,2380,1410,2907,3824,,,,,
2690,,,2648,2955,3983,4121,4536,3742,3295,,2648,2955,1685,3829,,,,,
2691,,,4193,2880,4748,4469,4888,4717,4821,,8463,2880,2552,3825,,,,,
2692,,,577,361,4034,3647,4835,4835,3128,,577,361,892,1952,,,,,
2693,,,773,1972,3329,3443,3443,3766,4353,,773,1972,4216,672,,,,,
2694,,,456,935,4056,4147,3153,4426,3742,,456,935,63,3827,,,,,
2695,,,4821,717,3504,4420,4424,3446,3437,,9091,717,2834,3826,,,,,
2696,,,852,4377,4019,3932,4123,4349,3034,,852,8647,2599,672,,,,,
2697,,,4536,103,4383,3109,4463,4159,3437,,8806,103,803,3830,,,,,
2698,,,2535,2040,3444,4627,3327,3372,4321,,2535,2040,859,673,,,,,
2699,,,2436,3407,3002,4386,4776,4832,4424,,2436,7677,3051,3829,,,,,
2700,,,1957,281,3634,4546,3258,3869,3595,,1957,281,2552,673,,,,,
2701,,,851,4524,3284,3284,4138,3646,3110,,851,8794,2948,671,,,,,
2702,,,1709,372,3669,3669,4097,3001,3054,,1709,372,802,3835,,,,,
2703,,,3695,2025,3126,3004,4712,4676,3517,,7965,2025,1795,668,,,,,
2704,,,2363,2448,4046,3955,4024,3469,3866,,2363,2448,3155,1482,,,,,
2705,,,2245,2089,3116,4662,3424,4735,3588,,2245,2089,1600,671,,,,,
2706,,,1709,2265,4760,4364,4717,4424,3349,,1709,2265,127,3832,,,,,
2707,,,2156,3089,3089,4986,3743,4159,3742,,2156,7359,1015,3831,,,,,
2708,,,1398,2265,4255,4829,4574,3646,4730,,1398,2265,127,672,,,,,
2709,,,4232,280,4399,4318,3262,3133,3773,,8502,280,1261,1952,,,,,
2710,,,2363,452,3745,4318,4917,4354,4217,,2363,452,1261,1482,,,,,
2711,,,709,1987,3314,4037,4095,4984,3846,,709,1987,2368,672,,,,,
2712,,,3194,3452,3027,4381,3115,4828,4887,,7464,7722,803,673,,,,,
2713,,,1042,1804,3294,3339,3414,4538,4316,,1042,1804,2599,1952,,,,,
2714,,,3772,104,4399,4318,4207,4894,4894,,8042,104,1261,671,,,,,
2715,,,4202,3072,3072,4056,3161,4695,4902,,8472,7342,63,233,,,,,
2716,,,1562,1013,3115,3452,4792,3566,4440,,1562,1013,803,670,,,,,
2717,,,1146,204,4436,4436,4717,3644,3437,,1146,204,2907,3828,,,,,
2718,,,3934,1977,3858,4442,4695,3509,4090,,8204,1977,803,233,,,,,
2719,,,627,1975,4452,4278,4866,3696,4740,,627,1975,284,671,,,,,
2720,,,1030,993,4113,4113,4914,4942,4658,,1030,993,2859,671,,,,,
2721,,,23,1132,4222,3917,3540,4480,3408,,23,1132,16,2200,,,,,
2722,,,1773,1472,3672,4460,3045,4258,3957,,1773,1472,1598,671,,,,,
2723,,,852,2446,4305,4629,3520,4187,3381,,852,2446,891,670,,,,,
2724,,,11,1674,3992,4616,4443,4368,4658,,11,1674,2840,672,,,,,
2725,,,1752,1565,3366,3182,3392,4424,4966,,1752,1565,2045,3827,,,,,
2726,,,1871,431,4915,4158,4055,4832,4287,,1871,431,2683,3828,,,,,
2727,,,2363,1013,4383,3109,3941,4049,3570,,2363,1013,802,1482,,,,,
2728,,,3877,1098,4913,3866,4913,3133,4535,,8147,1098,2235,1951,,,,,
2729,,,1871,215,3818,3048,4832,4455,4536,,1871,215,2235,3824,,,,,
2730,,,2363,1119,4057,3949,4784,3052,3368,,2363,1119,172,1481,,,,,
2731,,,3082,4655,4925,4718,4919,4314,4480,,7352,8925,3002,2199,,,,,
2732,,,3186,760,4085,3983,3675,4190,3885,,7456,760,1404,673,,,,,
2733,,,2380,425,4204,3179,4717,4580,3751,,2380,425,3085,3824,,,,,
2734,,,1146,2448,3810,3955,4842,3428,4776,,1146,2448,3155,3829,,,,,
2735,,,3706,3826,3693,3910,3776,3580,3675,,7976,8096,2744,671,,,,,
2736,,,3922,1442,4860,3182,3380,3888,3744,,8192,1442,2045,670,,,,,
2737,,,761,3272,4738,3314,3895,4086,4153,,761,7542,2368,233,,,,,
2738,,,3111,766,4064,3715,4072,4702,4538,,7381,766,2840,1953,,,,,
2739,,,1445,1593,4221,4917,4833,4786,3792,,1445,1593,2042,671,,,,,
2740,,,2363,305,3883,3288,3383,4094,4030,,2363,305,3200,1481,,,,,
2741,,,4587,1988,3909,4088,3804,4969,3014,,8857,1988,889,233,,,,,
2742,,,2870,238,4683,3850,3035,3606,4656,,2870,238,3058,670,,,,,
2743,,,3262,2054,3075,3075,3075,3723,4829,,7532,2054,2796,1954,,,,,
2744,,,942,735,4642,4470,4536,3742,4776,,942,735,2599,3833,,,,,
2745,,,2786,1098,4103,3815,4635,4455,3297,,2786,1098,2235,3824,,,,,
2746,,,2363,310,4399,4318,4431,3635,4543,,2363,310,1261,1482,,,,,
2747,,,3901,452,4399,4318,4006,3396,4842,,8171,452,1261,672,,,,,
2748,,,2363,2212,4770,3666,4835,3873,3669,,2363,2212,3200,1481,,,,,
2749,,,1709,4907,4034,4629,4907,4635,4424,,1709,9177,891,3829,,,,,
2750,,,1709,3995,3995,3162,3995,4159,4821,,1709,8265,2385,3828,,,,,
2751,,,4821,2578,3858,3204,4426,4455,3856,,9091,2578,802,3830,,,,,
2752,,,2688,1132,4025,3792,3275,3625,4808,,2688,1132,16,672,,,,,
2753,,,455,1647,3973,4111,3903,3566,4525,,455,1647,2744,671,,,,,
2754,,,1812,1447,4657,4321,3201,3825,4480,,1812,1447,2092,2200,,,,,
2755,,,4890,4350,3942,3890,3890,4666,4316,,9160,8620,392,1950,,,,,
2756,,,2363,1599,4770,3865,3865,3233,3885,,2363,1599,3200,1482,,,,,
2757,,,3225,1575,4064,4045,3715,3987,4143,,7495,1575,2840,233,,,,,
2758,,,4965,2512,4384,3627,4018,4176,3152,,9235,2512,1296,671,,,,,
2759,,,2363,755,3347,3347,4750,4802,4644,,2363,755,1685,1481,,,,,
2760,,,1308,1430,3921,4750,3020,4587,3636,,1308,1430,1685,232,,,,,
2761,,,2129,104,3745,4318,3780,3682,4598,,2129,104,1261,670,,,,,
2762,,,4480,2528,4214,3391,4314,4581,3631,,8750,2528,524,2200,,,,,
2763,,,3437,2876,4645,4633,3743,4287,3446,,7707,2876,2494,3823,,,,,
2764,,,4706,2407,3026,3219,4310,4975,3246,,8976,2407,2653,233,,,,,
2765,,,4763,2054,3075,3075,3848,4760,4620,,9033,2054,2796,671,,,,,
2766,,,2363,1199,4067,4633,3342,4309,4552,,2363,1199,2494,1482,,,,,
2767,,,4097,1604,4043,3679,4022,4962,4966,,8367,1604,4250,3829,,,,,
2768,,,2363,2335,4532,4042,3259,3926,4674,,2363,2335,63,1481,,,,,
2769,,,2363,3912,3503,3627,3912,3714,3449,,2363,8182,35,1481,,,,,
2770,,,2363,1873,3690,3426,4512,4761,4887,,2363,1873,2745,1481,,,,,
2771,,,2149,305,3883,3716,4027,3418,3297,,2149,305,3200,3818,,,,,
2772,,,737,534,3503,4583,3503,3645,3548,,737,534,1014,672,,,,,
2773,,,3507,2915,3729,4583,3799,4660,4704,,7777,2915,1014,671,,,,,
2774,,,2855,4793,3586,4820,4733,3446,3742,,2855,9063,4250,3826,,,,,
2775,,,4931,3277,4196,3583,4082,3372,3517,,9201,7547,2744,672,,,,,
2776,,,1583,2448,4748,3955,3262,3967,4181,,1583,2448,3155,233,,,,,
2777,,,450,246,3499,3087,3618,3618,3631,,450,246,987,2200,,,,,
2778,,,2918,4200,4391,3459,4976,3575,4143,,2918,8470,2744,233,,,,,
2779,,,3295,4326,3914,3821,3295,4888,3437,,7565,8596,1600,3826,,,,,
2780,,,3986,1924,3726,3109,4272,4090,3501,,8256,1924,802,233,,,,,
2781,,,1283,3035,4687,3023,4097,4888,3742,,1283,7305,3058,3832,,,,,
2782,,,2363,788,3983,3347,3921,3587,3911,,2363,788,1685,1482,,,,,
2783,,,386,1731,4228,4820,4054,3742,3349,,386,1731,4250,3829,,,,,
2784,,,942,1132,3193,3797,3696,4308,4424,,942,1132,16,3827,,,,,
2785,,,2086,4174,4871,4174,3375,3618,4981,,2086,8444,186,2199,,,,,
2786,,,2259,1839,3551,4849,3551,3703,3598,,2259,1839,274,670,,,,,
2787,,,409,2218,4488,3549,3332,4323,3646,,409,2218,1413,671,,,,,
2788,,,1283,1296,4806,4519,4635,4426,4580,,1283,1296,2653,3830,,,,,
2789,,,4598,2117,4843,4690,3952,4931,3338,,8868,2117,1326,670,,,,,
2790,,,319,657,4360,4142,4366,3993,3464,,319,657,183,233,,,,,
2791,,,976,794,3165,4216,3165,4888,3437,,976,794,2858,3826,,,,,
2792,,,2363,1351,4617,3608,4148,4283,3838,,2363,1351,2536,1482,,,,,
2793,,,272,3263,3263,3263,4759,4294,4741,,272,7533,2816,671,,,,,
2794,,,2823,1635,3528,3545,3545,4006,3228,,2823,1635,4,670,,,,,
2795,,,3957,2265,3321,4840,3178,4040,3316,,8227,2265,127,669,,,,,
2796,,,2648,630,4429,3295,3297,3742,4580,,2648,630,203,3829,,,,,
2797,,,2363,3374,4394,4329,3403,3555,4268,,2363,7644,2281,1482,,,,,
2798,,,1283,1237,4022,3679,3428,3001,4287,,1283,1237,4250,3826,,,,,
2799,,,774,2555,4863,3699,3428,4888,4966,,774,2555,2552,3828,,,,,
2800,,,2298,2448,3984,3955,3014,3967,4746,,2298,2448,3155,233,,,,,
2801,,,4360,104,4399,4318,3399,3441,4142,,8630,104,1261,183,,,,,
2802,,,3224,2265,3193,3830,4448,4663,3300,,7494,2265,126,673,,,,,
2803,,,3769,635,4701,3107,3433,4287,3054,,8039,635,2744,3829,,,,,
