Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2020)","CIF (BAHT)(Mar 2020)","Quantity (Jan - Mar 2020)","CIF (BAHT)(Jan - Mar 2020)"
2563,3,1,CN,09042110,000,KGM,"Chillies (Fruits of the genus Capsicum), dried, neither crushed nor ground (KGM)",7326095,503464497,20338485,1563285780
2563,3,1,CN,09042190,000,KGM,"Other (KGM)",1412440,88070932,2753028,186039361
2563,3,1,AU,09042210,000,KGM,"Chillies (Fruits of the genus Capsicum), crushed or ground (KGM)",101592,10674680,500130,47918421
2563,3,1,AU,09042290,000,KGM,"Other (KGM)",167078,23361032,803496,90186359
2563,3,1,ID,09051000,000,KGM,"Vanilla, neither crushed nor ground (KGM)",10,77812,36,290039
2563,3,1,ID,09052000,000,KGM,"Vanilla, crushed or ground (KGM)",0,0,20,131892
2563,3,1,CN,09061100,000,KGM,"Cinnamon (Cinnamomum zeylanicum Blume), Cinnamon (Cinnamomum zeylanicum Blume) (KGM)",77644,11444624,164221,23641960
2563,3,1,CN,09061900,000,KGM,"Other (KGM)",18417,3199244,66236,10619630
2563,3,1,AU,09062000,000,KGM,"Crushed or ground (KGM)",6585,1244749,8169,1646576
2563,3,1,AU,09071000,000,KGM,"Cloves (whole fruit, cloves and stems), neither crushed nor ground (KGM)",5500,1122501,23871,3866655
2563,3,1,ES,09072000,000,KGM,"Cloves (whole fruit, cloves and stems), crushed or ground (KGM)",30,11733,439,245299
2563,3,1,ID,09081100,000,KGM,"Neither crushed nor ground (KGM)",8500,912130,20250,2832485
2563,3,1,ES,09081200,000,KGM,"Crushed or ground (KGM)",1932,1025294,3026,1654325
2563,3,1,ID,09082100,000,KGM,"Mace:, neither crushed nor ground (KGM)",0,0,11000,7790660
2563,3,1,DE,09082200,000,KGM,"Mace:, crushed or ground (KGM)",0,0,470,370641
2563,3,1,AE,09083100,001,KGM,"Cardamons best, neither crushed nor ground (KGM)",8300,4877151,17640,9764958
2563,3,1,LA,09083100,002,KGM,"Cardamons bastard, neither crushed nor ground (KGM)",0,0,7364,745004
2563,3,1,ES,09083200,001,KGM,"Cardamons best, crushed or ground (KGM)",140,211372,624,895700
2563,3,1,BG,09092100,000,KGM,"Seeds of coriander: neither crushed nor ground (KGM)",204816,9271996,578556,27862450
2563,3,1,AU,09092200,000,KGM,"Seeds of coriander: crushed or ground (KGM)",1855,39496,3830,207329
2563,3,1,IN,09093100,000,KGM,"Seeds of cumin:, neither crushed nor ground (KGM)",35600,2349264,47875,3257341
2563,3,1,CN,09093200,000,KGM,"Seeds of cumin: crushed or ground (KGM)",101,27361,10127,1306766
2563,3,1,CN,09096110,000,KGM,"Neither crushed nor ground of anise (KGM)",2260,235077,48223,3493315
2563,3,1,CN,09096120,000,KGM,"Neither crushed nor ground of badian (KGM)",55453,10750397,177465,33817193
2563,3,1,US,09096130,000,KGM,"Neither crushed nor ground of caraway (KGM)",54,28166,54,28166
2563,3,1,AU,09096190,000,KGM,"Other (KGM)",15000,476976,58581,2017633
2563,3,1,ES,09096210,000,KGM,"Crushed or ground of anise (KGM)",2711,166828,10889,1178488
2563,3,1,ES,09096220,000,KGM,"Crushed or ground of badian (KGM)",2,5323,112,24874
2563,3,1,IN,09096230,000,KGM,"Crushed or ground of caraway (KGM)",0,0,275,59204
2563,3,1,DE,09096290,000,KGM,"Other (KGM)",540,92477,1435,241413
2563,3,1,CN,09101100,000,KGM,"Ginger: neither crushed nor ground (KGM)",1115395,22833364,2520144,52411788
2563,3,1,DE,09101200,000,KGM,"Ginger: crushed or ground (KGM)",4506,651259,18583,1950278
2563,3,1,CN,09102000,000,KGM,"Saffron (KGM)",5,78450,27,348198
2563,3,1,CN,09103000,000,KGM,"Turmeric (curcuma) (KGM)",360086,4925614,699863,11510686
2563,3,1,IN,09109110,000,KGM,"Curry (KGM)",0,0,50,54345
2563,3,1,AU,09109190,000,KGM,"Other (KGM)",112832,18408144,330762,52806879
2563,3,1,AU,09109910,000,KGM,"Thyme; bay leaves (KGM)",935,843819,3829,1670046
2563,3,1,AU,09109990,000,KGM,"Other (KGM)",49630,7782511,146386,17653016
2563,3,1,AU,10011900,000,KGM,"Other (KGM)",0,0,36062638,297205025
2563,3,1,UA,10019912,000,KGM,"Wheat grain without husk (KGM)",166501,2588310,584178,9219631
2563,3,1,AU,10019919,000,KGM,"Other (KGM)",134009874,1205833851,313471018,2704401494
2563,3,1,AR,10019999,000,KGM,"Other (KGM)",359129159,2702796593,537620748,3963204657
2563,3,1,DE,10031000,000,KGM,"Seed  of barley (KGM)",194,57196,194,57196
2563,3,1,AU,10039000,000,KGM,"Other (KGM)",6014845,45303911,180321715,1257129371
2563,3,1,AU,10049000,000,KGM,"Other (KGM)",0,0,79840,1580016
2563,3,1,BR,10051000,000,KGM,"Seed of maize (corn) (KGM)",145043,10480450,302667,24465525
2563,3,1,AR,10059010,000,KGM,"Popcorn (KGM)",335600,6568254,1596748,29978971
2563,3,1,KH,10059090,002,KGM,"Fit for animal feed (KGM)",340346889,1851902286,720553489,3782529930
2563,3,1,MM,10059090,090,KGM,"Other (KGM)",0,0,2998065,19339058
2563,3,1,PH,10061090,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,0,1026
2563,3,1,TH,10062010,001,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 % (KGM)",0,0,13708,572093
2563,3,1,GH,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",0,0,3,2063
2563,3,1,LA,10063030,003,KGM,"Glutinous rice 10 % (KGM)",96000,574240,2560000,14864677
2563,3,1,JP,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",120,15106,85336,1549893
2563,3,1,TH,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (KGM)",100293,4030491,638784,25557481
2563,3,1,IN,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",12100,152399,32100,819091
2563,3,1,CN,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",210804,3575494,529304,7518430
2563,3,1,JP,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",593412,14047504,667955,19840859
2563,3,1,GB,10063099,016,KGM,"White non-glutinous rice of Basmati rice (as sample) (KGM)",192002,5487948,602110,16257750
2563,3,1,TH,10063099,019,KGM,"White non-glutinous rice 30 % (as sample) (KGM)",0,0,3,640
2563,3,1,AU,10063099,090,KGM,"Other (KGM)",137445,3194098,422232,9389106
2563,3,1,KH,10064010,000,KGM,"Of a kind used for animal feed (KGM)",435000,2336450,899000,4662980
2563,3,1,MM,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",500000,4424580,1500000,13034998
2563,3,1,TH,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",15824,296033,15824,296033
2563,3,1,MM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",0,0,8,830
2563,3,1,LA,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",0,0,320000,1427282
2563,3,1,LA,10064090,606,KGM,"Broken rice parboiled, n.e.s. (as sample) (Organic) (KGM)",30072,265475,830072,4363005
2563,3,1,CN,10081000,000,KGM,"Buckwheat (KGM)",1200,69801,1985,94932
2563,3,1,BE,10082900,000,KGM,"Other (KGM)",305174,4729105,1730414,23699773
2563,3,1,CA,10083000,000,KGM,"Canary seeds (KGM)",0,0,48200,1060798
2563,3,1,AE,10085000,000,KGM,"Quinoa (Chenopodium quinoa) (KGM)",90870,9174468,207013,19688751
2563,3,1,LA,10089000,001,KGM,"Pearl barley or adlay, in shell (KGM)",264090,2299683,2646050,24802832
2563,3,1,IN,10089000,090,KGM,"Other (KGM)",6451,225229,6552,236508
2563,3,1,ID,11010011,000,KGM,"Wheat flour, fortified (KGM)",83128,1285078,420803,6063471
2563,3,1,AU,11010019,000,KGM,"Other (KGM)",15448784,191727594,46916142,566148381
2563,3,1,AU,11022000,000,KGM,"Maize (corn) flour (KGM)",1076615,22880926,3054594,62665094
2563,3,1,DE,11029010,000,KGM,"Rice flour (KGM)",356016,4123362,489815,7055633
2563,3,1,BE,11029020,000,KGM,"Rye flour (KGM)",40984,675117,62062,1031316
2563,3,1,JP,11029090,001,KGM,"Glutinous rice flour (KGM)",42,13784,133,41313
2563,3,1,AU,11029090,090,KGM,"Other (KGM)",71409,2837705,143425,5659703
2563,3,1,AU,11031100,001,KGM,"Durum or hard wheat semolina (KGM)",30350,559379,61170,1122403
2563,3,1,IT,11031100,090,KGM,"Other (KGM)",5810,150716,6892,197614
2563,3,1,BE,11031300,000,KGM,"Of maize (corn) (KGM)",114440,1478544,620216,8085910
2563,3,1,DK,11031920,000,KGM,"Of rice (KGM)",5,3027,125,7187
2563,3,1,CL,11031990,000,KGM,"Other (KGM)",13500,433248,31004,942500
2563,3,1,AU,11041200,000,KGM,"Rolled or flaked grains of oats (KGM)",137243,3798105,477360,12472497
2563,3,1,BE,11041910,000,KGM,"Of maize (corn) (KGM)",0,0,299,10757
2563,3,1,AU,11041990,000,KGM,"Other (KGM)",25001,580629,32976,772313
2563,3,1,AU,11042200,000,KGM,"Of oats (KGM)",4028,99517,7403,277018
2563,3,1,AU,11042300,000,KGM,"Of maize (corn) (KGM)",295017,3952328,1321017,16455573
2563,3,1,AU,11042920,000,KGM,"Of barley (KGM)",47146,783840,424339,7085365
2563,3,1,AU,11042990,000,KGM,"Other (KGM)",158722,4057046,837405,22154148
2563,3,1,CN,11043000,000,KGM,"Germ of cereals, whole, rolled, flaked or ground (KGM)",0,0,1000,76490
2563,3,1,CN,11051000,000,KGM,"Flour, meal and powder of potatoes (KGM)",2166,433817,5067,1009993
2563,3,1,BE,11052000,000,KGM,"Flakes, granules and pellets of potatoes (KGM)",158231,6805046,946633,43430781
2563,3,1,CA,11061000,090,KGM,"Other (KGM)",16520,848647,63143,2033647
2563,3,1,JP,11062010,000,KGM,"Of manioc (cassava) (KGM)",750,76290,1501,152648
2563,3,1,CN,11062030,000,KGM,"Of sweet potato (Ipomoea Batatas) (KGM)",8,1358,693,80553
2563,3,1,AU,11062090,000,KGM,"Other (KGM)",9875,932539,25895,5979220
2563,3,1,AU,11063000,090,KGM,"Other (KGM)",263754,7462328,619838,24400014
2563,3,1,AU,11071000,000,KGM,"Malt, whether or not roasted not roasted (KGM)",24201002,354556380,70327995,1020504020
2563,3,1,AU,11072000,000,KGM,"Malt, whether or not roasted roasted (KGM)",49610,1260022,69530,2279406
2563,3,1,AT,11081100,000,KGM,"Wheat starch (KGM)",837377,13810848,3356022,51152502
2563,3,1,AT,11081200,000,KGM,"Maize (corn) starch (KGM)",4062574,60447787,10545142,160783890
2563,3,1,CN,11081300,000,KGM,"Potato starch (KGM)",899333,23836743,4948697,127755241
2563,3,1,CO,11081400,000,KGM,"Manioc (cassava) starch (KGM)",2270269,29698358,2547376,37207732
2563,3,1,KH,11081910,000,KGM,"Sago (KGM)",97040,1782434,591361,10094567
2563,3,1,JP,11081990,001,KGM,"Nonglutinous rice starch (KGM)",0,0,6024,220436
2563,3,1,JP,11081990,002,KGM,"Glutinous rice starch (KGM)",0,0,4840,585943
2563,3,1,BE,11081990,090,KGM,"Other (KGM)",1807462,31849560,6129193,108956095
2563,3,1,BE,11082000,000,KGM,"Inulin (KGM)",297161,23852395,566643,43294711
2563,3,1,AU,11090000,000,KGM,"Wheat gluten, whether or not dried. (KGM)",629075,25678929,2009735,83831500
2563,3,1,CN,12011000,000,KGM,"Seed of soya beans, whether or not broken (KGM)",0,0,20000,2539209
2563,3,1,BR,12019000,001,KGM,"Edible (KGM)",289771759,3636842491,759356644,9397405384
2563,3,1,CA,12019000,090,KGM,"Other (KGM)",64090833,794725993,185666841,2242558725
2563,3,1,BO,12023000,000,KGM,"Seed of ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken. (KGM)",1200,990353,1200,990353
2563,3,1,CN,12024100,001,KGM,"Edible (KGM)",301229,14375914,2041971,69310646
2563,3,1,LA,12024100,090,KGM,"Other (KGM)",27700,299102,243970,2563254
2563,3,1,AR,12024200,001,KGM,"Edible (KGM)",3757808,142510678,12156620,432860960
2563,3,1,CN,12024200,090,KGM,"Other (KGM)",3696200,74084016,8552029,179406667
2563,3,1,AU,12040000,000,KGM,"Linseed, whether or not broken. (KGM)",54400,1136508,92582,2249808
2563,3,1,AU,12051000,000,KGM,"Low erucic acid rape or colza seeds (KGM)",4610870,73984660,4610870,73984660
2563,3,1,CN,12060000,001,KGM,"Edible of sunflower seeds, whether or not broken (KGM)",765210,38978487,1941375,92168634
2563,3,1,AR,12060000,090,KGM,"Other (KGM)",372753,12256032,1039953,36616624
2563,3,1,MM,12071030,000,KGM,"Kernels (KGM)",1014700,2432844,2274346,5302505
2563,3,1,MM,12071090,000,KGM,"Other (KGM)",594870,1410236,1884870,4240070
2563,3,1,IN,12072900,000,KGM,"Other (KGM)",0,0,5000,145069
2563,3,1,BD,12074010,000,KGM,"Edible of  sesamum seeds (KGM)",1472519,41851102,3772111,98858223
2563,3,1,AU,12074090,000,KGM,"Other (KGM)",337411,19259870,1066960,62971269
2563,3,1,CA,12075000,000,KGM,"Mustard seeds (KGM)",262833,7498083,575889,16814136
2563,3,1,ES,12077000,001,KGM,"Seed of Cantalope  Musk Melon suitablr for sowing (KGM)",49,426329,114,2095191
2563,3,1,CN,12077000,090,KGM,"Other (KGM)",130005,9421899,675205,50880775
2563,3,1,CL,12079990,003,KGM,"Seed of Cucumber suitable for sowing (KGM)",0,0,721,3677344
2563,3,1,CN,12079990,004,KGM,"Seed of Watermelon suitable for sowing (KGM)",445,669082,1386,3073731
2563,3,1,AE,12079990,090,KGM,"Other (KGM)",159986,25188213,258768,31131157
2563,3,1,AU,12081000,000,KGM,"Of soya beans (KGM)",202,9230,27661,4049943
2563,3,1,AU,12089000,000,KGM,"Other (KGM)",775,117684,1775,285055
2563,3,1,ES,12092100,000,KGM,"Lucerne (alfalfa) seeds (KGM)",940,242685,960,246865
2563,3,1,LA,12092990,000,KGM,"Other (KGM)",15000,285387,55028,1742336
2563,3,1,CL,12093000,000,KGM,"Seeds of herbaceous plants cultivated principally for their flowers (KGM)",43,581204,482,8023705
2563,3,1,IN,12099190,001,KGM,"Seed of Okra suitable for sowing (KGM)",1249,549339,4160,1682450
2563,3,1,IT,12099190,002,KGM,"Seed of Allium suitable for sowing (KGM)",0,0,126,226773
2563,3,1,AU,12099190,003,KGM,"Seed of Cabbage ,Cualiflower, Chineesekale, Broccoli suitable for sowing (KGM)",606,578153,28893,26087915
2563,3,1,GT,12099190,004,KGM,,0,3396,0,3396
2563,3,1,AU,12099190,090,KGM,"Other (KGM)",42906,51346577,142963,123919483
2563,3,1,AU,12099990,090,KGM,"Other (KGM)",3164,31388350,4085,38543157
2563,3,1,AU,12102000,001,KGM,"Hop cones (KGM)",78160,32490089,121325,51255690
2563,3,1,CN,12112000,001,KGM,"Ginseng roots in cut, crushed or powdered forms (KGM)",286,99631,609,269117
2563,3,1,CN,12112000,090,KGM,"Other (KGM)",241,807528,1276,1370971
2563,3,1,US,12119012,000,KGM,"Cannabis, in other forms (KGM)",100,62532,261,231579
2563,3,1,CN,12119015,000,KGM,"Liquorice roots (KGM)",15957,1238218,73717,5040719
2563,3,1,CN,12119019,090,KGM,"Other (KGM)",382034,25375143,970789,70211104
2563,3,1,IN,12119091,000,KGM,"Pyrethrum, in cut, crushed or powdered form (KGM)",48000,695882,120000,1706547
2563,3,1,IN,12119092,000,KGM,"Pyrethrum, in other forms (KGM)",0,0,6000,357123
2563,3,1,AU,12119094,000,KGM,"Sandalwood chips (KGM)",12015,3087881,13015,3492717
2563,3,1,ID,12119095,000,KGM,"Agarwood (Gaharu) chips (KGM)",121,137460,121,137460
2563,3,1,LA,12119097,000,KGM,"Bark of persea (Persea Kurzii Kosterm) (KGM)",259840,3105971,576240,6144215
2563,3,1,AU,12119098,000,KGM,"Other, in cut, crushed or powdered form (KGM)",2858,689583,183630,5744047
2563,3,1,ID,12119099,001,KGM,"Ryania (KGM)",0,0,29050,824159
2563,3,1,AU,12119099,090,KGM,"Other (KGM)",258403,32812285,697069,89753015
2563,3,1,CL,12122113,000,KGM,"Gracilaria spp. (KGM)",52000,2531905,52000,2531905
2563,3,1,CN,12122119,000,KGM,"Other (KGM)",106355,50495986,385061,179194524
2563,3,1,CN,12122190,090,KGM,"Other (KGM)",290121,133599981,1124449,505703916
2563,3,1,CN,12122919,000,KGM,"Other (KGM)",402,63962,1785,450740
2563,3,1,FR,12122920,000,KGM,"Other, fresh, chilled or dried (KGM)",0,0,2224,280848
2563,3,1,JP,12129910,000,KGM,"Stones and kernels of apricot, peach (including nectarine) or plum (KGM)",0,0,40,24178
2563,3,1,CN,12129990,001,KGM,"Bee pollen (KGM)",134,656968,8134,1524334
2563,3,1,IN,12129990,003,KGM,"Manglak seeds (KGM)",80000,7293967,204000,16076161
2563,3,1,AF,12129990,090,KGM,"Other (KGM)",304713,12790079,2643706,70562897
2563,3,1,ES,12141000,000,KGM,"Lucerne (alfalfa) meal and pellets (KGM)",168170,1993517,270415,6197350
2563,3,1,AU,12149000,000,KGM,"Other (KGM)",87760,1283134,334193,3980427
2563,3,1,DE,13012000,000,KGM,"Gum Arabic (KGM)",4489,2046134,56156,10255809
2563,3,1,ID,13019040,000,KGM,"Lac (KGM)",10000,894330,55250,11273536
2563,3,1,LA,13019090,001,KGM,"Gambier or catechu (KGM)",20000,118428,28000,164595
2563,3,1,MY,13019090,004,KGM,"Kobuak powder (KGM)",0,0,14700,108817
2563,3,1,GB,13019090,005,KGM,"Gum tragacanth (KGM)",100,287912,100,287912
2563,3,1,KH,13019090,006,KGM,"Natural resins, unmodified (KGM)",0,0,600,21000
2563,3,1,LA,13019090,008,KGM,"Gum benjamin (KGM)",2000,348318,2000,348318
2563,3,1,ID,13019090,009,KGM,"Gum damar (KGM)",144800,4375341,473070,9914881
2563,3,1,CN,13019090,090,KGM,"Other (KGM)",5011,391289,18611,3812735
2563,3,1,IN,13021190,000,KGM,"Other (KGM)",50,78450,50,78450
2563,3,1,CN,13021200,000,KGM,"Of liquorice (KGM)",2192,1651964,9686,9080599
2563,3,1,GB,13021300,000,KGM,"Of hops (KGM)",68,226676,548,717680
2563,3,1,FR,13021400,000,KGM,"Of ephedra (KGM)",440,461357,675,682186
2563,3,1,JP,13021920,000,KGM,"Extracts and tinctures of cannabis (KGM)",0,0,1,8299
2563,3,1,IL,13021940,090,KGM,"Other (KGM)",47,289152,98,454224
2563,3,1,CN,13021990,001,KGM,"Of cinchona (KGM)",350,346608,425,461426
2563,3,1,FR,13021990,002,KGM,"Aloes (KGM)",1,2695,236,126778
2563,3,1,AU,13021990,090,KGM,"Other (KGM)",141697,107526029,370901,274733409
2563,3,1,BE,13022000,000,KGM,"Pectic substances, pectinates and pectates (KGM)",174397,66047916,509624,195839003
2563,3,1,CL,13023100,000,KGM,"Agar-agar (KGM)",42256,20367913,114200,56326961
2563,3,1,AU,13023200,000,KGM,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds (KGM)",258889,29052455,676243,77081300
2563,3,1,CN,13023911,000,KGM,"Carrageenan, powder, Semi-refined (KGM)",62004,16326521,98505,26680139
2563,3,1,CN,13023912,000,KGM,"Carrageenan, powder, Refined (KGM)",26700,16711219,58276,34483063
2563,3,1,PH,13023913,000,KGM,"Alkali treated carragenan chips (ATCC) (KGM)",1250,284381,1250,284381
2563,3,1,BR,13023919,000,KGM,"Other (KGM)",92069,27220352,300171,70416999
2563,3,1,AR,13023990,000,KGM,"Other (KGM)",194803,36039970,564079,102372302
2563,3,1,CN,14011000,000,KGM,"Bamboos (KGM)",95825,563819,468574,2217911
2563,3,1,KH,14012010,001,KGM,"Rattans whole, raw (KGM)",51250,221750,200250,878050
2563,3,1,CN,14012010,090,KGM,"Other (KGM)",74846,4431903,170498,12274581
2563,3,1,MY,14012021,000,KGM,"Split-core not exceeding 12 mm in diameter (KGM)",0,0,14000,972973
2563,3,1,JP,14019000,002,KGM,"Osier (KGM)",39977,1236599,113427,3136833
2563,3,1,FR,14019000,090,KGM,"Other (KGM)",121700,1663739,481811,5960789
2563,3,1,CN,14049020,000,KGM,"Of a kind used primarily in tanning or dyeing (KGM)",225,73219,18985,823412
2563,3,1,ID,14049091,000,KGM,"Palm kernel shells (KGM)",12237870,34543742,113656595,280954813
2563,3,1,ID,14049099,001,KGM,"Nipa leaves for rolling cigarettes (KGM)",283433,1614151,758630,4336679
2563,3,1,BY,14049099,090,KGM,"Other (KGM)",478915,6844922,2510940,37432878
2563,3,1,JP,15011000,000,KGM,"Lard (KGM)",19,8085,20,8316
2563,3,1,SE,15012000,000,KGM,"Other pig fat (KGM)",36,10500,36,10500
2563,3,1,AU,15019000,000,KGM,"Other (KGM)",124477,3676303,289461,8830737
2563,3,1,PH,15021000,001,KGM,"Tallow, edible (KGM)",1000,72806,2000,143311
2563,3,1,AU,15021000,090,KGM,"Other (KGM)",77460,2099026,327440,8287410
2563,3,1,AU,15029010,000,KGM,"Edible (KGM)",4360,120598,4360,120598
2563,3,1,AU,15029090,000,KGM,"Other (KGM)",0,0,100,9344
2563,3,1,US,15030090,000,KGM,"Other (KGM)",760,81947,2660,281816
2563,3,1,AU,15041090,000,KGM,"Other (KGM)",585,468339,782,526055
2563,3,1,IN,15042010,000,KGM,"Solid fractions (KGM)",0,0,191,209696
2563,3,1,AU,15042090,000,KGM,"Other (KGM)",996345,56084784,2664034,141217376
2563,3,1,AU,15050010,000,KGM,"Lanolin (KGM)",33840,6642106,81911,14666723
2563,3,1,AU,15050090,000,KGM,"Other (KGM)",6237,1633661,12511,4337229
2563,3,1,CN,15060000,000,KGM,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified. (KGM)",15295,1036920,30820,2721080
2563,3,1,MY,15071000,000,KGM,"Crude oil, whether or not degummed (KGM)",0,0,2504744,75227529
2563,3,1,DE,15079090,000,KGM,"Other (KGM)",190,40953,245,48613
2563,3,1,BE,15089000,090,KGM,"Other (KGM)",16080,1086694,24120,1623806
2563,3,1,ES,15091010,000,KGM,"In packings of a net weight not exceeding 30 kg (KGM)",53488,11320283,108173,20689976
2563,3,1,AU,15091090,000,KGM,"Other (KGM)",122231,11932265,316246,32164793
2563,3,1,TR,15099011,000,KGM,"In packings of a net weight not exceeding 30 kg (KGM)",0,0,8,5314
2563,3,1,EG,15099091,000,KGM,"In packings of net weight not exceeding 30 kg (KGM)",99506,18847839,177671,32761763
2563,3,1,AU,15099099,000,KGM,"Other (KGM)",219271,18882335,495923,43687111
2563,3,1,ES,15100090,000,KGM,"Other (KGM)",58477,3064511,109096,5999468
2563,3,1,MY,15111000,000,KGM,"Crude oil (KGM)",0,0,6,1155
2563,3,1,MY,15119036,000,KGM,"In packing of a net weight not exceeding 25 kg (KGM)",0,0,600,48901
2563,3,1,MY,15119039,000,KGM,"Other (KGM)",537110,12648024,1074420,24091121
2563,3,1,MY,15119041,000,KGM,"Solid fractions (KGM)",0,0,300,13033
2563,3,1,SG,15119049,000,KGM,"Other (KGM)",1,3053,1,3053
2563,3,1,FR,15121100,000,KGM,"Crude oil (KGM)",1450420,39667464,4008520,103665968
2563,3,1,BE,15121910,000,KGM,"Fractions of unrefined sunflower-seed oil or safflower oil (KGM)",24612,1757970,42635,3117827
2563,3,1,GB,15121920,000,KGM,"Refined (KGM)",1489231,43988689,5336015,159577958
2563,3,1,CN,15121990,001,KGM,"For edible (KGM)",80303,3162553,350135,13078667
2563,3,1,BE,15121990,090,KGM,"Other (KGM)",357841,15150510,1411924,56938582
2563,3,1,NL,15122990,090,KGM,"Other (KGM)",0,2000,25,33311
2563,3,1,ID,15131100,000,KGM,"Crude oil (KGM)",1255000,38603482,2377994,69053549
2563,3,1,IN,15131990,000,KGM,"Other (KGM)",620,166631,9699,1193092
2563,3,1,ID,15132995,000,KGM,"Palm kernel oil, RBD (KGM)",4961172,125370692,9916920,263179510
2563,3,1,BR,15132997,000,KGM,"Other, of babassu oil (KGM)",378,120817,558,168546
2563,3,1,AU,15141100,000,KGM,"Crude oil (KGM)",0,0,218000,6311689
2563,3,1,GB,15141910,000,KGM,"Fractions of unrefined oil (KGM)",3912,366403,15721,1543020
2563,3,1,AU,15141920,000,KGM,"Refined (KGM)",325330,10770704,694406,22849095
2563,3,1,ES,15141990,000,KGM,"Other (KGM)",208770,7003806,364553,12050986
2563,3,1,IN,15149190,000,KGM,"Other (KGM)",9993,542622,13073,699387
2563,3,1,JP,15149990,001,KGM,"Other rape or colza oil (KGM)",0,0,1044,87211
2563,3,1,JP,15149990,090,KGM,"Other (KGM)",3011,305433,9781,915881
2563,3,1,BE,15151100,000,KGM,"Crude oil (KGM)",48828,1852127,81577,3217071
2563,3,1,BE,15151900,000,KGM,"Other (KGM)",77072,3515193,188860,7419831
2563,3,1,JP,15152100,000,KGM,"Crude oil (KGM)",825,67470,825,67470
2563,3,1,BE,15152919,000,KGM,"Other (KGM)",0,0,3,2080
2563,3,1,IT,15152999,001,KGM,"For edible (KGM)",47230,2115481,52150,2558526
2563,3,1,TR,15152999,090,KGM,"Other (KGM)",21500,767100,42920,1502458
2563,3,1,CN,15153090,001,KGM,"For edible (KGM)",0,0,20,6334
2563,3,1,CN,15153090,090,KGM,"Other (KGM)",1402440,54107391,2461350,99008745
2563,3,1,GB,15155010,000,KGM,"Crude oil (KGM)",190,60496,7790,1258208
2563,3,1,CN,15155090,001,KGM,"For edible (KGM)",28505,2816660,65280,6471393
2563,3,1,CN,15155090,090,KGM,"Other (KGM)",44621,4399083,101714,10020876
2563,3,1,AR,15159011,000,KGM,"Crude oil (KGM)",45,35697,138,142659
2563,3,1,GB,15159019,090,KGM,"Other (KGM)",820,330851,2791,564098
2563,3,1,ES,15159021,000,KGM,"Crude oil (KGM)",40,69810,80,139656
2563,3,1,CN,15159029,000,KGM,"Other (KGM)",122150,15779850,222313,28326403
2563,3,1,AR,15159039,000,KGM,"Other (KGM)",818,505569,7965,4600044
2563,3,1,FR,15159091,000,KGM,"Crude oil (KGM)",240,103285,660,448853
2563,3,1,BD,15159099,001,KGM,"Rice bran oil (KGM)",202370,8857196,360126,15836724
2563,3,1,AR,15159099,090,KGM,"Other (KGM)",8620,9309905,38665,20756377
2563,3,1,NO,15161020,001,KGM,"For edible (KGM)",190,172054,190,172054
2563,3,1,PH,15161020,090,KGM,"Other (KGM)",0,0,5,1331
2563,3,1,NO,15161090,001,KGM,"For edible (KGM)",190,410525,190,410525
2563,3,1,JP,15161090,090,KGM,"Other (KGM)",2080,497094,3894,1172622
2563,3,1,MY,15162012,000,KGM,"Of fruit of the oil palm, crude (KGM)",124959,4491213,391623,12316044
2563,3,1,SG,15162013,000,KGM,"Of fruit of the oil palm, other than crude (KGM)",0,0,380,90646
2563,3,1,DE,15162014,000,KGM,"Of coconut (KGM)",799,135073,2309,387931
2563,3,1,CN,15162015,000,KGM,"Of palm kernels, crude (KGM)",8372,916997,63942,7744014
2563,3,1,JP,15162018,000,KGM,"Of linseed (KGM)",38,31015,38,31015
2563,3,1,DE,15162019,000,KGM,"Of other (KGM)",284,113248,50063,2488150
2563,3,1,DE,15162031,002,KGM,"Soya-bean oil (KGM)",540,178609,540,178609
2563,3,1,ID,15162031,003,KGM,"Palm nut oil (KGM)",0,0,16500,519744
2563,3,1,ID,15162031,004,KGM,"Coconut oil (KGM)",15200,661316,65600,2701337
2563,3,1,ID,15162034,000,KGM,"Of fruit of the oil palm (KGM)",49850,1351534,82350,2237422
2563,3,1,FR,15162039,002,KGM,"Other (KGM)",420,86667,1872,289762
